Tiempo;Evento
3.56;Posición inicial
5.99;< Contacto inicial izquierdo
6.03;> Despegue derecho
6.53;< Contacto inicial derecho
6.56;> Despegue izquierdo
7.01;< Contacto inicial izquierdo
7.06;> Despegue derecho
7.5;< Contacto inicial derecho
7.54;> Despegue izquierdo
7.97;< Contacto inicial izquierdo
8.02;> Despegue derecho
8.47;< Contacto inicial derecho
8.51;> Despegue izquierdo
8.95;< Contacto inicial izquierdo
9;> Despegue derecho
9.45;< Contacto inicial derecho
9.49;> Despegue izquierdo
9.93;< Contacto inicial izquierdo
9.98;> Despegue derecho
10.46;< Contacto inicial derecho
10.51;> Despegue izquierdo
10.96;< Contacto inicial izquierdo
11;> Despegue derecho
11.47;< Contacto inicial derecho
11.51;> Despegue izquierdo
11.97;< Contacto inicial izquierdo
12.02;> Despegue derecho
12.48;< Contacto inicial derecho
12.52;> Despegue izquierdo
12.97;< Contacto inicial izquierdo
13.02;> Despegue derecho
13.5;< Contacto inicial derecho
13.54;> Despegue izquierdo
14.02;< Contacto inicial izquierdo
14.07;> Despegue derecho
14.55;< Contacto inicial derecho
14.59;> Despegue izquierdo
15.05;< Contacto inicial izquierdo
15.1;> Despegue derecho
15.59;< Contacto inicial derecho
15.63;> Despegue izquierdo
16.1;< Contacto inicial izquierdo
16.15;> Despegue derecho
16.66;< Contacto inicial derecho
16.7;> Despegue izquierdo
17.18;< Contacto inicial izquierdo
17.23;> Despegue derecho
17.83;< Contacto inicial derecho
17.88;> Despegue izquierdo
18.24;< Contacto inicial izquierdo
18.31;> Despegue derecho
19.11;< Contacto inicial derecho
19.13;> Despegue izquierdo
19.72;< Contacto inicial izquierdo
19.77;> Despegue derecho
20.47;< Contacto inicial derecho
20.51;> Despegue izquierdo
21.03;< Contacto inicial izquierdo
21.07;> Despegue derecho
21.65;< Contacto inicial derecho
21.7;> Despegue izquierdo
22.19;< Contacto inicial izquierdo
22.24;> Despegue derecho
22.79;< Contacto inicial derecho
22.84;> Despegue izquierdo
23.35;< Contacto inicial izquierdo
23.4;> Despegue derecho
23.96;< Contacto inicial derecho
24.01;> Despegue izquierdo
24.51;< Contacto inicial izquierdo
24.56;> Despegue derecho
25.11;< Contacto inicial derecho
25.16;> Despegue izquierdo
25.65;< Contacto inicial izquierdo
25.69;> Despegue derecho
26.22;< Contacto inicial derecho
26.27;> Despegue izquierdo
26.76;< Contacto inicial izquierdo
26.81;> Despegue derecho
27.32;< Contacto inicial derecho
27.37;> Despegue izquierdo
27.84;< Contacto inicial izquierdo
27.88;> Despegue derecho
28.43;< Contacto inicial derecho
28.48;> Despegue izquierdo
28.97;< Contacto inicial izquierdo
29.02;> Despegue derecho
29.57;< Contacto inicial derecho
29.62;> Despegue izquierdo
30.11;< Contacto inicial izquierdo
30.16;> Despegue derecho
30.72;< Contacto inicial derecho
30.77;> Despegue izquierdo
31.28;< Contacto inicial izquierdo
31.33;> Despegue derecho
31.93;< Contacto inicial derecho
31.97;> Despegue izquierdo
32.48;< Contacto inicial izquierdo
32.53;> Despegue derecho
33.1;< Contacto inicial derecho
33.14;> Despegue izquierdo
33.66;< Contacto inicial izquierdo
33.71;> Despegue derecho
34.28;< Contacto inicial derecho
34.33;> Despegue izquierdo
34.87;< Contacto inicial izquierdo
34.94;> Despegue derecho
36.06;< Contacto inicial izquierdo
36.61;> Despegue derecho
37.05;< Contacto inicial derecho
37.1;> Despegue izquierdo
37.66;< Contacto inicial izquierdo
37.7;> Despegue derecho
38.36;< Contacto inicial derecho
38.41;> Despegue izquierdo
38.94;< Contacto inicial izquierdo
38.99;> Despegue derecho
39.6;< Contacto inicial derecho
39.65;> Despegue izquierdo
40.15;< Contacto inicial izquierdo
40.2;> Despegue derecho
40.83;< Contacto inicial derecho
40.87;> Despegue izquierdo
41.39;< Contacto inicial izquierdo
41.44;> Despegue derecho
42.06;< Contacto inicial derecho
42.1;> Despegue izquierdo
42.6;< Contacto inicial izquierdo
42.64;> Despegue derecho
43.19;< Contacto inicial derecho
43.23;> Despegue izquierdo
43.71;< Contacto inicial izquierdo
43.75;> Despegue derecho
44.32;< Contacto inicial derecho
44.36;> Despegue izquierdo
44.83;< Contacto inicial izquierdo
44.89;> Despegue derecho
45.43;< Contacto inicial derecho
45.47;> Despegue izquierdo
45.98;< Contacto inicial izquierdo
46.03;> Despegue derecho
46.59;< Contacto inicial derecho
46.63;> Despegue izquierdo
47.13;< Contacto inicial izquierdo
47.18;> Despegue derecho
47.78;< Contacto inicial derecho
47.82;> Despegue izquierdo
48.32;< Contacto inicial izquierdo
48.37;> Despegue derecho
48.95;< Contacto inicial derecho
48.99;> Despegue izquierdo
49.49;< Contacto inicial izquierdo
49.54;> Despegue derecho
50.14;< Contacto inicial derecho
50.18;> Despegue izquierdo
50.67;< Contacto inicial izquierdo
50.72;> Despegue derecho
51.3;< Contacto inicial derecho
51.35;> Despegue izquierdo
51.86;< Contacto inicial izquierdo
51.91;> Despegue derecho
52.51;< Contacto inicial derecho
52.55;> Despegue izquierdo
52.87;< Contacto inicial izquierdo
52.97;> Despegue derecho
53.8;< Contacto inicial derecho
53.84;> Despegue izquierdo
54.61;< Contacto inicial izquierdo
54.66;> Despegue derecho
55.31;< Contacto inicial derecho
55.35;> Despegue izquierdo
55.85;< Contacto inicial izquierdo
55.89;> Despegue derecho
56.49;< Contacto inicial derecho
56.54;> Despegue izquierdo
57.02;< Contacto inicial izquierdo
57.06;> Despegue derecho
57.68;< Contacto inicial derecho
57.73;> Despegue izquierdo
58.23;< Contacto inicial izquierdo
58.28;> Despegue derecho
58.88;< Contacto inicial derecho
58.92;> Despegue izquierdo
59.45;< Contacto inicial izquierdo
59.5;> Despegue derecho
60.09;< Contacto inicial derecho
60.14;> Despegue izquierdo
60.66;< Contacto inicial izquierdo
60.72;> Despegue derecho
61.31;< Contacto inicial derecho
61.36;> Despegue izquierdo
61.87;< Contacto inicial izquierdo
61.92;> Despegue derecho
62.46;< Contacto inicial derecho
62.51;> Despegue izquierdo
63.01;< Contacto inicial izquierdo
63.06;> Despegue derecho
63.62;< Contacto inicial derecho
63.67;> Despegue izquierdo
64.17;< Contacto inicial izquierdo
64.22;> Despegue derecho
64.82;< Contacto inicial derecho
64.87;> Despegue izquierdo
65.38;< Contacto inicial izquierdo
65.45;> Despegue derecho
66.09;< Contacto inicial derecho
66.14;> Despegue izquierdo
66.56;< Contacto inicial izquierdo
66.66;> Despegue derecho
