Tiempo;Evento
3.15;Posición inicial
5.15;< Contacto inicial izquierdo
5.19;> Despegue derecho
5.59;< Contacto inicial derecho
5.64;> Despegue izquierdo
5.99;< Contacto inicial izquierdo
6.04;> Despegue derecho
6.37;< Contacto inicial derecho
6.42;> Despegue izquierdo
6.73;< Contacto inicial izquierdo
6.78;> Despegue derecho
7.1;< Contacto inicial derecho
7.16;> Despegue izquierdo
7.48;< Contacto inicial izquierdo
7.53;> Despegue derecho
7.89;< Contacto inicial derecho
7.95;> Despegue izquierdo
8.26;< Contacto inicial izquierdo
8.31;> Despegue derecho
8.66;< Contacto inicial derecho
8.72;> Despegue izquierdo
9.03;< Contacto inicial izquierdo
9.08;> Despegue derecho
9.43;< Contacto inicial derecho
9.49;> Despegue izquierdo
9.63;< Contacto inicial izquierdo
9.76;> Despegue derecho
10.21;< Contacto inicial derecho
10.27;> Despegue izquierdo
10.38;< Contacto inicial izquierdo
10.52;> Despegue derecho
10.98;< Contacto inicial derecho
11.05;> Despegue izquierdo
11.19;< Contacto inicial izquierdo
11.3;> Despegue derecho
11.74;< Contacto inicial derecho
11.8;> Despegue izquierdo
11.96;< Contacto inicial izquierdo
12.07;> Despegue derecho
12.51;< Contacto inicial derecho
12.58;> Despegue izquierdo
12.73;< Contacto inicial izquierdo
12.85;> Despegue derecho
13.29;< Contacto inicial derecho
13.36;> Despegue izquierdo
13.52;< Contacto inicial izquierdo
13.64;> Despegue derecho
14.09;< Contacto inicial derecho
14.16;> Despegue izquierdo
14.34;< Contacto inicial izquierdo
14.46;> Despegue derecho
14.97;< Contacto inicial derecho
15.1;> Despegue izquierdo
