Tiempo;Evento
4.24;Posición inicial
6.85;< Contacto inicial derecho
6.93;> Despegue izquierdo
7.42;< Contacto inicial izquierdo
7.48;> Despegue derecho
7.9;< Contacto inicial derecho
7.98;> Despegue izquierdo
8.39;< Contacto inicial izquierdo
8.46;> Despegue derecho
8.89;< Contacto inicial derecho
8.97;> Despegue izquierdo
9.37;< Contacto inicial izquierdo
9.45;> Despegue derecho
9.89;< Contacto inicial derecho
9.98;> Despegue izquierdo
10.37;< Contacto inicial izquierdo
10.44;> Despegue derecho
10.89;< Contacto inicial derecho
10.97;> Despegue izquierdo
11.36;< Contacto inicial izquierdo
11.43;> Despegue derecho
11.85;< Contacto inicial derecho
11.94;> Despegue izquierdo
12.36;< Contacto inicial izquierdo
12.42;> Despegue derecho
12.83;< Contacto inicial derecho
12.92;> Despegue izquierdo
13.35;< Contacto inicial izquierdo
13.42;> Despegue derecho
13.8;< Contacto inicial derecho
13.89;> Despegue izquierdo
14.3;< Contacto inicial izquierdo
14.37;> Despegue derecho
14.79;< Contacto inicial derecho
14.87;> Despegue izquierdo
15.28;< Contacto inicial izquierdo
15.36;> Despegue derecho
15.77;< Contacto inicial derecho
15.86;> Despegue izquierdo
16.28;< Contacto inicial izquierdo
16.35;> Despegue derecho
16.74;< Contacto inicial derecho
16.83;> Despegue izquierdo
17.25;< Contacto inicial izquierdo
17.32;> Despegue derecho
17.71;< Contacto inicial derecho
17.8;> Despegue izquierdo
18.2;< Contacto inicial izquierdo
18.28;> Despegue derecho
18.69;< Contacto inicial derecho
18.78;> Despegue izquierdo
19.23;< Contacto inicial izquierdo
19.3;> Despegue derecho
19.69;< Contacto inicial derecho
19.79;> Despegue izquierdo
20.18;< Contacto inicial izquierdo
20.27;> Despegue derecho
20.72;< Contacto inicial derecho
20.83;> Despegue izquierdo
20.97;< Contacto inicial izquierdo
21.15;> Despegue derecho
21.38;< Contacto inicial derecho
21.54;> Despegue izquierdo
21.86;< Contacto inicial izquierdo
22.01;> Despegue derecho
22.58;< Contacto inicial derecho
22.66;> Despegue izquierdo
23.04;< Contacto inicial izquierdo
23.1;> Despegue derecho
23.57;< Contacto inicial derecho
23.65;> Despegue izquierdo
24.03;< Contacto inicial izquierdo
24.11;> Despegue derecho
24.55;< Contacto inicial derecho
24.63;> Despegue izquierdo
25.01;< Contacto inicial izquierdo
25.09;> Despegue derecho
25.53;< Contacto inicial derecho
25.62;> Despegue izquierdo
26.03;< Contacto inicial izquierdo
26.1;> Despegue derecho
26.51;< Contacto inicial derecho
26.6;> Despegue izquierdo
26.99;< Contacto inicial izquierdo
27.06;> Despegue derecho
27.48;< Contacto inicial derecho
27.57;> Despegue izquierdo
27.97;< Contacto inicial izquierdo
28.05;> Despegue derecho
28.48;< Contacto inicial derecho
28.57;> Despegue izquierdo
28.97;< Contacto inicial izquierdo
29.04;> Despegue derecho
29.48;< Contacto inicial derecho
29.56;> Despegue izquierdo
29.95;< Contacto inicial izquierdo
30.03;> Despegue derecho
30.45;< Contacto inicial derecho
30.52;> Despegue izquierdo
30.93;< Contacto inicial izquierdo
31.01;> Despegue derecho
31.44;< Contacto inicial derecho
31.52;> Despegue izquierdo
31.91;< Contacto inicial izquierdo
31.99;> Despegue derecho
32.42;< Contacto inicial derecho
32.5;> Despegue izquierdo
32.89;< Contacto inicial izquierdo
32.97;> Despegue derecho
33.39;< Contacto inicial derecho
33.48;> Despegue izquierdo
33.89;< Contacto inicial izquierdo
33.96;> Despegue derecho
34.4;< Contacto inicial derecho
34.49;> Despegue izquierdo
34.88;< Contacto inicial izquierdo
34.96;> Despegue derecho
35.42;< Contacto inicial derecho
35.51;> Despegue izquierdo
35.93;< Contacto inicial izquierdo
36.01;> Despegue derecho
36.53;< Contacto inicial derecho
37.27;> Despegue izquierdo
37.87;< Contacto inicial derecho
37.94;> Despegue izquierdo
38.37;< Contacto inicial izquierdo
38.44;> Despegue derecho
38.87;< Contacto inicial derecho
38.96;> Despegue izquierdo
39.35;< Contacto inicial izquierdo
39.44;> Despegue derecho
39.86;< Contacto inicial derecho
39.95;> Despegue izquierdo
40.33;< Contacto inicial izquierdo
40.41;> Despegue derecho
40.82;< Contacto inicial derecho
40.91;> Despegue izquierdo
41.3;< Contacto inicial izquierdo
41.38;> Despegue derecho
41.79;< Contacto inicial derecho
41.88;> Despegue izquierdo
42.27;< Contacto inicial izquierdo
42.34;> Despegue derecho
42.76;< Contacto inicial derecho
42.86;> Despegue izquierdo
43.27;< Contacto inicial izquierdo
43.35;> Despegue derecho
43.76;< Contacto inicial derecho
43.85;> Despegue izquierdo
44.25;< Contacto inicial izquierdo
44.34;> Despegue derecho
44.73;< Contacto inicial derecho
44.82;> Despegue izquierdo
45.21;< Contacto inicial izquierdo
45.28;> Despegue derecho
45.7;< Contacto inicial derecho
45.79;> Despegue izquierdo
46.19;< Contacto inicial izquierdo
46.27;> Despegue derecho
46.66;< Contacto inicial derecho
46.75;> Despegue izquierdo
47.14;< Contacto inicial izquierdo
47.22;> Despegue derecho
47.64;< Contacto inicial derecho
47.73;> Despegue izquierdo
48.13;< Contacto inicial izquierdo
48.2;> Despegue derecho
48.61;< Contacto inicial derecho
48.7;> Despegue izquierdo
49.12;< Contacto inicial izquierdo
49.2;> Despegue derecho
49.59;< Contacto inicial derecho
49.68;> Despegue izquierdo
50.08;< Contacto inicial izquierdo
50.17;> Despegue derecho
50.6;< Contacto inicial derecho
50.73;> Despegue izquierdo
52.43;< Contacto inicial izquierdo
52.49;> Despegue derecho
52.96;< Contacto inicial derecho
53.04;> Despegue izquierdo
53.42;< Contacto inicial izquierdo
53.48;> Despegue derecho
53.91;< Contacto inicial derecho
54;> Despegue izquierdo
54.37;< Contacto inicial izquierdo
54.45;> Despegue derecho
54.88;< Contacto inicial derecho
54.97;> Despegue izquierdo
55.36;< Contacto inicial izquierdo
55.43;> Despegue derecho
55.85;< Contacto inicial derecho
55.95;> Despegue izquierdo
56.31;< Contacto inicial izquierdo
56.39;> Despegue derecho
56.82;< Contacto inicial derecho
56.91;> Despegue izquierdo
57.29;< Contacto inicial izquierdo
57.38;> Despegue derecho
57.81;< Contacto inicial derecho
57.9;> Despegue izquierdo
58.29;< Contacto inicial izquierdo
58.37;> Despegue derecho
58.78;< Contacto inicial derecho
58.87;> Despegue izquierdo
59.23;< Contacto inicial izquierdo
59.31;> Despegue derecho
59.75;< Contacto inicial derecho
59.83;> Despegue izquierdo
60.21;< Contacto inicial izquierdo
60.3;> Despegue derecho
60.73;< Contacto inicial derecho
60.82;> Despegue izquierdo
61.19;< Contacto inicial izquierdo
61.27;> Despegue derecho
61.71;< Contacto inicial derecho
61.79;> Despegue izquierdo
62.17;< Contacto inicial izquierdo
