Tiempo;Evento
3.61;Posición inicial
5.56;< Contacto inicial izquierdo
5.65;> Despegue derecho
6.16;< Contacto inicial derecho
6.24;> Despegue izquierdo
6.58;< Contacto inicial izquierdo
6.66;> Despegue derecho
7.08;< Contacto inicial derecho
7.17;> Despegue izquierdo
7.34;< Contacto inicial izquierdo
7.48;> Despegue derecho
7.93;< Contacto inicial derecho
8.03;> Despegue izquierdo
8.27;< Contacto inicial izquierdo
8.4;> Despegue derecho
8.88;< Contacto inicial derecho
8.97;> Despegue izquierdo
9.33;< Contacto inicial izquierdo
9.4;> Despegue derecho
9.81;< Contacto inicial derecho
9.9;> Despegue izquierdo
10.25;< Contacto inicial izquierdo
10.32;> Despegue derecho
10.73;< Contacto inicial derecho
10.82;> Despegue izquierdo
11;< Contacto inicial izquierdo
11.14;> Despegue derecho
11.61;< Contacto inicial derecho
11.71;> Despegue izquierdo
11.91;< Contacto inicial izquierdo
12.05;> Despegue derecho
12.52;< Contacto inicial derecho
12.62;> Despegue izquierdo
12.96;< Contacto inicial izquierdo
13.03;> Despegue derecho
13.45;< Contacto inicial derecho
13.55;> Despegue izquierdo
13.78;< Contacto inicial izquierdo
13.91;> Despegue derecho
14.4;< Contacto inicial derecho
14.5;> Despegue izquierdo
14.72;< Contacto inicial izquierdo
14.85;> Despegue derecho
15.33;< Contacto inicial derecho
15.43;> Despegue izquierdo
15.62;< Contacto inicial izquierdo
15.77;> Despegue derecho
16.26;< Contacto inicial derecho
16.35;> Despegue izquierdo
16.67;< Contacto inicial izquierdo
16.74;> Despegue derecho
17.17;< Contacto inicial derecho
17.27;> Despegue izquierdo
17.48;< Contacto inicial izquierdo
17.61;> Despegue derecho
18.08;< Contacto inicial derecho
18.2;> Despegue izquierdo
20.22;< Contacto inicial izquierdo
20.31;> Despegue derecho
20.82;< Contacto inicial derecho
20.92;> Despegue izquierdo
21.28;< Contacto inicial izquierdo
21.37;> Despegue derecho
21.8;< Contacto inicial derecho
21.9;> Despegue izquierdo
22.1;< Contacto inicial izquierdo
22.25;> Despegue derecho
22.76;< Contacto inicial derecho
22.86;> Despegue izquierdo
23.07;< Contacto inicial izquierdo
23.21;> Despegue derecho
23.71;< Contacto inicial derecho
23.8;> Despegue izquierdo
24.14;< Contacto inicial izquierdo
24.22;> Despegue derecho
24.64;< Contacto inicial derecho
24.74;> Despegue izquierdo
24.94;< Contacto inicial izquierdo
25.09;> Despegue derecho
25.58;< Contacto inicial derecho
25.68;> Despegue izquierdo
25.87;< Contacto inicial izquierdo
26.01;> Despegue derecho
26.5;< Contacto inicial derecho
26.6;> Despegue izquierdo
26.79;< Contacto inicial izquierdo
26.94;> Despegue derecho
27.44;< Contacto inicial derecho
27.53;> Despegue izquierdo
27.87;< Contacto inicial izquierdo
27.94;> Despegue derecho
28.37;< Contacto inicial derecho
28.47;> Despegue izquierdo
28.68;< Contacto inicial izquierdo
28.82;> Despegue derecho
29.32;< Contacto inicial derecho
29.42;> Despegue izquierdo
29.63;< Contacto inicial izquierdo
29.78;> Despegue derecho
30.27;< Contacto inicial derecho
30.37;> Despegue izquierdo
30.59;< Contacto inicial izquierdo
30.73;> Despegue derecho
31.22;< Contacto inicial derecho
31.32;> Despegue izquierdo
31.53;< Contacto inicial izquierdo
31.68;> Despegue derecho
32.19;< Contacto inicial derecho
32.29;> Despegue izquierdo
32.65;< Contacto inicial izquierdo
32.73;> Despegue derecho
33.18;< Contacto inicial derecho
33.28;> Despegue izquierdo
33.49;< Contacto inicial izquierdo
33.63;> Despegue derecho
34.14;< Contacto inicial derecho
34.27;> Despegue izquierdo
34.85;< Contacto inicial derecho
34.95;> Despegue izquierdo
36.73;< Contacto inicial izquierdo
36.86;> Despegue derecho
37.38;< Contacto inicial derecho
37.49;> Despegue izquierdo
37.75;< Contacto inicial izquierdo
37.89;> Despegue derecho
38.39;< Contacto inicial derecho
38.49;> Despegue izquierdo
38.72;< Contacto inicial izquierdo
38.87;> Despegue derecho
39.38;< Contacto inicial derecho
39.48;> Despegue izquierdo
39.83;< Contacto inicial izquierdo
39.9;> Despegue derecho
40.33;< Contacto inicial derecho
40.43;> Despegue izquierdo
40.63;< Contacto inicial izquierdo
40.78;> Despegue derecho
41.26;< Contacto inicial derecho
41.36;> Despegue izquierdo
41.7;< Contacto inicial izquierdo
41.78;> Despegue derecho
42.19;< Contacto inicial derecho
42.29;> Despegue izquierdo
42.49;< Contacto inicial izquierdo
42.63;> Despegue derecho
43.1;< Contacto inicial derecho
43.2;> Despegue izquierdo
43.54;< Contacto inicial izquierdo
43.61;> Despegue derecho
44.03;< Contacto inicial derecho
44.13;> Despegue izquierdo
44.46;< Contacto inicial izquierdo
44.54;> Despegue derecho
44.96;< Contacto inicial derecho
45.06;> Despegue izquierdo
45.39;< Contacto inicial izquierdo
45.47;> Despegue derecho
45.89;< Contacto inicial derecho
45.99;> Despegue izquierdo
46.33;< Contacto inicial izquierdo
46.41;> Despegue derecho
46.83;< Contacto inicial derecho
46.93;> Despegue izquierdo
47.28;< Contacto inicial izquierdo
47.35;> Despegue derecho
47.77;< Contacto inicial derecho
47.87;> Despegue izquierdo
48.06;< Contacto inicial izquierdo
48.21;> Despegue derecho
48.69;< Contacto inicial derecho
48.8;> Despegue izquierdo
49.02;< Contacto inicial izquierdo
49.15;> Despegue derecho
49.59;< Contacto inicial derecho
49.73;> Despegue izquierdo
52.23;< Contacto inicial derecho
52.33;> Despegue izquierdo
52.7;< Contacto inicial izquierdo
52.78;> Despegue derecho
53.19;< Contacto inicial derecho
53.3;> Despegue izquierdo
53.66;< Contacto inicial izquierdo
53.74;> Despegue derecho
54.17;< Contacto inicial derecho
54.27;> Despegue izquierdo
54.66;< Contacto inicial izquierdo
54.74;> Despegue derecho
55.18;< Contacto inicial derecho
55.28;> Despegue izquierdo
55.63;< Contacto inicial izquierdo
55.71;> Despegue derecho
56.12;< Contacto inicial derecho
56.22;> Despegue izquierdo
56.57;< Contacto inicial izquierdo
56.64;> Despegue derecho
57.07;< Contacto inicial derecho
57.16;> Despegue izquierdo
57.51;< Contacto inicial izquierdo
57.58;> Despegue derecho
58;< Contacto inicial derecho
58.1;> Despegue izquierdo
58.29;< Contacto inicial izquierdo
58.43;> Despegue derecho
58.91;< Contacto inicial derecho
59.01;> Despegue izquierdo
59.34;< Contacto inicial izquierdo
59.41;> Despegue derecho
59.84;< Contacto inicial derecho
59.94;> Despegue izquierdo
60.15;< Contacto inicial izquierdo
60.29;> Despegue derecho
