Flexo-extensión cadera derecha_Y,Flexo-extensión cadera izquierda_Y,Abducción-aducción cadera derecha_Y,Abducción-aducción cadera izquierda_Y,Rotación cadera derecha_Y,Rotación cadera izquierda_Y,SourceFile,Flexo-extensión codo derecho_Y,Flexo-extensión codo izquierdo_Y,Flexo-extensión cuello_Y,Flexión lateral cuello_Y,Rotación cuello_Y,Flexo-extensión hombro derecho_Y,Flexo-extensión hombro izquierdo_Y,Abducción-aducción hombro derecho_Y,Abducción-aducción hombro izquierdo_Y,Rotación hombro derecho_Y,Rotación hombro izquierdo_Y,Flexo-extensión muñeca derecha_Y,Flexo-extensión muñeca izquierda_Y,Abducción-aducción muñeca derecha_Y,Abducción-aducción muñeca izquierda_Y,Rotación muñeca derecha_Y,Rotación muñeca izquierda_Y,Rotación pelvis_Y,Inclinación pelvis_Y,Oblicuidad pelvis_Y,Flexo-extensión rodilla derecha_Y,Flexo-extensión rodilla izquierda_Y,Abducción-aducción rodilla derecha_Y,Abducción-aducción rodilla izquierda_Y,Rotación rodilla derecha_Y,Rotación rodilla izquierda_Y,Dorsiflexión-plantarflexión tobillo izquierdo_Y,Dorsiflexión-plantarflexión tobillo izquierdo_X.1,Dorsiflexión-plantarflexión tobillo izquierdo_Y.1,Eversión-inversión tobillo derecho_Y,Eversión-inversión tobillo izquierdo_Y,Rotación tobillo derecho_Y,Rotación tobillo izquierdo_Y,Flexo-extensión torso_Y,Flexión lateral torso_Y,Rotación torso_Y,Inclinación torso_Y
-0.41352,-0.05182,-0.23573,0.09082,-0.43433,0.0042,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.41168,-0.05068,-0.23462,0.08954,-0.42943,0.00729,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.40961,-0.04946,-0.23361,0.08822,-0.42325,0.01047,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.40738,-0.04819,-0.23277,0.08696,-0.41582,0.01359,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.40505,-0.04692,-0.23218,0.08587,-0.40722,0.01646,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.40266,-0.04569,-0.23191,0.08508,-0.39762,0.01891,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.40027,-0.04454,-0.23199,0.08469,-0.38726,0.02081,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39791,-0.0435,-0.23243,0.0848,-0.3764,0.02206,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39562,-0.0426,-0.23318,0.08545,-0.36537,0.02259,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39342,-0.04185,-0.23419,0.08664,-0.35444,0.02239,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39134,-0.04131,-0.23534,0.08832,-0.34391,0.02147,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38942,-0.04099,-0.23654,0.09038,-0.33398,0.01986,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38773,-0.04094,-0.23766,0.09267,-0.32479,0.01761,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38631,-0.04119,-0.23859,0.095,-0.31638,0.01476,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38521,-0.04176,-0.23924,0.0972,-0.30871,0.01134,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38446,-0.04265,-0.23954,0.0991,-0.30164,0.00736,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38408,-0.04383,-0.23946,0.10054,-0.29495,0.00283,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.384,-0.04523,-0.239,0.10143,-0.28839,-0.00222,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38417,-0.04678,-0.23817,0.10172,-0.28167,-0.00775,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38446,-0.04834,-0.23702,0.1014,-0.27455,-0.01367,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38471,-0.04979,-0.23561,0.10054,-0.26679,-0.01986,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38478,-0.05098,-0.23403,0.09922,-0.25826,-0.02613,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38452,-0.05178,-0.23233,0.09756,-0.24891,-0.03231,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38378,-0.05211,-0.23062,0.0957,-0.23879,-0.03817,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38247,-0.0519,-0.22897,0.09376,-0.22806,-0.04354,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38055,-0.05113,-0.22744,0.09187,-0.21696,-0.04827,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.37804,-0.04985,-0.22611,0.09012,-0.20582,-0.05227,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.37501,-0.04814,-0.225,0.08859,-0.19501,-0.0555,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.37158,-0.04615,-0.22414,0.08732,-0.18494,-0.05802,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36793,-0.04403,-0.22351,0.08631,-0.17601,-0.05995,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36424,-0.04198,-0.22308,0.08555,-0.1686,-0.06146,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36071,-0.04017,-0.22278,0.085,-0.16301,-0.06282,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35752,-0.0388,-0.22251,0.08459,-0.15944,-0.06429,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3548,-0.03799,-0.22217,0.08425,-0.15798,-0.06616,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35263,-0.03785,-0.22167,0.08393,-0.1586,-0.06866,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35108,-0.03844,-0.22094,0.08357,-0.16117,-0.07199,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35012,-0.03975,-0.21996,0.08314,-0.16542,-0.07628,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.34972,-0.04173,-0.21873,0.08266,-0.17102,-0.08159,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3498,-0.0443,-0.21732,0.08215,-0.17757,-0.08791,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3503,-0.04732,-0.21583,0.0817,-0.18464,-0.09518,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35111,-0.05067,-0.21439,0.08137,-0.19181,-0.1033,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35217,-0.0542,-0.21315,0.08128,-0.19864,-0.11214,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35338,-0.05779,-0.21225,0.08153,-0.20479,-0.12153,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35468,-0.06132,-0.21181,0.08221,-0.20996,-0.1313,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.356,-0.06471,-0.21194,0.08338,-0.21393,-0.14126,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35726,-0.0679,-0.2127,0.08509,-0.21659,-0.15118,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35843,-0.07089,-0.2141,0.08733,-0.21788,-0.16085,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35944,-0.07368,-0.21615,0.0901,-0.21782,-0.17005,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36027,-0.07633,-0.21877,0.09334,-0.21647,-0.17859,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
