Index	PelvisX	PelvisY	PelvisZ	PelvisW	Left_ThighX	Left_ThighY	Left_ThighZ	Left_ThighW	Left_CalfX	Left_CalfY	Left_CalfZ	Left_CalfW	Left_FootX	Left_FootY	Left_FootZ	Left_FootW	Right_ThighX	Right_ThighY	Right_ThighZ	Right_ThighW	Right_CalfX	Right_CalfY	Right_CalfZ	Right_CalfW	Right_FootX	Right_FootY	Right_FootZ	Right_FootW	DorsalX	DorsalY	DorsalZ	DorsalW	Left_ArmX	Left_ArmY	Left_ArmZ	Left_ArmW	Left_ForearmX	Left_ForearmY	Left_ForearmZ	Left_ForearmW	Left_HandX	Left_HandY	Left_HandZ	Left_HandW	Right_ArmX	Right_ArmY	Right_ArmZ	Right_ArmW	Right_ForearmX	Right_ForearmY	Right_ForearmZ	Right_ForearmW	Right_HandX	Right_HandY	Right_HandZ	Right_HandW	HeadX	HeadY	HeadZ	HeadW
0	0.317541	0.635614	0.628377	0.316709	0.312549	0.638625	0.627501	0.317354	0.314473	0.633867	0.630079	0.319874	0.311018	0.634959	0.636363	0.308443	0.316721	0.633846	0.630025	0.317797	0.313991	0.634978	0.630761	0.316785	0.311521	0.636474	0.635144	0.307324	0.31618	0.637943	0.625554	0.318969	-0.219873	0.673828	0.213807	0.672233	-0.23382	0.666289	0.237644	0.667018	-0.230342	0.659263	0.255059	0.668774	0.673851	0.228949	0.668581	-0.215656	0.671958	0.226449	0.671226	-0.215982	0.670728	0.223026	0.673726	-0.215586	0.394779	0.62374	0.566527	0.366257
0.01	0.317515	0.635632	0.628387	0.316678	0.312605	0.638607	0.627478	0.317381	0.314505	0.633869	0.630024	0.319947	0.311056	0.634983	0.636317	0.308449	0.316702	0.633886	0.630004	0.317779	0.313904	0.635051	0.630762	0.316722	0.311502	0.636473	0.63514	0.307352	0.316167	0.637879	0.625634	0.318954	-0.219977	0.673785	0.213961	0.672194	-0.233873	0.666304	0.237832	0.666917	-0.230448	0.659276	0.255284	0.66864	0.673827	0.228801	0.668642	-0.2157	0.671981	0.226133	0.671285	-0.216062	0.670767	0.222571	0.673775	-0.215778	0.394554	0.623854	0.566685	0.366062
0.02	0.317477	0.635651	0.628408	0.316639	0.312658	0.638565	0.627476	0.317415	0.314505	0.633897	0.629974	0.319991	0.311099	0.634995	0.636278	0.308464	0.316681	0.633935	0.629941	0.317826	0.313861	0.635092	0.630749	0.31671	0.311473	0.636476	0.63514	0.307375	0.316136	0.637836	0.625715	0.318911	-0.220079	0.673737	0.214124	0.672156	-0.233917	0.666309	0.238035	0.666824	-0.230602	0.659298	0.255478	0.668492	0.67377	0.22872	0.668684	-0.215831	0.671956	0.225928	0.671342	-0.216173	0.670877	0.222086	0.673777	-0.215931	0.394303	0.623995	0.566833	0.365864
0.03	0.317438	0.635667	0.628438	0.316587	0.312678	0.638529	0.627484	0.317454	0.314465	0.633958	0.629921	0.320014	0.311136	0.635005	0.636237	0.308489	0.316647	0.633986	0.62989	0.31786	0.313868	0.635102	0.630725	0.31673	0.31144	0.636486	0.635138	0.307393	0.316083	0.637808	0.625809	0.318835	-0.220133	0.673688	0.214291	0.672135	-0.233989	0.666297	0.238265	0.666729	-0.230788	0.659328	0.255653	0.66833	0.673673	0.228714	0.668725	-0.216013	0.671884	0.225877	0.671384	-0.216322	0.671034	0.221597	0.673738	-0.216069	0.394037	0.624166	0.566964	0.365653
0.04	0.317392	0.635681	0.628468	0.316542	0.312657	0.638509	0.627506	0.31747	0.314419	0.634022	0.62987	0.320033	0.311182	0.635001	0.636211	0.308505	0.316555	0.634059	0.629883	0.31782	0.313857	0.635128	0.630703	0.316733	0.311417	0.636488	0.63514	0.30741	0.316038	0.637778	0.625907	0.318745	-0.220187	0.673633	0.214442	0.672124	-0.234075	0.666261	0.238541	0.666635	-0.230947	0.659343	0.255832	0.668192	0.673567	0.228752	0.668748	-0.216231	0.671764	0.22593	0.671427	-0.216504	0.671217	0.221344	0.673572	-0.216277	0.393755	0.62434	0.56711	0.365435
0.05	0.317339	0.6357	0.628496	0.316503	0.312643	0.638488	0.627505	0.317529	0.314389	0.634081	0.629809	0.320064	0.311233	0.634998	0.63618	0.308523	0.316457	0.634132	0.629901	0.317736	0.313797	0.635186	0.630691	0.316699	0.311391	0.636483	0.635146	0.307431	0.316009	0.637738	0.626012	0.318651	-0.220201	0.673585	0.214593	0.672119	-0.234124	0.666228	0.238787	0.666564	-0.231042	0.659333	0.256029	0.668094	0.673464	0.228798	0.668759	-0.21647	0.671607	0.226034	0.671483	-0.216712	0.671425	0.221543	0.673196	-0.216597	0.393465	0.624508	0.567268	0.365214
0.06	0.317314	0.635709	0.628505	0.316491	0.312617	0.638477	0.627486	0.317616	0.314361	0.634138	0.629755	0.320086	0.311269	0.63501	0.636147	0.30853	0.316373	0.63421	0.629912	0.317643	0.313708	0.635268	0.630683	0.316638	0.311368	0.636485	0.635142	0.307459	0.31599	0.637697	0.626117	0.318545	-0.220179	0.673543	0.214745	0.67212	-0.234137	0.666199	0.238997	0.666512	-0.231073	0.659304	0.256251	0.668026	0.673363	0.228827	0.668777	-0.216699	0.671423	0.226226	0.671524	-0.216951	0.671659	0.222041	0.672679	-0.216968	0.393123	0.624705	0.567461	0.364947
0.07	0.317292	0.635713	0.628514	0.316489	0.312608	0.638469	0.627456	0.3177	0.314332	0.634192	0.629712	0.320092	0.311306	0.635015	0.636124	0.30853	0.316285	0.634282	0.629921	0.317568	0.313609	0.635367	0.630668	0.316568	0.311393	0.63647	0.635123	0.307505	0.315983	0.637649	0.626215	0.318456	-0.220143	0.673513	0.214851	0.672129	-0.234136	0.666168	0.239177	0.66648	-0.231072	0.659257	0.256484	0.667983	0.673257	0.228846	0.668813	-0.216894	0.671252	0.226544	0.671497	-0.217233	0.671879	0.222703	0.672129	-0.217314	0.39274	0.624927	0.567676	0.364644
0.08	0.31725	0.635715	0.628531	0.316494	0.312633	0.638471	0.62741	0.31776	0.314305	0.634252	0.629659	0.320103	0.311346	0.63502	0.6361	0.308527	0.316191	0.634349	0.62995	0.317471	0.31352	0.635457	0.630653	0.316506	0.311424	0.636456	0.635103	0.307544	0.315977	0.637594	0.626309	0.318387	-0.220085	0.67348	0.214954	0.672148	-0.234118	0.666128	0.239344	0.666466	-0.231038	0.65919	0.256702	0.667977	0.673139	0.228877	0.668873	-0.217046	0.671107	0.226952	0.6714	-0.217555	0.672061	0.223362	0.671649	-0.217559	0.392321	0.625177	0.567908	0.364306
0.09	0.317192	0.635709	0.628563	0.316499	0.312665	0.638479	0.627358	0.317817	0.314286	0.634304	0.629611	0.320114	0.31138	0.635029	0.636076	0.308526	0.316069	0.634417	0.629999	0.317359	0.31345	0.635531	0.630634	0.316464	0.311456	0.636431	0.63509	0.30759	0.31596	0.637549	0.626401	0.318313	-0.220049	0.673443	0.215048	0.672166	-0.234091	0.666082	0.239513	0.66646	-0.231012	0.659108	0.256902	0.66799	0.673009	0.228941	0.668935	-0.217189	0.670986	0.22738	0.67127	-0.217882	0.672169	0.223946	0.671301	-0.217697	0.391877	0.625454	0.568144	0.363941
0.1	0.317117	0.635698	0.628619	0.316485	0.312667	0.638489	0.627349	0.317813	0.314262	0.63435	0.629574	0.320118	0.311424	0.635021	0.636061	0.308529	0.315954	0.634476	0.630047	0.317259	0.313427	0.63558	0.630604	0.316449	0.311487	0.636418	0.635069	0.307629	0.315917	0.637527	0.626487	0.31823	-0.220004	0.673398	0.215149	0.672194	-0.234077	0.666027	0.239672	0.666464	-0.231028	0.659014	0.257074	0.668011	0.672877	0.229064	0.668976	-0.21734	0.670892	0.227775	0.671133	-0.218182	0.67221	0.224438	0.671073	-0.217769	0.391435	0.625733	0.568383	0.363562
0.11	0.316994	0.635684	0.628726	0.316425	0.312652	0.638503	0.627355	0.317786	0.314227	0.634405	0.629533	0.320126	0.311446	0.635018	0.636053	0.308529	0.315882	0.634523	0.630072	0.317189	0.313452	0.635584	0.630576	0.316472	0.311513	0.636396	0.635058	0.307669	0.315862	0.637516	0.62657	0.318141	-0.219969	0.67334	0.215273	0.672223	-0.234084	0.665955	0.239825	0.666478	-0.231072	0.658919	0.257193	0.668044	0.67277	0.229243	0.668975	-0.217487	0.670831	0.228053	0.671021	-0.218423	0.672187	0.224767	0.670977	-0.217794	0.391011	0.626018	0.568601	0.363187
0.12	0.31685	0.635676	0.628848	0.316341	0.312623	0.638512	0.627362	0.317785	0.314199	0.634452	0.629496	0.320132	0.311462	0.635021	0.636044	0.308526	0.315813	0.634574	0.630068	0.317163	0.313502	0.635569	0.63055	0.316504	0.311554	0.636366	0.635047	0.307714	0.315826	0.637498	0.626648	0.318059	-0.219983	0.67326	0.215459	0.67224	-0.234103	0.665862	0.23998	0.666508	-0.231116	0.658838	0.257235	0.668093	0.672699	0.229422	0.668934	-0.217646	0.670822	0.228119	0.670957	-0.21858	0.672105	0.224935	0.670997	-0.217814	0.390634	0.626278	0.5688	0.362833
0.13	0.31671	0.635679	0.628959	0.316257	0.312566	0.638524	0.627368	0.317802	0.314172	0.634489	0.62948	0.320118	0.311488	0.635014	0.636039	0.308523	0.31572	0.634622	0.630078	0.317141	0.31354	0.63557	0.630523	0.316518	0.311588	0.636336	0.635033	0.30777	0.315811	0.637465	0.626723	0.317993	-0.220024	0.673171	0.215653	0.672253	-0.234125	0.665763	0.240128	0.666546	-0.231177	0.658753	0.257241	0.668153	0.672656	0.229579	0.668874	-0.217795	0.670841	0.228031	0.670935	-0.218679	0.671942	0.22497	0.671136	-0.217853	0.390344	0.626486	0.56898	0.362503
0.14	0.316585	0.635687	0.629054	0.316177	0.31249	0.638544	0.627374	0.317826	0.314143	0.634514	0.629475	0.320106	0.311511	0.635009	0.636031	0.308528	0.315603	0.634681	0.630112	0.317071	0.313531	0.635603	0.630507	0.316494	0.311623	0.636308	0.635018	0.307823	0.315792	0.637439	0.626793	0.317927	-0.220081	0.67308	0.215844	0.672264	-0.234162	0.665652	0.240267	0.666594	-0.231229	0.658654	0.257255	0.668228	0.672626	0.229669	0.668824	-0.217947	0.67087	0.227902	0.670923	-0.218762	0.6717	0.224937	0.671358	-0.21795	0.390131	0.62665	0.56914	0.362198
0.15	0.316476	0.635703	0.629126	0.31611	0.31237	0.638601	0.627387	0.317805	0.314125	0.634522	0.629474	0.320109	0.311513	0.635018	0.636023	0.308523	0.315491	0.634735	0.630159	0.316981	0.313442	0.635685	0.630517	0.316398	0.311652	0.636276	0.635013	0.307871	0.315768	0.637429	0.626848	0.317863	-0.220162	0.672985	0.216017	0.672277	-0.234248	0.665514	0.240412	0.666649	-0.231279	0.65852	0.257308	0.668321	0.672586	0.229735	0.668798	-0.218082	0.670923	0.227743	0.670894	-0.218854	0.671384	0.224892	0.671638	-0.218103	0.389951	0.626779	0.5693	0.361917
0.16	0.316388	0.635719	0.629174	0.316071	0.312247	0.638663	0.627407	0.317761	0.314104	0.634529	0.629485	0.320094	0.311495	0.635037	0.636024	0.308502	0.315411	0.63477	0.630201	0.316907	0.313275	0.635821	0.630541	0.316241	0.311678	0.636248	0.635002	0.307926	0.315736	0.637412	0.626912	0.317801	-0.220264	0.672885	0.216185	0.67229	-0.234367	0.665357	0.240571	0.666706	-0.231375	0.658333	0.257437	0.668423	0.672541	0.229746	0.668797	-0.218209	0.670989	0.227522	0.670871	-0.218949	0.671046	0.22494	0.671891	-0.218314	0.389784	0.626899	0.569458	0.36164
