Tiempo;Evento
3.41;Posición inicial
5.86;< Contacto inicial izquierdo
5.94;> Despegue derecho
6.4;< Contacto inicial derecho
6.46;> Despegue izquierdo
6.79;< Contacto inicial izquierdo
6.86;> Despegue derecho
7.27;< Contacto inicial derecho
7.33;> Despegue izquierdo
7.57;< Contacto inicial izquierdo
7.69;> Despegue derecho
8.12;< Contacto inicial derecho
8.19;> Despegue izquierdo
8.35;< Contacto inicial izquierdo
8.51;> Despegue derecho
8.98;< Contacto inicial derecho
9.05;> Despegue izquierdo
9.22;< Contacto inicial izquierdo
9.37;> Despegue derecho
9.85;< Contacto inicial derecho
9.92;> Despegue izquierdo
10.16;< Contacto inicial izquierdo
10.27;> Despegue derecho
10.74;< Contacto inicial derecho
10.81;> Despegue izquierdo
11.6;< Contacto inicial derecho
11.68;> Despegue izquierdo
11.97;< Contacto inicial izquierdo
12.05;> Despegue derecho
12.46;< Contacto inicial derecho
12.54;> Despegue izquierdo
12.83;< Contacto inicial izquierdo
12.92;> Despegue derecho
13.35;< Contacto inicial derecho
13.42;> Despegue izquierdo
13.69;< Contacto inicial izquierdo
13.78;> Despegue derecho
14.22;< Contacto inicial derecho
14.29;> Despegue izquierdo
14.47;< Contacto inicial izquierdo
14.62;> Despegue derecho
15.08;< Contacto inicial derecho
15.16;> Despegue izquierdo
15.96;< Contacto inicial derecho
16.03;> Despegue izquierdo
16.82;< Contacto inicial derecho
16.9;> Despegue izquierdo
17.19;< Contacto inicial izquierdo
17.28;> Despegue derecho
17.7;< Contacto inicial derecho
17.78;> Despegue izquierdo
18.03;< Contacto inicial izquierdo
18.14;> Despegue derecho
18.57;< Contacto inicial derecho
18.67;> Despegue izquierdo
21;< Contacto inicial derecho
21.08;> Despegue izquierdo
21.97;< Contacto inicial derecho
22.05;> Despegue izquierdo
22.36;< Contacto inicial izquierdo
22.44;> Despegue derecho
22.9;< Contacto inicial derecho
22.98;> Despegue izquierdo
23.27;< Contacto inicial izquierdo
23.36;> Despegue derecho
23.82;< Contacto inicial derecho
23.9;> Despegue izquierdo
24.19;< Contacto inicial izquierdo
24.27;> Despegue derecho
24.74;< Contacto inicial derecho
24.82;> Despegue izquierdo
25.64;< Contacto inicial derecho
25.71;> Despegue izquierdo
26.52;< Contacto inicial derecho
26.6;> Despegue izquierdo
27.43;< Contacto inicial derecho
27.51;> Despegue izquierdo
28.32;< Contacto inicial derecho
28.4;> Despegue izquierdo
29.22;< Contacto inicial derecho
29.3;> Despegue izquierdo
30.1;< Contacto inicial derecho
30.18;> Despegue izquierdo
31.02;< Contacto inicial derecho
31.1;> Despegue izquierdo
31.92;< Contacto inicial derecho
32.01;> Despegue izquierdo
32.83;< Contacto inicial derecho
32.92;> Despegue izquierdo
33.77;< Contacto inicial derecho
34.59;> Despegue izquierdo
36.15;< Contacto inicial derecho
36.24;> Despegue izquierdo
37.11;< Contacto inicial derecho
37.19;> Despegue izquierdo
38.01;< Contacto inicial derecho
38.1;> Despegue izquierdo
38.93;< Contacto inicial derecho
39.02;> Despegue izquierdo
39.85;< Contacto inicial derecho
39.93;> Despegue izquierdo
40.77;< Contacto inicial derecho
40.86;> Despegue izquierdo
41.68;< Contacto inicial derecho
41.77;> Despegue izquierdo
42.58;< Contacto inicial derecho
42.66;> Despegue izquierdo
43.48;< Contacto inicial derecho
43.57;> Despegue izquierdo
44.39;< Contacto inicial derecho
44.48;> Despegue izquierdo
45.29;< Contacto inicial derecho
45.38;> Despegue izquierdo
45.65;< Contacto inicial izquierdo
45.73;> Despegue derecho
46.2;< Contacto inicial derecho
46.29;> Despegue izquierdo
46.56;< Contacto inicial izquierdo
46.64;> Despegue derecho
47.09;< Contacto inicial derecho
47.18;> Despegue izquierdo
47.99;< Contacto inicial derecho
48.09;> Despegue izquierdo
48.89;< Contacto inicial derecho
49.5;> Despegue izquierdo
49.93;< Contacto inicial derecho
50.02;> Despegue izquierdo
51.05;< Contacto inicial derecho
51.14;> Despegue izquierdo
51.98;< Contacto inicial derecho
52.07;> Despegue izquierdo
52.93;< Contacto inicial derecho
53.02;> Despegue izquierdo
53.87;< Contacto inicial derecho
53.96;> Despegue izquierdo
54.78;< Contacto inicial derecho
54.87;> Despegue izquierdo
55.69;< Contacto inicial derecho
55.78;> Despegue izquierdo
56.6;< Contacto inicial derecho
56.69;> Despegue izquierdo
57.51;< Contacto inicial derecho
57.6;> Despegue izquierdo
58.43;< Contacto inicial derecho
58.52;> Despegue izquierdo
59.35;< Contacto inicial derecho
59.44;> Despegue izquierdo
60.25;< Contacto inicial derecho
60.34;> Despegue izquierdo
61.21;< Contacto inicial derecho
61.3;> Despegue izquierdo
62.14;< Contacto inicial derecho
62.24;> Despegue izquierdo
63.13;< Contacto inicial derecho
63.24;> Despegue izquierdo
64.47;< Contacto inicial derecho
65.14;> Despegue izquierdo
66.77;< Contacto inicial derecho
66.87;> Despegue izquierdo
67.67;< Contacto inicial derecho
67.85;> Despegue izquierdo
