Tiempo;Evento
8.88;Posición inicial
11.08;< Contacto inicial izquierdo
11.14;> Despegue derecho
11.54;< Contacto inicial derecho
11.61;> Despegue izquierdo
12;< Contacto inicial izquierdo
12.06;> Despegue derecho
12.45;< Contacto inicial derecho
12.53;> Despegue izquierdo
12.91;< Contacto inicial izquierdo
12.97;> Despegue derecho
13.35;< Contacto inicial derecho
13.42;> Despegue izquierdo
13.81;< Contacto inicial izquierdo
13.87;> Despegue derecho
14.25;< Contacto inicial derecho
14.32;> Despegue izquierdo
14.68;< Contacto inicial izquierdo
14.74;> Despegue derecho
15.13;< Contacto inicial derecho
15.2;> Despegue izquierdo
15.59;< Contacto inicial izquierdo
15.65;> Despegue derecho
16.02;< Contacto inicial derecho
16.09;> Despegue izquierdo
16.47;< Contacto inicial izquierdo
16.54;> Despegue derecho
16.93;< Contacto inicial derecho
17;> Despegue izquierdo
17.38;< Contacto inicial izquierdo
17.45;> Despegue derecho
17.84;< Contacto inicial derecho
17.91;> Despegue izquierdo
18.31;< Contacto inicial izquierdo
18.38;> Despegue derecho
18.68;< Contacto inicial derecho
18.79;> Despegue izquierdo
19.02;< Contacto inicial izquierdo
19.2;> Despegue derecho
20.32;< Contacto inicial derecho
20.47;> Despegue izquierdo
