Tiempo;Evento
5.21;Posición inicial
7.73;< Contacto inicial izquierdo
7.8;> Despegue derecho
8.25;< Contacto inicial derecho
8.3;> Despegue izquierdo
8.7;< Contacto inicial izquierdo
8.76;> Despegue derecho
9.19;< Contacto inicial derecho
9.24;> Despegue izquierdo
9.62;< Contacto inicial izquierdo
9.68;> Despegue derecho
10.11;< Contacto inicial derecho
10.16;> Despegue izquierdo
10.52;< Contacto inicial izquierdo
10.59;> Despegue derecho
11;< Contacto inicial derecho
11.06;> Despegue izquierdo
11.43;< Contacto inicial izquierdo
11.5;> Despegue derecho
11.92;< Contacto inicial derecho
11.99;> Despegue izquierdo
12.37;< Contacto inicial izquierdo
12.44;> Despegue derecho
12.88;< Contacto inicial derecho
12.94;> Despegue izquierdo
13.3;< Contacto inicial izquierdo
13.36;> Despegue derecho
13.78;< Contacto inicial derecho
13.84;> Despegue izquierdo
14.2;< Contacto inicial izquierdo
14.26;> Despegue derecho
14.67;< Contacto inicial derecho
14.73;> Despegue izquierdo
15.11;< Contacto inicial izquierdo
15.17;> Despegue derecho
15.6;< Contacto inicial derecho
15.66;> Despegue izquierdo
16.03;< Contacto inicial izquierdo
16.1;> Despegue derecho
16.54;< Contacto inicial derecho
16.6;> Despegue izquierdo
16.97;< Contacto inicial izquierdo
17.04;> Despegue derecho
17.48;< Contacto inicial derecho
17.54;> Despegue izquierdo
17.91;< Contacto inicial izquierdo
17.98;> Despegue derecho
18.43;< Contacto inicial derecho
18.49;> Despegue izquierdo
18.86;< Contacto inicial izquierdo
18.93;> Despegue derecho
19.35;< Contacto inicial derecho
19.43;> Despegue izquierdo
19.65;< Contacto inicial izquierdo
19.73;> Despegue derecho
20.58;< Contacto inicial izquierdo
20.69;> Despegue derecho
21.1;< Contacto inicial derecho
21.13;> Despegue izquierdo
21.58;< Contacto inicial izquierdo
21.64;> Despegue derecho
22.07;< Contacto inicial derecho
22.13;> Despegue izquierdo
22.5;< Contacto inicial izquierdo
22.57;> Despegue derecho
23.02;< Contacto inicial derecho
23.08;> Despegue izquierdo
23.46;< Contacto inicial izquierdo
23.52;> Despegue derecho
23.97;< Contacto inicial derecho
24.03;> Despegue izquierdo
24.41;< Contacto inicial izquierdo
24.48;> Despegue derecho
24.94;< Contacto inicial derecho
25;> Despegue izquierdo
25.38;< Contacto inicial izquierdo
25.45;> Despegue derecho
25.89;< Contacto inicial derecho
25.95;> Despegue izquierdo
26.34;< Contacto inicial izquierdo
26.41;> Despegue derecho
26.86;< Contacto inicial derecho
26.92;> Despegue izquierdo
27.31;< Contacto inicial izquierdo
27.38;> Despegue derecho
27.82;< Contacto inicial derecho
27.87;> Despegue izquierdo
28.26;< Contacto inicial izquierdo
28.33;> Despegue derecho
28.78;< Contacto inicial derecho
28.83;> Despegue izquierdo
29.2;< Contacto inicial izquierdo
29.27;> Despegue derecho
29.75;< Contacto inicial derecho
