Tiempo;Evento
1.8;Posición inicial
4.42;< Contacto inicial derecho
4.47;> Despegue izquierdo
4.98;< Contacto inicial izquierdo
5.03;> Despegue derecho
5.45;< Contacto inicial derecho
5.5;> Despegue izquierdo
5.96;< Contacto inicial izquierdo
6.02;> Despegue derecho
6.45;< Contacto inicial derecho
6.5;> Despegue izquierdo
6.95;< Contacto inicial izquierdo
7.01;> Despegue derecho
7.43;< Contacto inicial derecho
7.48;> Despegue izquierdo
7.97;< Contacto inicial izquierdo
8.03;> Despegue derecho
8.47;< Contacto inicial derecho
8.52;> Despegue izquierdo
9.01;< Contacto inicial izquierdo
9.07;> Despegue derecho
9.45;< Contacto inicial derecho
9.52;> Despegue izquierdo
10.04;< Contacto inicial izquierdo
10.1;> Despegue derecho
10.51;< Contacto inicial derecho
10.57;> Despegue izquierdo
11.06;< Contacto inicial izquierdo
11.12;> Despegue derecho
11.55;< Contacto inicial derecho
11.61;> Despegue izquierdo
12.12;< Contacto inicial izquierdo
12.18;> Despegue derecho
12.59;< Contacto inicial derecho
12.65;> Despegue izquierdo
13.16;< Contacto inicial izquierdo
13.23;> Despegue derecho
13.64;< Contacto inicial derecho
13.72;> Despegue izquierdo
14.28;< Contacto inicial izquierdo
14.35;> Despegue derecho
14.75;< Contacto inicial derecho
14.85;> Despegue izquierdo
