Tiempo;Evento
1.62;Posición inicial
3.51;< Contacto inicial izquierdo
3.74;> Despegue derecho
4.58;< Contacto inicial derecho
4.68;> Despegue izquierdo
5.22;< Contacto inicial izquierdo
5.26;> Despegue derecho
5.75;< Contacto inicial derecho
5.84;> Despegue izquierdo
5.96;< Contacto inicial izquierdo
6.17;> Despegue derecho
6.81;< Contacto inicial derecho
6.9;> Despegue izquierdo
7.04;< Contacto inicial izquierdo
7.26;> Despegue derecho
7.95;< Contacto inicial derecho
8.02;> Despegue izquierdo
8.61;< Contacto inicial izquierdo
8.64;> Despegue derecho
9.15;< Contacto inicial derecho
9.23;> Despegue izquierdo
9.37;< Contacto inicial izquierdo
9.6;> Despegue derecho
10.29;< Contacto inicial derecho
10.38;> Despegue izquierdo
10.52;< Contacto inicial izquierdo
10.76;> Despegue derecho
12.09;< Contacto inicial izquierdo
12.13;> Despegue derecho
12.63;< Contacto inicial derecho
12.7;> Despegue izquierdo
13.25;< Contacto inicial izquierdo
13.29;> Despegue derecho
13.8;< Contacto inicial derecho
13.88;> Despegue izquierdo
14.03;< Contacto inicial izquierdo
14.28;> Despegue derecho
15.62;< Contacto inicial izquierdo
15.67;> Despegue derecho
16.49;< Contacto inicial izquierdo
16.66;< Contacto inicial derecho
16.69;> Despegue derecho
16.78;> Despegue izquierdo
17.37;< Contacto inicial derecho
17.46;> Despegue izquierdo
17.65;< Contacto inicial izquierdo
17.88;> Despegue derecho
18.81;< Contacto inicial izquierdo
19.04;> Despegue derecho
20.39;< Contacto inicial izquierdo
20.46;> Despegue derecho
21.43;< Contacto inicial derecho
21.64;> Despegue izquierdo
21.74;< Contacto inicial izquierdo
21.79;> Despegue derecho
22.59;< Contacto inicial derecho
22.67;> Despegue izquierdo
23.08;< Contacto inicial izquierdo
23.08;> Despegue derecho
