Tiempo;Evento
3.36;Posición inicial
6.69;< Contacto inicial derecho
6.75;> Despegue izquierdo
7.22;< Contacto inicial izquierdo
7.29;> Despegue derecho
7.79;< Contacto inicial derecho
7.86;> Despegue izquierdo
8.27;< Contacto inicial izquierdo
8.34;> Despegue derecho
8.8;< Contacto inicial derecho
8.87;> Despegue izquierdo
9.28;< Contacto inicial izquierdo
9.35;> Despegue derecho
9.82;< Contacto inicial derecho
9.89;> Despegue izquierdo
10.29;< Contacto inicial izquierdo
10.36;> Despegue derecho
10.82;< Contacto inicial derecho
10.9;> Despegue izquierdo
11.29;< Contacto inicial izquierdo
11.36;> Despegue derecho
11.8;< Contacto inicial derecho
11.88;> Despegue izquierdo
12.06;< Contacto inicial izquierdo
12.23;> Despegue derecho
12.79;< Contacto inicial derecho
12.87;> Despegue izquierdo
13.26;< Contacto inicial izquierdo
13.34;> Despegue derecho
13.79;< Contacto inicial derecho
13.87;> Despegue izquierdo
14.25;< Contacto inicial izquierdo
14.33;> Despegue derecho
14.78;< Contacto inicial derecho
14.86;> Despegue izquierdo
15.26;< Contacto inicial izquierdo
15.33;> Despegue derecho
15.77;< Contacto inicial derecho
15.85;> Despegue izquierdo
16.05;< Contacto inicial izquierdo
16.23;> Despegue derecho
16.79;< Contacto inicial derecho
16.87;> Despegue izquierdo
17.05;< Contacto inicial izquierdo
17.23;> Despegue derecho
17.78;< Contacto inicial derecho
17.86;> Despegue izquierdo
18.25;< Contacto inicial izquierdo
18.31;> Despegue derecho
18.74;< Contacto inicial derecho
18.82;> Despegue izquierdo
19.01;< Contacto inicial izquierdo
19.19;> Despegue derecho
19.73;< Contacto inicial derecho
19.82;> Despegue izquierdo
20.04;< Contacto inicial izquierdo
20.23;> Despegue derecho
20.76;< Contacto inicial derecho
20.86;> Despegue izquierdo
23.21;< Contacto inicial derecho
23.28;> Despegue izquierdo
23.72;< Contacto inicial izquierdo
23.78;> Despegue derecho
24.21;< Contacto inicial derecho
24.29;> Despegue izquierdo
24.7;< Contacto inicial izquierdo
24.77;> Despegue derecho
25.2;< Contacto inicial derecho
25.28;> Despegue izquierdo
25.67;< Contacto inicial izquierdo
25.75;> Despegue derecho
26.19;< Contacto inicial derecho
26.27;> Despegue izquierdo
26.66;< Contacto inicial izquierdo
26.73;> Despegue derecho
27.16;< Contacto inicial derecho
27.23;> Despegue izquierdo
27.62;< Contacto inicial izquierdo
27.69;> Despegue derecho
28.11;< Contacto inicial derecho
28.19;> Despegue izquierdo
28.58;< Contacto inicial izquierdo
28.66;> Despegue derecho
29.08;< Contacto inicial derecho
29.15;> Despegue izquierdo
29.53;< Contacto inicial izquierdo
29.6;> Despegue derecho
30.03;< Contacto inicial derecho
30.11;> Despegue izquierdo
30.51;< Contacto inicial izquierdo
30.58;> Despegue derecho
31.02;< Contacto inicial derecho
31.1;> Despegue izquierdo
31.49;< Contacto inicial izquierdo
31.56;> Despegue derecho
31.99;< Contacto inicial derecho
32.07;> Despegue izquierdo
32.47;< Contacto inicial izquierdo
32.54;> Despegue derecho
32.96;< Contacto inicial derecho
33.04;> Despegue izquierdo
33.44;< Contacto inicial izquierdo
33.52;> Despegue derecho
33.94;< Contacto inicial derecho
34.02;> Despegue izquierdo
34.44;< Contacto inicial izquierdo
34.51;> Despegue derecho
34.95;< Contacto inicial derecho
35.03;> Despegue izquierdo
35.23;< Contacto inicial izquierdo
35.42;> Despegue derecho
36;< Contacto inicial derecho
36.1;> Despegue izquierdo
38.24;< Contacto inicial derecho
38.29;> Despegue izquierdo
38.89;< Contacto inicial izquierdo
38.95;> Despegue derecho
39.45;< Contacto inicial derecho
39.53;> Despegue izquierdo
39.96;< Contacto inicial izquierdo
40.02;> Despegue derecho
40.46;< Contacto inicial derecho
40.54;> Despegue izquierdo
40.97;< Contacto inicial izquierdo
41.03;> Despegue derecho
41.45;< Contacto inicial derecho
41.52;> Despegue izquierdo
41.95;< Contacto inicial izquierdo
42.02;> Despegue derecho
42.43;< Contacto inicial derecho
42.51;> Despegue izquierdo
42.93;< Contacto inicial izquierdo
43;> Despegue derecho
43.42;< Contacto inicial derecho
43.5;> Despegue izquierdo
43.91;< Contacto inicial izquierdo
43.98;> Despegue derecho
44.4;< Contacto inicial derecho
44.48;> Despegue izquierdo
44.89;< Contacto inicial izquierdo
44.96;> Despegue derecho
45.38;< Contacto inicial derecho
45.46;> Despegue izquierdo
45.87;< Contacto inicial izquierdo
45.94;> Despegue derecho
46.36;< Contacto inicial derecho
46.43;> Despegue izquierdo
46.84;< Contacto inicial izquierdo
46.91;> Despegue derecho
47.34;< Contacto inicial derecho
47.42;> Despegue izquierdo
47.83;< Contacto inicial izquierdo
47.9;> Despegue derecho
48.32;< Contacto inicial derecho
48.4;> Despegue izquierdo
48.81;< Contacto inicial izquierdo
48.88;> Despegue derecho
49.31;< Contacto inicial derecho
49.39;> Despegue izquierdo
49.82;< Contacto inicial izquierdo
49.89;> Despegue derecho
50.31;< Contacto inicial derecho
50.4;> Despegue izquierdo
50.82;< Contacto inicial izquierdo
50.89;> Despegue derecho
51.3;< Contacto inicial derecho
51.4;> Despegue izquierdo
51.83;< Contacto inicial izquierdo
51.91;> Despegue derecho
52.38;< Contacto inicial derecho
52.48;> Despegue izquierdo
52.74;< Contacto inicial izquierdo
52.96;> Despegue derecho
53.35;< Contacto inicial izquierdo
54.01;> Despegue derecho
54.51;< Contacto inicial izquierdo
54.59;> Despegue derecho
55.15;< Contacto inicial derecho
55.21;> Despegue izquierdo
55.68;< Contacto inicial izquierdo
55.75;> Despegue derecho
56.22;< Contacto inicial derecho
56.29;> Despegue izquierdo
56.7;< Contacto inicial izquierdo
56.76;> Despegue derecho
57.15;< Contacto inicial derecho
57.22;> Despegue izquierdo
57.63;< Contacto inicial izquierdo
57.7;> Despegue derecho
58.11;< Contacto inicial derecho
58.19;> Despegue izquierdo
58.62;< Contacto inicial izquierdo
58.69;> Despegue derecho
59.08;< Contacto inicial derecho
59.15;> Despegue izquierdo
59.57;< Contacto inicial izquierdo
59.64;> Despegue derecho
60.04;< Contacto inicial derecho
60.12;> Despegue izquierdo
60.53;< Contacto inicial izquierdo
60.6;> Despegue derecho
61.01;< Contacto inicial derecho
61.09;> Despegue izquierdo
61.51;< Contacto inicial izquierdo
61.59;> Despegue derecho
62.02;< Contacto inicial derecho
62.09;> Despegue izquierdo
62.51;< Contacto inicial izquierdo
62.58;> Despegue derecho
63.01;< Contacto inicial derecho
63.08;> Despegue izquierdo
63.48;< Contacto inicial izquierdo
63.55;> Despegue derecho
63.96;< Contacto inicial derecho
64.04;> Despegue izquierdo
64.45;< Contacto inicial izquierdo
64.52;> Despegue derecho
64.94;< Contacto inicial derecho
65.01;> Despegue izquierdo
65.43;< Contacto inicial izquierdo
65.52;> Despegue derecho
65.96;< Contacto inicial derecho
66.05;> Despegue izquierdo
66.53;< Contacto inicial izquierdo
66.61;> Despegue derecho
66.75;< Contacto inicial derecho
66.9;> Despegue izquierdo
