Index	PelvisX	PelvisY	PelvisZ	PelvisW	Left_ThighX	Left_ThighY	Left_ThighZ	Left_ThighW	Left_CalfX	Left_CalfY	Left_CalfZ	Left_CalfW	Left_FootX	Left_FootY	Left_FootZ	Left_FootW	Right_ThighX	Right_ThighY	Right_ThighZ	Right_ThighW	Right_CalfX	Right_CalfY	Right_CalfZ	Right_CalfW	Right_FootX	Right_FootY	Right_FootZ	Right_FootW	DorsalX	DorsalY	DorsalZ	DorsalW	Left_ArmX	Left_ArmY	Left_ArmZ	Left_ArmW	Left_ForearmX	Left_ForearmY	Left_ForearmZ	Left_ForearmW	Left_HandX	Left_HandY	Left_HandZ	Left_HandW	Right_ArmX	Right_ArmY	Right_ArmZ	Right_ArmW	Right_ForearmX	Right_ForearmY	Right_ForearmZ	Right_ForearmW	Right_HandX	Right_HandY	Right_HandZ	Right_HandW	HeadX	HeadY	HeadZ	HeadW
0	0.366194	0.600139	0.6006	0.380808	0.36779	0.609421	0.582274	0.392802	0.372512	0.598084	0.591543	0.391928	0.368669	0.602334	0.602489	0.371866	0.363633	0.614633	0.587266	0.380939	0.359698	0.610722	0.594207	0.380202	0.371053	0.601996	0.59955	0.374779	0.350919	0.59117	0.614858	0.386424	-0.185763	0.686955	0.178075	0.679613	-0.133722	0.718331	0.0766763	0.67841	-0.0704563	0.7069	0.0247639	0.70336	0.672528	0.164645	0.708677	-0.135557	0.676043	0.181059	0.689954	-0.184789	0.691561	0.181849	0.67372	-0.186484	0.313603	0.534207	0.689738	0.374883
0.01	0.366117	0.600112	0.600694	0.380776	0.36795	0.609337	0.582161	0.392951	0.372497	0.598105	0.591524	0.391937	0.368655	0.602321	0.602504	0.371876	0.363862	0.614788	0.587505	0.380103	0.359684	0.610696	0.594201	0.380267	0.370986	0.601915	0.599622	0.374861	0.350774	0.591124	0.61505	0.38632	-0.186673	0.686204	0.178015	0.680139	-0.132795	0.716224	0.0797655	0.68046	-0.0660861	0.709909	0.0201092	0.700898	0.672753	0.164103	0.708525	-0.135893	0.676026	0.180206	0.689766	-0.186379	0.683965	0.188673	0.679566	-0.186508	0.313641	0.533775	0.690184	0.374645
0.02	0.366009	0.600047	0.600851	0.380735	0.368119	0.609342	0.582036	0.392969	0.372451	0.598128	0.591541	0.391922	0.36863	0.602301	0.602526	0.371896	0.363591	0.61506	0.587603	0.379771	0.359697	0.61067	0.594204	0.380293	0.370879	0.601859	0.599691	0.374947	0.350592	0.591036	0.615296	0.386229	-0.187249	0.685226	0.179116	0.680677	-0.128941	0.713892	0.0817578	0.683409	-0.071581	0.715398	0.00436396	0.695028	0.672812	0.163736	0.708474	-0.136306	0.676178	0.179188	0.689652	-0.187229	0.677245	0.193481	0.6851	-0.185854	0.313715	0.53342	0.690589	0.374343
0.03	0.36591	0.599929	0.601009	0.380766	0.36819	0.609496	0.581975	0.392753	0.372381	0.59815	0.591565	0.391918	0.368611	0.602277	0.602548	0.371921	0.362743	0.615448	0.587707	0.379791	0.359666	0.610673	0.594234	0.380269	0.370768	0.601832	0.599751	0.375005	0.350362	0.590928	0.615591	0.386133	-0.187421	0.683955	0.181369	0.68131	-0.123033	0.712008	0.0821435	0.686411	-0.0908101	0.720455	-0.0169909	0.68732	0.672673	0.163592	0.708544	-0.136799	0.676346	0.177971	0.689834	-0.187112	0.672009	0.195888	0.689871	-0.184686	0.313849	0.533115	0.690931	0.374035
0.04	0.365808	0.59972	0.601165	0.380947	0.368228	0.609692	0.582015	0.392356	0.372326	0.598154	0.591592	0.391923	0.368625	0.602258	0.602545	0.37194	0.36149	0.615942	0.587908	0.379874	0.359569	0.610758	0.594293	0.380134	0.370699	0.601763	0.599823	0.375067	0.35013	0.590786	0.615919	0.386037	-0.186987	0.682212	0.184906	0.682226	-0.117379	0.711003	0.0816624	0.688497	-0.126662	0.721529	-0.0334759	0.679877	0.672364	0.16361	0.708715	-0.13741	0.676024	0.177195	0.690417	-0.186864	0.668913	0.19548	0.693422	-0.183055	0.314028	0.532894	0.69119	0.373722
0.05	0.365701	0.599561	0.601293	0.381099	0.36826	0.610003	0.582118	0.391689	0.372265	0.598183	0.591625	0.391887	0.368645	0.602235	0.602546	0.371958	0.359964	0.616446	0.588291	0.379915	0.359436	0.610888	0.59438	0.379914	0.370601	0.60174	0.599882	0.375107	0.34993	0.590575	0.616279	0.385967	-0.185676	0.680135	0.188988	0.683538	-0.113794	0.710902	0.0811697	0.689261	-0.169597	0.718882	-0.0417727	0.67283	0.671948	0.163825	0.708924	-0.138108	0.675031	0.177433	0.691242	-0.187175	0.668441	0.192907	0.69493	-0.181786	0.314231	0.532785	0.691359	0.373392
0.06	0.365581	0.599603	0.601357	0.381046	0.368146	0.610505	0.582354	0.39066	0.372155	0.598241	0.591719	0.391761	0.368648	0.602208	0.602551	0.371991	0.358183	0.616875	0.588877	0.379993	0.359264	0.611053	0.594464	0.37968	0.370569	0.601708	0.59994	0.375099	0.349777	0.590295	0.616659	0.385927	-0.183161	0.678134	0.192262	0.685289	-0.11373	0.71137	0.0814112	0.68876	-0.204378	0.715754	-0.0467351	0.66614	0.671457	0.164213	0.709195	-0.138643	0.67357	0.178832	0.692027	-0.188204	0.67098	0.190364	0.692986	-0.182533	0.31441	0.532823	0.691435	0.373046
0.07	0.365449	0.599723	0.601435	0.38086	0.367881	0.611106	0.582753	0.389374	0.372005	0.598312	0.591841	0.391612	0.368637	0.602185	0.602554	0.372034	0.356367	0.617196	0.589343	0.380455	0.35913	0.61122	0.59454	0.379419	0.37056	0.601653	0.600002	0.375095	0.349686	0.589953	0.617039	0.385924	-0.179375	0.676719	0.193305	0.687393	-0.116856	0.71209	0.0826652	0.687342	-0.225827	0.714057	-0.0521027	0.660614	0.670816	0.164603	0.709649	-0.13896	0.67185	0.181141	0.692711	-0.189623	0.67628	0.188558	0.68771	-0.184789	0.314492	0.533003	0.691457	0.372679
0.08	0.365199	0.599795	0.601651	0.380646	0.367528	0.611443	0.58321	0.388492	0.371803	0.598422	0.591985	0.391417	0.368611	0.602156	0.602569	0.372081	0.357264	0.617141	0.587649	0.382319	0.358909	0.611402	0.594685	0.379107	0.370526	0.601633	0.600038	0.375103	0.349645	0.589569	0.617402	0.385969	-0.174986	0.676163	0.191756	0.689502	-0.122046	0.712823	0.0847855	0.685419	-0.23944	0.713257	-0.0569297	0.656271	0.66996	0.164869	0.71033	-0.139291	0.670197	0.184161	0.693131	-0.191025	0.684938	0.184348	0.679526	-0.187406	0.314476	0.533335	0.69142	0.372286
0.09	0.364856	0.599778	0.602034	0.380398	0.36723	0.611634	0.583726	0.387699	0.371564	0.598544	0.592157	0.391196	0.368613	0.602125	0.602579	0.372114	0.362808	0.615238	0.58099	0.39026	0.358662	0.611593	0.594824	0.378814	0.370506	0.60162	0.600067	0.375097	0.349611	0.58918	0.617753	0.386032	-0.170748	0.676516	0.188064	0.691233	-0.127987	0.713433	0.0872685	0.683386	-0.249065	0.712911	-0.0593142	0.652845	0.668959	0.16512	0.711111	-0.139823	0.669033	0.1871	0.693293	-0.191656	0.695877	0.175684	0.67027	-0.188752	0.314345	0.533785	0.691363	0.371858
0.1	0.364484	0.599767	0.602424	0.380153	0.366953	0.611505	0.584173	0.387491	0.371357	0.598628	0.592315	0.391025	0.368618	0.602087	0.602612	0.372117	0.367982	0.612316	0.577372	0.395347	0.358489	0.611789	0.594831	0.37865	0.37046	0.601602	0.600095	0.375126	0.34956	0.5888	0.618099	0.386103	-0.16731	0.677767	0.182801	0.69226	-0.132967	0.713897	0.0894501	0.681667	-0.25271	0.713616	-0.059598	0.650644	0.667948	0.165455	0.711819	-0.140656	0.668631	0.189144	0.693305	-0.191012	0.706554	0.165651	0.66208	-0.187061	0.314178	0.534245	0.69132	0.371418
0.11	0.364151	0.599762	0.602751	0.379961	0.366864	0.611069	0.584484	0.387794	0.371247	0.598623	0.592444	0.390943	0.368606	0.602044	0.602673	0.372099	0.367893	0.612049	0.57619	0.397562	0.35848	0.611874	0.594727	0.378684	0.370439	0.60157	0.600126	0.37515	0.349502	0.588429	0.618432	0.386187	-0.164951	0.679422	0.177295	0.692635	-0.135681	0.714251	0.0905413	0.680617	-0.249551	0.715634	-0.0583765	0.649757	0.667049	0.165782	0.712348	-0.141856	0.669121	0.189587	0.693283	-0.188924	0.715698	0.155594	0.655826	-0.182916	0.314004	0.534587	0.691362	0.370993
0.12	0.363856	0.599719	0.603017	0.37989	0.366861	0.610417	0.584611	0.38863	0.371181	0.598589	0.592539	0.390913	0.368629	0.60202	0.602701	0.37207	0.368062	0.611616	0.575927	0.398452	0.358534	0.6119	0.594661	0.378695	0.370378	0.601557	0.600146	0.375199	0.349423	0.5881	0.618743	0.386263	-0.16418	0.68115	0.172639	0.692297	-0.135763	0.714686	0.089959	0.68022	-0.241652	0.718425	-0.0546736	0.649985	0.666394	0.166108	0.71257	-0.143429	0.670016	0.188669	0.693606	-0.185453	0.722689	0.146663	0.651509	-0.178176	0.313861	0.534759	0.691501	0.370608
0.13	0.36358	0.599542	0.603328	0.379941	0.366831	0.609712	0.58455	0.389857	0.371217	0.598532	0.592545	0.390958	0.368689	0.602001	0.602702	0.372039	0.367457	0.611538	0.576524	0.398268	0.358608	0.611922	0.594572	0.37873	0.370298	0.60155	0.600167	0.375255	0.349339	0.58782	0.619038	0.386293	-0.164601	0.682537	0.169476	0.691612	-0.133716	0.715237	0.0876795	0.680344	-0.229974	0.721342	-0.0481456	0.651505	0.666077	0.166537	0.71244	-0.14504	0.670878	0.187111	0.69433	-0.181157	0.72796	0.140653	0.647491	-0.176199	0.313763	0.534735	0.691733	0.370293
0.14	0.363423	0.599273	0.603631	0.380033	0.366902	0.609153	0.584346	0.390967	0.371296	0.59848	0.59249	0.391045	0.36872	0.601982	0.602708	0.37203	0.36588	0.611904	0.578316	0.396555	0.358732	0.611924	0.594494	0.378731	0.370273	0.601537	0.600186	0.37527	0.349247	0.587633	0.619293	0.386252	-0.165577	0.683502	0.167642	0.690873	-0.130594	0.715849	0.0841207	0.680757	-0.214088	0.723933	-0.0399648	0.654591	0.66606	0.166903	0.712127	-0.146228	0.671534	0.185327	0.695263	-0.176934	0.73143	0.136553	0.644561	-0.1758	0.313717	0.534502	0.692053	0.37007
