Index	PelvisX	PelvisY	PelvisZ	PelvisW	Left_ThighX	Left_ThighY	Left_ThighZ	Left_ThighW	Left_CalfX	Left_CalfY	Left_CalfZ	Left_CalfW	Left_FootX	Left_FootY	Left_FootZ	Left_FootW	Right_ThighX	Right_ThighY	Right_ThighZ	Right_ThighW	Right_CalfX	Right_CalfY	Right_CalfZ	Right_CalfW	Right_FootX	Right_FootY	Right_FootZ	Right_FootW	DorsalX	DorsalY	DorsalZ	DorsalW	Left_ArmX	Left_ArmY	Left_ArmZ	Left_ArmW	Left_ForearmX	Left_ForearmY	Left_ForearmZ	Left_ForearmW	Left_HandX	Left_HandY	Left_HandZ	Left_HandW	Right_ArmX	Right_ArmY	Right_ArmZ	Right_ArmW	Right_ForearmX	Right_ForearmY	Right_ForearmZ	Right_ForearmW	Right_HandX	Right_HandY	Right_HandZ	Right_HandW	HeadX	HeadY	HeadZ	HeadW
0	0.335041	0.619963	0.625579	0.33473	0.336848	0.619062	0.625697	0.334364	0.336586	0.618518	0.626798	0.333571	0.330274	0.623963	0.625437	0.332293	0.332798	0.621538	0.627547	0.330334	0.334017	0.621159	0.627405	0.330087	0.333361	0.623388	0.624421	0.332198	0.333206	0.620338	0.627557	0.332156	-0.209021	0.673482	0.212642	0.676399	-0.215135	0.670883	0.21695	0.675696	-0.210927	0.671087	0.220269	0.675747	0.674905	0.206598	0.676751	-0.209351	0.677197	0.20235	0.67766	-0.203067	0.679803	0.198109	0.677601	-0.198689	0.328408	0.621414	0.628656	0.332843
0.01	0.335055	0.62003	0.625528	0.334687	0.33684	0.619083	0.625718	0.334293	0.336646	0.618515	0.626732	0.33364	0.330346	0.623942	0.625416	0.332299	0.332709	0.621565	0.627597	0.330277	0.333898	0.621169	0.627478	0.33005	0.33334	0.623392	0.624438	0.332181	0.333272	0.620201	0.627573	0.332316	-0.209205	0.673372	0.212786	0.676407	-0.215269	0.670885	0.217031	0.675626	-0.211068	0.671122	0.220265	0.675669	0.674896	0.20655	0.676791	-0.2093	0.677181	0.202328	0.677696	-0.203019	0.679711	0.198154	0.677648	-0.198802	0.328396	0.621463	0.628587	0.332894
0.02	0.335058	0.62005	0.62552	0.334665	0.336839	0.619072	0.625753	0.334249	0.336686	0.618541	0.626649	0.333707	0.330364	0.623945	0.625411	0.332286	0.332687	0.621553	0.627623	0.330274	0.333892	0.621171	0.627458	0.33009	0.333325	0.6234	0.624437	0.332183	0.33329	0.620058	0.627609	0.332496	-0.209371	0.673267	0.212904	0.676422	-0.215447	0.670873	0.217105	0.675557	-0.211168	0.671149	0.220318	0.675594	0.67488	0.206491	0.676847	-0.20923	0.677208	0.202149	0.677744	-0.20295	0.679612	0.19827	0.677674	-0.198933	0.328411	0.621512	0.628503	0.332944
0.03	0.335065	0.620019	0.625537	0.334679	0.336807	0.619024	0.625755	0.334366	0.336723	0.618616	0.626531	0.333753	0.330372	0.623978	0.625403	0.33223	0.332701	0.621507	0.627654	0.330287	0.334028	0.621149	0.627348	0.330203	0.333308	0.623413	0.624432	0.332185	0.333254	0.619956	0.627636	0.33267	-0.209502	0.673187	0.212975	0.676439	-0.215566	0.670848	0.217151	0.675529	-0.211245	0.671159	0.220408	0.675531	0.674857	0.206431	0.676916	-0.209138	0.677248	0.2019	0.677796	-0.20289	0.679517	0.198421	0.677687	-0.199063	0.328461	0.621559	0.628406	0.332993
0.04	0.335069	0.619993	0.625558	0.334685	0.336766	0.619061	0.625739	0.334368	0.336691	0.618723	0.626456	0.333728	0.330383	0.623987	0.625413	0.332182	0.33272	0.621482	0.627678	0.330269	0.334166	0.621168	0.627212	0.330285	0.333286	0.623431	0.624423	0.332189	0.333213	0.61984	0.627678	0.332849	-0.209619	0.673116	0.213015	0.676461	-0.215674	0.67083	0.217162	0.675509	-0.211278	0.67114	0.220506	0.675507	0.674831	0.206354	0.676992	-0.209053	0.677265	0.201729	0.677837	-0.202868	0.679426	0.198596	0.677691	-0.199184	0.328532	0.621604	0.628301	0.333036
0.05	0.335067	0.619959	0.625584	0.334703	0.336707	0.619094	0.625763	0.334323	0.336544	0.618892	0.626419	0.33363	0.330337	0.624004	0.625433	0.332159	0.332815	0.621448	0.627647	0.330295	0.334172	0.621239	0.627144	0.330275	0.333268	0.623449	0.624415	0.332189	0.333137	0.619726	0.627752	0.332996	-0.209725	0.673037	0.213038	0.676499	-0.215695	0.670843	0.217109	0.675506	-0.211257	0.671102	0.220572	0.67553	0.674806	0.206288	0.67705	-0.209011	0.677233	0.201738	0.677852	-0.202911	0.679327	0.198763	0.677712	-0.199285	0.328582	0.621669	0.628193	0.333069
0.06	0.335046	0.619896	0.62564	0.334736	0.3366	0.619159	0.62578	0.334279	0.336439	0.619026	0.626384	0.333553	0.330319	0.624026	0.625437	0.332129	0.332911	0.62143	0.627595	0.330332	0.334054	0.621332	0.62715	0.33021	0.333238	0.623472	0.624412	0.332181	0.332972	0.619648	0.62789	0.333046	-0.209792	0.672955	0.213053	0.676556	-0.215575	0.670874	0.217023	0.675542	-0.211171	0.671105	0.22056	0.675558	0.674778	0.206258	0.677071	-0.209062	0.677155	0.201895	0.677846	-0.203038	0.679228	0.198885	0.677749	-0.199378	0.328579	0.62174	0.628102	0.33311
0.07	0.33502	0.61982	0.625707	0.334779	0.33642	0.619268	0.625819	0.334184	0.336337	0.619172	0.626343	0.333462	0.330325	0.624032	0.625437	0.332111	0.332905	0.621464	0.627573	0.330317	0.333906	0.62145	0.627148	0.33014	0.333199	0.623501	0.624417	0.332158	0.332796	0.619594	0.62803	0.33306	-0.209835	0.672879	0.213057	0.676617	-0.215411	0.670905	0.216932	0.675592	-0.211076	0.671148	0.220457	0.675578	0.674762	0.206247	0.677068	-0.209137	0.67706	0.202098	0.677846	-0.203153	0.679141	0.198952	0.677783	-0.199488	0.328533	0.621809	0.628035	0.333153
0.08	0.334989	0.61977	0.625754	0.334813	0.33634	0.619299	0.625844	0.334161	0.336206	0.619309	0.626331	0.333364	0.330315	0.624036	0.625434	0.332119	0.332934	0.621484	0.627513	0.330364	0.333805	0.62154	0.627134	0.330099	0.333167	0.623514	0.624433	0.332136	0.332622	0.619556	0.628158	0.333061	-0.209839	0.672816	0.213056	0.676678	-0.215242	0.670941	0.216841	0.67564	-0.210986	0.671194	0.220279	0.675618	0.674749	0.206232	0.677069	-0.209187	0.676993	0.202211	0.677854	-0.203235	0.679058	0.199004	0.677811	-0.199623	0.328471	0.621877	0.627985	0.333181
0.09	0.334963	0.619773	0.625763	0.334816	0.336329	0.619312	0.625826	0.334181	0.336096	0.619429	0.626309	0.333293	0.330345	0.624039	0.625422	0.332107	0.33292	0.621498	0.627477	0.330421	0.333773	0.62156	0.627125	0.330111	0.333134	0.623527	0.624449	0.332113	0.332452	0.619511	0.628294	0.333059	-0.209826	0.672755	0.213072	0.676738	-0.215094	0.670975	0.21675	0.675682	-0.210811	0.671249	0.220036	0.675698	0.67473	0.206204	0.677097	-0.209185	0.676969	0.202183	0.67787	-0.203292	0.678989	0.199048	0.677824	-0.199772	0.328383	0.621953	0.62796	0.333175
0.1	0.334945	0.61981	0.625741	0.334805	0.3364	0.619286	0.62579	0.334226	0.336092	0.619432	0.626305	0.333298	0.330372	0.624046	0.625404	0.332101	0.332836	0.621551	0.627461	0.330436	0.333801	0.621538	0.627102	0.330166	0.333125	0.623528	0.624465	0.332088	0.332329	0.619438	0.628423	0.333075	-0.209805	0.6727	0.213111	0.676787	-0.21499	0.671003	0.216667	0.675714	-0.210582	0.671315	0.2198	0.67578	0.674699	0.206159	0.677154	-0.209145	0.676961	0.202064	0.677899	-0.20334	0.678946	0.199102	0.677807	-0.199921	0.328279	0.622032	0.627959	0.333132
0.11	0.334935	0.619874	0.625689	0.334796	0.336435	0.619316	0.625715	0.334275	0.336081	0.619463	0.626269	0.33332	0.330363	0.624058	0.62539	0.332113	0.332807	0.621571	0.627432	0.330481	0.333845	0.621511	0.627082	0.330212	0.333105	0.623537	0.624473	0.332079	0.332245	0.619332	0.628553	0.333109	-0.209773	0.672647	0.213144	0.676839	-0.214886	0.671014	0.216591	0.675761	-0.210326	0.671383	0.219588	0.675862	0.67465	0.20607	0.677241	-0.209112	0.676978	0.201873	0.677931	-0.203366	0.678922	0.19918	0.677771	-0.200048	0.328184	0.622116	0.627972	0.333043
0.12	0.334926	0.619944	0.625625	0.334795	0.336372	0.61939	0.62567	0.334286	0.336086	0.619504	0.62622	0.33333	0.330397	0.624036	0.625387	0.332128	0.332805	0.621545	0.627419	0.330556	0.333876	0.621482	0.627086	0.330227	0.333105	0.623537	0.624467	0.33209	0.332171	0.619227	0.628677	0.333145	-0.209739	0.672606	0.213157	0.676886	-0.21484	0.67099	0.216594	0.675798	-0.210082	0.671454	0.219376	0.675936	0.67459	0.205985	0.677332	-0.209095	0.676997	0.201704	0.677948	-0.203413	0.678913	0.199276	0.677724	-0.200141	0.328111	0.622195	0.627996	0.332924
0.13	0.334905	0.619994	0.625585	0.334799	0.336352	0.61945	0.625674	0.334188	0.336049	0.619574	0.626183	0.333306	0.330419	0.624029	0.625362	0.332166	0.332801	0.621523	0.62747	0.330505	0.33386	0.621509	0.627081	0.330202	0.333108	0.623534	0.624463	0.3321	0.332093	0.619135	0.628796	0.333169	-0.209717	0.672575	0.213157	0.676924	-0.214769	0.67096	0.216606	0.675847	-0.209925	0.671516	0.219185	0.675985	0.674514	0.205925	0.677415	-0.209128	0.676996	0.201651	0.677943	-0.203487	0.678914	0.199364	0.677678	-0.200208	0.328073	0.622249	0.62803	0.332797
0.14	0.334865	0.620016	0.625589	0.334789	0.336295	0.619528	0.625704	0.334044	0.335993	0.619654	0.62615	0.333277	0.330459	0.624018	0.625338	0.332191	0.332798	0.62151	0.627529	0.330421	0.333771	0.621625	0.627053	0.330126	0.333117	0.623532	0.624455	0.332111	0.332028	0.619048	0.628905	0.333189	-0.209708	0.672544	0.21317	0.676953	-0.214708	0.670934	0.216625	0.675886	-0.209863	0.671553	0.219028	0.676019	0.674453	0.205884	0.677465	-0.209204	0.676975	0.201693	0.677923	-0.203578	0.678917	0.199431	0.67764	-0.200256	0.328066	0.62228	0.62807	0.332668
0.15	0.334811	0.620021	0.625624	0.334769	0.336227	0.619563	0.62575	0.333961	0.335947	0.619741	0.62611	0.333236	0.330511	0.624007	0.625311	0.33221	0.332726	0.62155	0.627565	0.33035	0.333624	0.621767	0.627061	0.329993	0.333114	0.623542	0.624442	0.332118	0.331984	0.618936	0.629014	0.333236	-0.209752	0.672494	0.213228	0.676971	-0.214628	0.670894	0.216674	0.675936	-0.209856	0.671574	0.218845	0.676059	0.674404	0.205887	0.677476	-0.209322	0.676939	0.201835	0.677889	-0.203676	0.678913	0.199473	0.677621	-0.200293	0.328102	0.622291	0.6281	0.332558
