Tiempo;Evento
2.07;Posición inicial
4.43;< Contacto inicial izquierdo
4.49;> Despegue derecho
5.1;< Contacto inicial derecho
5.16;> Despegue izquierdo
5.56;< Contacto inicial izquierdo
5.62;> Despegue derecho
6.11;< Contacto inicial derecho
6.17;> Despegue izquierdo
6.52;< Contacto inicial izquierdo
6.6;> Despegue derecho
7.04;< Contacto inicial derecho
7.11;> Despegue izquierdo
7.48;< Contacto inicial izquierdo
7.56;> Despegue derecho
8.03;< Contacto inicial derecho
8.09;> Despegue izquierdo
8.45;< Contacto inicial izquierdo
8.53;> Despegue derecho
8.96;< Contacto inicial derecho
9.03;> Despegue izquierdo
9.4;< Contacto inicial izquierdo
9.48;> Despegue derecho
9.9;< Contacto inicial derecho
9.98;> Despegue izquierdo
10.34;< Contacto inicial izquierdo
10.42;> Despegue derecho
10.85;< Contacto inicial derecho
10.93;> Despegue izquierdo
11.32;< Contacto inicial izquierdo
11.39;> Despegue derecho
11.84;< Contacto inicial derecho
11.9;> Despegue izquierdo
12.28;< Contacto inicial izquierdo
12.36;> Despegue derecho
12.8;< Contacto inicial derecho
12.87;> Despegue izquierdo
13.26;< Contacto inicial izquierdo
13.34;> Despegue derecho
13.8;< Contacto inicial derecho
13.86;> Despegue izquierdo
14.24;< Contacto inicial izquierdo
14.31;> Despegue derecho
14.72;< Contacto inicial derecho
14.79;> Despegue izquierdo
15.19;< Contacto inicial izquierdo
15.27;> Despegue derecho
15.71;< Contacto inicial derecho
15.78;> Despegue izquierdo
16.15;< Contacto inicial izquierdo
16.24;> Despegue derecho
16.68;< Contacto inicial derecho
16.76;> Despegue izquierdo
17.14;< Contacto inicial izquierdo
17.21;> Despegue derecho
17.7;< Contacto inicial derecho
17.76;> Despegue izquierdo
17.82;< Contacto inicial izquierdo
17.82;> Despegue derecho
18.98;< Contacto inicial derecho
19.04;> Despegue izquierdo
19.55;< Contacto inicial izquierdo
19.62;> Despegue derecho
20.18;< Contacto inicial derecho
20.24;> Despegue izquierdo
20.62;< Contacto inicial izquierdo
20.69;> Despegue derecho
21.2;< Contacto inicial derecho
21.26;> Despegue izquierdo
21.64;< Contacto inicial izquierdo
21.71;> Despegue derecho
22.21;< Contacto inicial derecho
22.27;> Despegue izquierdo
22.65;< Contacto inicial izquierdo
22.73;> Despegue derecho
23.21;< Contacto inicial derecho
23.27;> Despegue izquierdo
23.65;< Contacto inicial izquierdo
23.73;> Despegue derecho
24.22;< Contacto inicial derecho
24.28;> Despegue izquierdo
24.65;< Contacto inicial izquierdo
24.73;> Despegue derecho
25.22;< Contacto inicial derecho
25.28;> Despegue izquierdo
25.64;< Contacto inicial izquierdo
25.72;> Despegue derecho
26.19;< Contacto inicial derecho
26.25;> Despegue izquierdo
26.59;< Contacto inicial izquierdo
26.66;> Despegue derecho
27.16;< Contacto inicial derecho
27.22;> Despegue izquierdo
