Tiempo;Evento
3.38;Posición inicial
6.58;< Contacto inicial derecho
6.64;> Despegue izquierdo
7.19;< Contacto inicial izquierdo
7.25;> Despegue derecho
7.73;< Contacto inicial derecho
7.79;> Despegue izquierdo
8.26;< Contacto inicial izquierdo
8.32;> Despegue derecho
8.78;< Contacto inicial derecho
8.85;> Despegue izquierdo
9.31;< Contacto inicial izquierdo
9.37;> Despegue derecho
9.81;< Contacto inicial derecho
9.87;> Despegue izquierdo
10.35;< Contacto inicial izquierdo
10.41;> Despegue derecho
10.85;< Contacto inicial derecho
10.91;> Despegue izquierdo
11.38;< Contacto inicial izquierdo
11.44;> Despegue derecho
11.89;< Contacto inicial derecho
11.96;> Despegue izquierdo
12.43;< Contacto inicial izquierdo
12.5;> Despegue derecho
12.95;< Contacto inicial derecho
13.01;> Despegue izquierdo
13.48;< Contacto inicial izquierdo
13.54;> Despegue derecho
14;< Contacto inicial derecho
14.06;> Despegue izquierdo
14.53;< Contacto inicial izquierdo
14.59;> Despegue derecho
15.05;< Contacto inicial derecho
15.11;> Despegue izquierdo
15.58;< Contacto inicial izquierdo
15.65;> Despegue derecho
16.1;< Contacto inicial derecho
16.16;> Despegue izquierdo
16.63;< Contacto inicial izquierdo
16.7;> Despegue derecho
17.15;< Contacto inicial derecho
17.22;> Despegue izquierdo
17.63;< Contacto inicial izquierdo
17.7;> Despegue derecho
18.11;< Contacto inicial derecho
18.19;> Despegue izquierdo
19.58;< Contacto inicial derecho
19.64;> Despegue izquierdo
20.12;< Contacto inicial izquierdo
20.18;> Despegue derecho
20.66;< Contacto inicial derecho
20.72;> Despegue izquierdo
21.16;< Contacto inicial izquierdo
21.22;> Despegue derecho
21.69;< Contacto inicial derecho
21.75;> Despegue izquierdo
22.2;< Contacto inicial izquierdo
22.26;> Despegue derecho
22.71;< Contacto inicial derecho
22.77;> Despegue izquierdo
23.22;< Contacto inicial izquierdo
23.28;> Despegue derecho
23.74;< Contacto inicial derecho
23.8;> Despegue izquierdo
24.25;< Contacto inicial izquierdo
24.32;> Despegue derecho
24.77;< Contacto inicial derecho
24.83;> Despegue izquierdo
25.29;< Contacto inicial izquierdo
25.35;> Despegue derecho
25.81;< Contacto inicial derecho
25.87;> Despegue izquierdo
26.31;< Contacto inicial izquierdo
26.38;> Despegue derecho
26.83;< Contacto inicial derecho
26.89;> Despegue izquierdo
27.36;< Contacto inicial izquierdo
27.43;> Despegue derecho
27.89;< Contacto inicial derecho
27.95;> Despegue izquierdo
28.43;< Contacto inicial izquierdo
28.49;> Despegue derecho
28.95;< Contacto inicial derecho
29.01;> Despegue izquierdo
29.46;< Contacto inicial izquierdo
29.53;> Despegue derecho
29.99;< Contacto inicial derecho
30.06;> Despegue izquierdo
30.14;< Contacto inicial izquierdo
30.32;> Despegue derecho
30.52;< Contacto inicial derecho
30.67;> Despegue izquierdo
31.49;< Contacto inicial izquierdo
31.53;> Despegue derecho
32.06;< Contacto inicial derecho
32.12;> Despegue izquierdo
32.6;< Contacto inicial izquierdo
32.66;> Despegue derecho
33.13;< Contacto inicial derecho
33.19;> Despegue izquierdo
33.64;< Contacto inicial izquierdo
33.71;> Despegue derecho
34.15;< Contacto inicial derecho
34.21;> Despegue izquierdo
34.66;< Contacto inicial izquierdo
34.73;> Despegue derecho
35.18;< Contacto inicial derecho
35.24;> Despegue izquierdo
35.69;< Contacto inicial izquierdo
35.76;> Despegue derecho
36.21;< Contacto inicial derecho
36.28;> Despegue izquierdo
36.73;< Contacto inicial izquierdo
36.8;> Despegue derecho
37.25;< Contacto inicial derecho
37.32;> Despegue izquierdo
37.79;< Contacto inicial izquierdo
37.85;> Despegue derecho
38.31;< Contacto inicial derecho
38.37;> Despegue izquierdo
38.83;< Contacto inicial izquierdo
38.9;> Despegue derecho
39.36;< Contacto inicial derecho
39.42;> Despegue izquierdo
39.89;< Contacto inicial izquierdo
39.96;> Despegue derecho
40.41;< Contacto inicial derecho
40.47;> Despegue izquierdo
40.94;< Contacto inicial izquierdo
41;> Despegue derecho
41.45;< Contacto inicial derecho
41.52;> Despegue izquierdo
41.97;< Contacto inicial izquierdo
42.04;> Despegue derecho
42.47;< Contacto inicial derecho
42.54;> Despegue izquierdo
42.67;< Contacto inicial izquierdo
42.84;> Despegue derecho
43.03;< Contacto inicial derecho
43.18;> Despegue izquierdo
44.52;< Contacto inicial derecho
44.58;> Despegue izquierdo
45.05;< Contacto inicial izquierdo
45.11;> Despegue derecho
45.57;< Contacto inicial derecho
45.63;> Despegue izquierdo
46.07;< Contacto inicial izquierdo
46.13;> Despegue derecho
46.6;< Contacto inicial derecho
46.66;> Despegue izquierdo
47.11;< Contacto inicial izquierdo
47.18;> Despegue derecho
47.64;< Contacto inicial derecho
47.7;> Despegue izquierdo
48.14;< Contacto inicial izquierdo
48.21;> Despegue derecho
48.66;< Contacto inicial derecho
48.72;> Despegue izquierdo
49.18;< Contacto inicial izquierdo
49.24;> Despegue derecho
49.69;< Contacto inicial derecho
49.75;> Despegue izquierdo
50.2;< Contacto inicial izquierdo
50.27;> Despegue derecho
50.72;< Contacto inicial derecho
50.78;> Despegue izquierdo
51.23;< Contacto inicial izquierdo
51.3;> Despegue derecho
51.77;< Contacto inicial derecho
51.83;> Despegue izquierdo
52.29;< Contacto inicial izquierdo
52.36;> Despegue derecho
52.82;< Contacto inicial derecho
52.88;> Despegue izquierdo
53.35;< Contacto inicial izquierdo
53.41;> Despegue derecho
53.88;< Contacto inicial derecho
53.94;> Despegue izquierdo
54.4;< Contacto inicial izquierdo
54.46;> Despegue derecho
54.92;< Contacto inicial derecho
54.99;> Despegue izquierdo
55.11;< Contacto inicial izquierdo
55.28;> Despegue derecho
55.49;< Contacto inicial derecho
55.62;> Despegue izquierdo
56.41;< Contacto inicial izquierdo
56.45;> Despegue derecho
57.02;< Contacto inicial derecho
57.08;> Despegue izquierdo
57.53;< Contacto inicial izquierdo
57.6;> Despegue derecho
58.06;< Contacto inicial derecho
58.12;> Despegue izquierdo
58.56;< Contacto inicial izquierdo
58.63;> Despegue derecho
59.08;< Contacto inicial derecho
59.14;> Despegue izquierdo
59.59;< Contacto inicial izquierdo
59.66;> Despegue derecho
60.1;< Contacto inicial derecho
60.16;> Despegue izquierdo
60.61;< Contacto inicial izquierdo
60.68;> Despegue derecho
61.11;< Contacto inicial derecho
61.17;> Despegue izquierdo
61.62;< Contacto inicial izquierdo
61.69;> Despegue derecho
62.13;< Contacto inicial derecho
62.19;> Despegue izquierdo
62.65;< Contacto inicial izquierdo
62.71;> Despegue derecho
63.16;< Contacto inicial derecho
63.23;> Despegue izquierdo
63.69;< Contacto inicial izquierdo
63.76;> Despegue derecho
64.21;< Contacto inicial derecho
64.27;> Despegue izquierdo
64.75;< Contacto inicial izquierdo
64.81;> Despegue derecho
65.26;< Contacto inicial derecho
65.32;> Despegue izquierdo
65.77;< Contacto inicial izquierdo
65.84;> Despegue derecho
66.29;< Contacto inicial derecho
66.36;> Despegue izquierdo
66.83;< Contacto inicial izquierdo
66.91;> Despegue derecho
67.44;< Contacto inicial derecho
67.58;> Despegue izquierdo
