Tiempo;Evento
2.13;Posición inicial
7.31;< Contacto inicial izquierdo
7.35;> Despegue derecho
7.86;< Contacto inicial derecho
7.9;> Despegue izquierdo
8.42;< Contacto inicial izquierdo
8.47;> Despegue derecho
8.95;< Contacto inicial derecho
8.99;> Despegue izquierdo
9.47;< Contacto inicial izquierdo
9.52;> Despegue derecho
9.97;< Contacto inicial derecho
10.01;> Despegue izquierdo
10.47;< Contacto inicial izquierdo
10.51;> Despegue derecho
11.03;< Contacto inicial derecho
11.07;> Despegue izquierdo
11.57;< Contacto inicial izquierdo
11.62;> Despegue derecho
12.09;< Contacto inicial derecho
12.13;> Despegue izquierdo
12.63;< Contacto inicial izquierdo
12.69;> Despegue derecho
13.17;< Contacto inicial derecho
13.2;> Despegue izquierdo
13.65;< Contacto inicial izquierdo
13.7;> Despegue derecho
14.22;< Contacto inicial derecho
14.26;> Despegue izquierdo
14.71;< Contacto inicial izquierdo
14.75;> Despegue derecho
15.21;< Contacto inicial derecho
15.25;> Despegue izquierdo
15.72;< Contacto inicial izquierdo
15.77;> Despegue derecho
16.25;< Contacto inicial derecho
16.29;> Despegue izquierdo
16.75;< Contacto inicial izquierdo
16.8;> Despegue derecho
17.28;< Contacto inicial derecho
17.32;> Despegue izquierdo
17.82;< Contacto inicial izquierdo
17.86;> Despegue derecho
18.33;< Contacto inicial derecho
18.37;> Despegue izquierdo
18.87;< Contacto inicial izquierdo
18.92;> Despegue derecho
19.36;< Contacto inicial derecho
19.4;> Despegue izquierdo
19.88;< Contacto inicial izquierdo
19.93;> Despegue derecho
20.4;< Contacto inicial derecho
20.44;> Despegue izquierdo
20.89;< Contacto inicial izquierdo
20.94;> Despegue derecho
21.42;< Contacto inicial derecho
21.45;> Despegue izquierdo
21.92;< Contacto inicial izquierdo
21.96;> Despegue derecho
22.44;< Contacto inicial derecho
22.48;> Despegue izquierdo
23;< Contacto inicial izquierdo
23.05;> Despegue derecho
23.55;< Contacto inicial derecho
23.59;> Despegue izquierdo
24.08;< Contacto inicial izquierdo
24.14;> Despegue derecho
24.61;< Contacto inicial derecho
24.65;> Despegue izquierdo
25.17;< Contacto inicial izquierdo
25.23;> Despegue derecho
25.7;< Contacto inicial derecho
25.73;> Despegue izquierdo
26.18;< Contacto inicial izquierdo
26.23;> Despegue derecho
26.71;< Contacto inicial derecho
26.75;> Despegue izquierdo
27.3;< Contacto inicial izquierdo
27.36;> Despegue derecho
27.81;< Contacto inicial derecho
27.85;> Despegue izquierdo
28.33;< Contacto inicial izquierdo
28.39;> Despegue derecho
28.81;< Contacto inicial derecho
28.85;> Despegue izquierdo
29.36;< Contacto inicial izquierdo
29.41;> Despegue derecho
29.95;< Contacto inicial derecho
29.99;> Despegue izquierdo
30.53;< Contacto inicial izquierdo
30.58;> Despegue derecho
31.09;< Contacto inicial derecho
31.12;> Despegue izquierdo
31.63;< Contacto inicial izquierdo
31.68;> Despegue derecho
32.18;< Contacto inicial derecho
32.22;> Despegue izquierdo
32.68;< Contacto inicial izquierdo
32.73;> Despegue derecho
33.22;< Contacto inicial derecho
33.26;> Despegue izquierdo
33.73;< Contacto inicial izquierdo
33.78;> Despegue derecho
34.3;< Contacto inicial derecho
34.34;> Despegue izquierdo
35.31;< Contacto inicial derecho
35.49;> Despegue izquierdo
38.82;< Contacto inicial derecho
38.84;> Despegue izquierdo
39.96;< Contacto inicial derecho
39.99;> Despegue izquierdo
40.55;< Contacto inicial izquierdo
40.59;> Despegue derecho
41.04;< Contacto inicial derecho
41.08;> Despegue izquierdo
41.6;< Contacto inicial izquierdo
41.65;> Despegue derecho
42.2;< Contacto inicial derecho
42.24;> Despegue izquierdo
42.77;< Contacto inicial izquierdo
42.83;> Despegue derecho
43.37;< Contacto inicial derecho
43.41;> Despegue izquierdo
43.93;< Contacto inicial izquierdo
43.98;> Despegue derecho
44.5;< Contacto inicial derecho
44.54;> Despegue izquierdo
45.07;< Contacto inicial izquierdo
45.14;> Despegue derecho
