Tiempo;Evento
3.52;Posición inicial
7.08;< Contacto inicial derecho
7.14;> Despegue izquierdo
7.6;< Contacto inicial izquierdo
7.66;> Despegue derecho
8.08;< Contacto inicial derecho
8.15;> Despegue izquierdo
8.55;< Contacto inicial izquierdo
8.63;> Despegue derecho
9.07;< Contacto inicial derecho
9.15;> Despegue izquierdo
9.55;< Contacto inicial izquierdo
9.63;> Despegue derecho
10.07;< Contacto inicial derecho
10.15;> Despegue izquierdo
10.55;< Contacto inicial izquierdo
10.63;> Despegue derecho
11.07;< Contacto inicial derecho
11.15;> Despegue izquierdo
11.55;< Contacto inicial izquierdo
11.62;> Despegue derecho
12.05;< Contacto inicial derecho
12.13;> Despegue izquierdo
12.51;< Contacto inicial izquierdo
12.59;> Despegue derecho
13.02;< Contacto inicial derecho
13.1;> Despegue izquierdo
13.49;< Contacto inicial izquierdo
13.57;> Despegue derecho
14.01;< Contacto inicial derecho
14.09;> Despegue izquierdo
14.47;< Contacto inicial izquierdo
14.55;> Despegue derecho
14.99;< Contacto inicial derecho
15.07;> Despegue izquierdo
15.43;< Contacto inicial izquierdo
15.52;> Despegue derecho
15.97;< Contacto inicial derecho
16.05;> Despegue izquierdo
16.42;< Contacto inicial izquierdo
16.52;> Despegue derecho
16.9;< Contacto inicial derecho
17.06;> Despegue izquierdo
17.34;< Contacto inicial izquierdo
17.47;> Despegue derecho
18.21;< Contacto inicial derecho
18.28;> Despegue izquierdo
18.79;< Contacto inicial izquierdo
18.85;> Despegue derecho
19.29;< Contacto inicial derecho
19.36;> Despegue izquierdo
19.77;< Contacto inicial izquierdo
19.84;> Despegue derecho
20.26;< Contacto inicial derecho
20.33;> Despegue izquierdo
20.73;< Contacto inicial izquierdo
20.8;> Despegue derecho
21.22;< Contacto inicial derecho
21.29;> Despegue izquierdo
21.68;< Contacto inicial izquierdo
21.75;> Despegue derecho
22.17;< Contacto inicial derecho
22.24;> Despegue izquierdo
22.63;< Contacto inicial izquierdo
22.7;> Despegue derecho
23.13;< Contacto inicial derecho
23.2;> Despegue izquierdo
23.59;< Contacto inicial izquierdo
23.67;> Despegue derecho
24.11;< Contacto inicial derecho
24.18;> Despegue izquierdo
24.58;< Contacto inicial izquierdo
24.65;> Despegue derecho
25.09;< Contacto inicial derecho
25.16;> Despegue izquierdo
25.56;< Contacto inicial izquierdo
25.63;> Despegue derecho
26.06;< Contacto inicial derecho
26.13;> Despegue izquierdo
26.53;< Contacto inicial izquierdo
26.61;> Despegue derecho
27.04;< Contacto inicial derecho
