Tiempo;Evento
3.04;Posición inicial
5.5;< Contacto inicial izquierdo
5.57;> Despegue derecho
6.07;< Contacto inicial derecho
6.13;> Despegue izquierdo
6.56;< Contacto inicial izquierdo
6.64;> Despegue derecho
7.12;< Contacto inicial derecho
7.19;> Despegue izquierdo
7.64;< Contacto inicial izquierdo
7.71;> Despegue derecho
8.18;< Contacto inicial derecho
8.25;> Despegue izquierdo
8.67;< Contacto inicial izquierdo
8.75;> Despegue derecho
9.24;< Contacto inicial derecho
9.31;> Despegue izquierdo
9.75;< Contacto inicial izquierdo
9.82;> Despegue derecho
10.29;< Contacto inicial derecho
10.36;> Despegue izquierdo
10.79;< Contacto inicial izquierdo
10.87;> Despegue derecho
11.34;< Contacto inicial derecho
11.41;> Despegue izquierdo
11.83;< Contacto inicial izquierdo
11.91;> Despegue derecho
12.38;< Contacto inicial derecho
12.45;> Despegue izquierdo
12.87;< Contacto inicial izquierdo
12.95;> Despegue derecho
13.42;< Contacto inicial derecho
13.48;> Despegue izquierdo
13.91;< Contacto inicial izquierdo
13.99;> Despegue derecho
14.48;< Contacto inicial derecho
14.55;> Despegue izquierdo
14.99;< Contacto inicial izquierdo
15.06;> Despegue derecho
15.53;< Contacto inicial derecho
15.6;> Despegue izquierdo
16;< Contacto inicial izquierdo
16.09;> Despegue derecho
16.56;< Contacto inicial derecho
16.64;> Despegue izquierdo
16.73;< Contacto inicial izquierdo
16.86;> Despegue derecho
17.36;< Contacto inicial derecho
17.43;> Despegue izquierdo
18.36;< Contacto inicial derecho
18.42;> Despegue izquierdo
18.77;< Contacto inicial izquierdo
18.85;> Despegue derecho
19.36;< Contacto inicial derecho
19.43;> Despegue izquierdo
19.77;< Contacto inicial izquierdo
19.87;> Despegue derecho
20.38;< Contacto inicial derecho
20.45;> Despegue izquierdo
20.83;< Contacto inicial izquierdo
20.92;> Despegue derecho
21.4;< Contacto inicial derecho
21.47;> Despegue izquierdo
21.87;< Contacto inicial izquierdo
21.96;> Despegue derecho
22.45;< Contacto inicial derecho
22.52;> Despegue izquierdo
22.9;< Contacto inicial izquierdo
22.98;> Despegue derecho
23.47;< Contacto inicial derecho
23.54;> Despegue izquierdo
23.9;< Contacto inicial izquierdo
24;> Despegue derecho
24.51;< Contacto inicial derecho
24.58;> Despegue izquierdo
25;< Contacto inicial izquierdo
25.08;> Despegue derecho
25.56;< Contacto inicial derecho
25.63;> Despegue izquierdo
26.04;< Contacto inicial izquierdo
26.12;> Despegue derecho
26.6;< Contacto inicial derecho
26.67;> Despegue izquierdo
27.06;< Contacto inicial izquierdo
27.15;> Despegue derecho
27.64;< Contacto inicial derecho
27.71;> Despegue izquierdo
28.12;< Contacto inicial izquierdo
28.21;> Despegue derecho
28.7;< Contacto inicial derecho
28.78;> Despegue izquierdo
29.12;< Contacto inicial izquierdo
29.29;> Despegue derecho
30.03;< Contacto inicial derecho
30.09;> Despegue izquierdo
30.52;< Contacto inicial izquierdo
30.6;> Despegue derecho
31.15;< Contacto inicial derecho
31.21;> Despegue izquierdo
31.55;< Contacto inicial izquierdo
31.65;> Despegue derecho
32.16;< Contacto inicial derecho
32.23;> Despegue izquierdo
32.64;< Contacto inicial izquierdo
32.72;> Despegue derecho
33.22;< Contacto inicial derecho
33.29;> Despegue izquierdo
33.69;< Contacto inicial izquierdo
33.78;> Despegue derecho
34.27;< Contacto inicial derecho
34.34;> Despegue izquierdo
34.74;< Contacto inicial izquierdo
34.82;> Despegue derecho
35.31;< Contacto inicial derecho
35.38;> Despegue izquierdo
35.81;< Contacto inicial izquierdo
35.89;> Despegue derecho
36.39;< Contacto inicial derecho
36.46;> Despegue izquierdo
36.88;< Contacto inicial izquierdo
36.96;> Despegue derecho
37.46;< Contacto inicial derecho
37.53;> Despegue izquierdo
37.97;< Contacto inicial izquierdo
38.05;> Despegue derecho
38.55;< Contacto inicial derecho
38.62;> Despegue izquierdo
38.97;< Contacto inicial izquierdo
39.08;> Despegue derecho
39.78;< Contacto inicial derecho
39.84;> Despegue izquierdo
40.11;< Contacto inicial izquierdo
40.23;> Despegue derecho
40.86;< Contacto inicial derecho
40.92;> Despegue izquierdo
41.32;< Contacto inicial izquierdo
41.4;> Despegue derecho
41.89;< Contacto inicial derecho
41.96;> Despegue izquierdo
