Tiempo;Evento
2.45;Posición inicial
5.38;< Contacto inicial izquierdo
5.45;> Despegue derecho
5.97;< Contacto inicial derecho
6.03;> Despegue izquierdo
6.47;< Contacto inicial izquierdo
6.54;> Despegue derecho
6.99;< Contacto inicial derecho
7.06;> Despegue izquierdo
7.5;< Contacto inicial izquierdo
7.56;> Despegue derecho
8.01;< Contacto inicial derecho
8.09;> Despegue izquierdo
8.5;< Contacto inicial izquierdo
8.57;> Despegue derecho
9.03;< Contacto inicial derecho
9.09;> Despegue izquierdo
9.46;< Contacto inicial izquierdo
9.54;> Despegue derecho
9.99;< Contacto inicial derecho
10.07;> Despegue izquierdo
10.45;< Contacto inicial izquierdo
10.53;> Despegue derecho
10.97;< Contacto inicial derecho
11.05;> Despegue izquierdo
11.44;< Contacto inicial izquierdo
11.51;> Despegue derecho
11.97;< Contacto inicial derecho
12.04;> Despegue izquierdo
12.41;< Contacto inicial izquierdo
12.49;> Despegue derecho
12.96;< Contacto inicial derecho
13.03;> Despegue izquierdo
13.39;< Contacto inicial izquierdo
13.46;> Despegue derecho
13.95;< Contacto inicial derecho
14.02;> Despegue izquierdo
14.35;< Contacto inicial izquierdo
14.43;> Despegue derecho
14.91;< Contacto inicial derecho
14.98;> Despegue izquierdo
15.32;< Contacto inicial izquierdo
15.41;> Despegue derecho
15.89;< Contacto inicial derecho
15.97;> Despegue izquierdo
16.29;< Contacto inicial izquierdo
16.39;> Despegue derecho
16.91;< Contacto inicial derecho
17;> Despegue izquierdo
17.33;< Contacto inicial izquierdo
17.47;> Despegue derecho
18.08;< Contacto inicial derecho
18.53;> Despegue izquierdo
19.5;< Contacto inicial izquierdo
19.56;> Despegue derecho
20.03;< Contacto inicial derecho
20.1;> Despegue izquierdo
20.47;< Contacto inicial izquierdo
20.54;> Despegue derecho
21.01;< Contacto inicial derecho
21.08;> Despegue izquierdo
21.43;< Contacto inicial izquierdo
21.52;> Despegue derecho
22;< Contacto inicial derecho
22.08;> Despegue izquierdo
22.47;< Contacto inicial izquierdo
22.55;> Despegue derecho
23.01;< Contacto inicial derecho
23.08;> Despegue izquierdo
23.42;< Contacto inicial izquierdo
23.51;> Despegue derecho
23.97;< Contacto inicial derecho
24.04;> Despegue izquierdo
24.36;< Contacto inicial izquierdo
24.46;> Despegue derecho
24.94;< Contacto inicial derecho
25.02;> Despegue izquierdo
25.37;< Contacto inicial izquierdo
25.46;> Despegue derecho
25.9;< Contacto inicial derecho
25.97;> Despegue izquierdo
26.32;< Contacto inicial izquierdo
26.41;> Despegue derecho
26.91;< Contacto inicial derecho
26.98;> Despegue izquierdo
27.28;< Contacto inicial izquierdo
27.38;> Despegue derecho
27.89;< Contacto inicial derecho
27.96;> Despegue izquierdo
28.28;< Contacto inicial izquierdo
28.39;> Despegue derecho
28.9;< Contacto inicial derecho
28.98;> Despegue izquierdo
29.31;< Contacto inicial izquierdo
29.42;> Despegue derecho
29.93;< Contacto inicial derecho
30;> Despegue izquierdo
30.33;< Contacto inicial izquierdo
30.43;> Despegue derecho
30.94;< Contacto inicial derecho
31.03;> Despegue izquierdo
32.01;< Contacto inicial derecho
32.15;> Despegue izquierdo
33.02;< Contacto inicial izquierdo
33.11;> Despegue derecho
34.08;< Contacto inicial izquierdo
34.14;> Despegue derecho
34.63;< Contacto inicial derecho
34.7;> Despegue izquierdo
34.82;< Contacto inicial izquierdo
35;> Despegue derecho
35.52;< Contacto inicial derecho
35.61;> Despegue izquierdo
35.83;< Contacto inicial izquierdo
36.02;> Despegue derecho
36.58;< Contacto inicial derecho
36.65;> Despegue izquierdo
36.8;< Contacto inicial izquierdo
36.96;> Despegue derecho
37.51;< Contacto inicial derecho
37.58;> Despegue izquierdo
37.74;< Contacto inicial izquierdo
37.93;> Despegue derecho
38.49;< Contacto inicial derecho
38.56;> Despegue izquierdo
38.71;< Contacto inicial izquierdo
38.89;> Despegue derecho
39.41;< Contacto inicial derecho
39.49;> Despegue izquierdo
39.8;< Contacto inicial izquierdo
39.91;> Despegue derecho
40.37;< Contacto inicial derecho
40.45;> Despegue izquierdo
40.65;< Contacto inicial izquierdo
40.81;> Despegue derecho
41.32;< Contacto inicial derecho
41.4;> Despegue izquierdo
41.61;< Contacto inicial izquierdo
41.78;> Despegue derecho
42.31;< Contacto inicial derecho
42.39;> Despegue izquierdo
42.56;< Contacto inicial izquierdo
42.72;> Despegue derecho
43.26;< Contacto inicial derecho
43.34;> Despegue izquierdo
44.23;< Contacto inicial derecho
44.31;> Despegue izquierdo
45.2;< Contacto inicial derecho
45.3;> Despegue izquierdo
47.29;< Contacto inicial izquierdo
47.36;> Despegue derecho
47.77;< Contacto inicial derecho
47.83;> Despegue izquierdo
48.2;< Contacto inicial izquierdo
48.29;> Despegue derecho
48.74;< Contacto inicial derecho
48.8;> Despegue izquierdo
48.94;< Contacto inicial izquierdo
49.12;> Despegue derecho
49.68;< Contacto inicial derecho
49.75;> Despegue izquierdo
49.91;< Contacto inicial izquierdo
50.08;> Despegue derecho
50.63;< Contacto inicial derecho
50.7;> Despegue izquierdo
50.89;< Contacto inicial izquierdo
51.05;> Despegue derecho
51.58;< Contacto inicial derecho
51.66;> Despegue izquierdo
51.85;< Contacto inicial izquierdo
52.02;> Despegue derecho
52.54;< Contacto inicial derecho
52.61;> Despegue izquierdo
52.77;< Contacto inicial izquierdo
