Tiempo;Evento
1.92;Posición inicial
3.89;< Contacto inicial derecho
3.94;> Despegue izquierdo
4.26;< Contacto inicial izquierdo
4.32;> Despegue derecho
4.69;< Contacto inicial derecho
4.74;> Despegue izquierdo
5.05;< Contacto inicial izquierdo
5.11;> Despegue derecho
5.5;< Contacto inicial derecho
5.54;> Despegue izquierdo
5.87;< Contacto inicial izquierdo
5.94;> Despegue derecho
6.3;< Contacto inicial derecho
6.34;> Despegue izquierdo
6.67;< Contacto inicial izquierdo
6.74;> Despegue derecho
7.09;< Contacto inicial derecho
7.14;> Despegue izquierdo
7.47;< Contacto inicial izquierdo
7.54;> Despegue derecho
7.89;< Contacto inicial derecho
7.94;> Despegue izquierdo
8.26;< Contacto inicial izquierdo
8.33;> Despegue derecho
8.68;< Contacto inicial derecho
8.73;> Despegue izquierdo
9.06;< Contacto inicial izquierdo
9.13;> Despegue derecho
9.48;< Contacto inicial derecho
9.53;> Despegue izquierdo
9.87;< Contacto inicial izquierdo
9.94;> Despegue derecho
10.3;< Contacto inicial derecho
10.36;> Despegue izquierdo
10.72;< Contacto inicial izquierdo
10.81;> Despegue derecho
11.18;< Contacto inicial derecho
11.26;> Despegue izquierdo
