Flexo-extensión cadera derecha_Y,Flexo-extensión cadera izquierda_Y,Abducción-aducción cadera derecha_Y,Abducción-aducción cadera izquierda_Y,Rotación cadera derecha_Y,Rotación cadera izquierda_Y,SourceFile,Flexo-extensión codo derecho_Y,Flexo-extensión codo izquierdo_Y,Flexo-extensión cuello_Y,Flexión lateral cuello_Y,Rotación cuello_Y,Flexo-extensión hombro derecho_Y,Flexo-extensión hombro izquierdo_Y,Abducción-aducción hombro derecho_Y,Abducción-aducción hombro izquierdo_Y,Rotación hombro derecho_Y,Rotación hombro izquierdo_Y,Flexo-extensión muñeca derecha_Y,Flexo-extensión muñeca izquierda_Y,Abducción-aducción muñeca derecha_Y,Abducción-aducción muñeca izquierda_Y,Rotación muñeca derecha_Y,Rotación muñeca izquierda_Y,Rotación pelvis_Y,Inclinación pelvis_Y,Oblicuidad pelvis_Y,Flexo-extensión rodilla derecha_Y,Flexo-extensión rodilla izquierda_Y,Abducción-aducción rodilla derecha_Y,Abducción-aducción rodilla izquierda_Y,Rotación rodilla derecha_Y,Rotación rodilla izquierda_Y,Dorsiflexión-plantarflexión tobillo izquierdo_Y,Dorsiflexión-plantarflexión tobillo izquierdo_X.1,Dorsiflexión-plantarflexión tobillo izquierdo_Y.1,Eversión-inversión tobillo derecho_Y,Eversión-inversión tobillo izquierdo_Y,Rotación tobillo derecho_Y,Rotación tobillo izquierdo_Y,Flexo-extensión torso_Y,Flexión lateral torso_Y,Rotación torso_Y,Inclinación torso_Y
-1.32648,-1.32836,0.29241,-1.12263,0.36177,0.31552,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.32117,-1.32506,0.29343,-1.11771,0.36091,0.31554,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.31425,-1.32121,0.29463,-1.11117,0.35944,0.31432,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.30546,-1.31696,0.29595,-1.10287,0.35721,0.31143,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.29455,-1.31252,0.29729,-1.09275,0.35408,0.30647,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.28124,-1.30815,0.29852,-1.08079,0.3499,0.29905,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.26524,-1.30415,0.29947,-1.06706,0.34452,0.28891,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.24627,-1.30081,0.29999,-1.05165,0.33776,0.27591,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.22408,-1.29838,0.29992,-1.03473,0.32944,0.26007,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.19849,-1.29702,0.2991,-1.01652,0.31938,0.24158,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.1694,-1.29678,0.29744,-0.99728,0.30741,0.22079,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.13687,-1.29758,0.29486,-0.97733,0.29343,0.19815,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.10109,-1.29917,0.29139,-0.957,0.27742,0.17419,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.06248,-1.30118,0.28708,-0.93664,0.2595,0.14946,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.02162,-1.30314,0.28208,-0.91659,0.23989,0.12449,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.97925,-1.30448,0.27654,-0.89712,0.21893,0.09979,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.93626,-1.30462,0.27067,-0.87845,0.19709,0.07581,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.89359,-1.30298,0.26463,-0.86072,0.17485,0.05297,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.85218,-1.29907,0.25858,-0.84394,0.15273,0.03159,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.81288,-1.29248,0.2526,-0.82805,0.13122,0.01193,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.77639,-1.28293,0.24674,-0.81291,0.11074,-0.00585,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.74317,-1.2703,0.24098,-0.79832,0.09165,-0.0217,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71345,-1.25462,0.23528,-0.78408,0.07418,-0.03568,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68719,-1.23608,0.22959,-0.76999,0.05844,-0.04799,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66408,-1.215,0.22386,-0.75589,0.04446,-0.05893,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.64362,-1.19181,0.21805,-0.74169,0.03214,-0.06886,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62518,-1.16703,0.21218,-0.7274,0.0213,-0.07822,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.60807,-1.14119,0.20631,-0.71308,0.01172,-0.08745,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.59161,-1.11488,0.20049,-0.69888,0.00316,-0.09697,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.57525,-1.08863,0.19484,-0.68497,-0.00459,-0.10715,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.55856,-1.06295,0.18945,-0.67159,-0.0117,-0.11825,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.54134,-1.03828,0.18441,-0.65892,-0.0183,-0.1304,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.52355,-1.01498,0.17978,-0.64715,-0.02444,-0.14359,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.50533,-0.99332,0.17561,-0.63644,-0.03014,-0.15762,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.48695,-0.97347,0.17193,-0.62691,-0.0354,-0.1721,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.46878,-0.9555,0.16876,-0.61862,-0.04018,-0.1865,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.45119,-0.93941,0.16609,-0.61163,-0.04451,-0.20014,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.43458,-0.92508,0.16394,-0.60597,-0.04839,-0.21223,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.41929,-0.91231,0.16231,-0.60166,-0.05189,-0.22193,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.40558,-0.90083,0.1612,-0.59868,-0.0551,-0.22843,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39367,-0.89027,0.1606,-0.59701,-0.05815,-0.23095,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38368,-0.88023,0.16048,-0.59654,-0.06114,-0.22885,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.37569,-0.87024,0.16079,-0.59716,-0.06418,-0.22168,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3697,-0.85979,0.16146,-0.59864,-0.06729,-0.20924,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36572,-0.84839,0.1624,-0.60074,-0.07042,-0.19158,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36371,-0.8356,0.16351,-0.60316,-0.07343,-0.1691,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36364,-0.82102,0.1647,-0.60556,-0.07607,-0.14247,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36547,-0.80442,0.16587,-0.60764,-0.07802,-0.11259,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
