Tiempo;Evento
3.32;Posición inicial
5.55;< Contacto inicial izquierdo
5.63;> Despegue derecho
6.1;< Contacto inicial derecho
6.19;> Despegue izquierdo
6.58;< Contacto inicial izquierdo
6.67;> Despegue derecho
7.1;< Contacto inicial derecho
7.2;> Despegue izquierdo
7.58;< Contacto inicial izquierdo
7.67;> Despegue derecho
8.09;< Contacto inicial derecho
8.18;> Despegue izquierdo
8.56;< Contacto inicial izquierdo
8.64;> Despegue derecho
9.03;< Contacto inicial derecho
9.12;> Despegue izquierdo
9.46;< Contacto inicial izquierdo
9.55;> Despegue derecho
9.94;< Contacto inicial derecho
10.03;> Despegue izquierdo
10.39;< Contacto inicial izquierdo
10.47;> Despegue derecho
10.86;< Contacto inicial derecho
10.95;> Despegue izquierdo
11.28;< Contacto inicial izquierdo
11.35;> Despegue derecho
11.74;< Contacto inicial derecho
11.83;> Despegue izquierdo
12.16;< Contacto inicial izquierdo
12.23;> Despegue derecho
12.61;< Contacto inicial derecho
12.7;> Despegue izquierdo
12.86;< Contacto inicial izquierdo
13.01;> Despegue derecho
13.46;< Contacto inicial derecho
13.55;> Despegue izquierdo
13.73;< Contacto inicial izquierdo
13.88;> Despegue derecho
14.33;< Contacto inicial derecho
14.43;> Despegue izquierdo
14.6;< Contacto inicial izquierdo
14.75;> Despegue derecho
15.2;< Contacto inicial derecho
15.3;> Despegue izquierdo
15.48;< Contacto inicial izquierdo
15.62;> Despegue derecho
16.06;< Contacto inicial derecho
16.16;> Despegue izquierdo
16.48;< Contacto inicial izquierdo
16.56;> Despegue derecho
16.92;< Contacto inicial derecho
17.03;> Despegue izquierdo
17.3;< Contacto inicial izquierdo
17.41;> Despegue derecho
17.79;< Contacto inicial derecho
17.92;> Despegue izquierdo
