Tiempo;Evento
1.4;Posición inicial
3.36;< Contacto inicial derecho
3.4;> Despegue izquierdo
3.8;< Contacto inicial izquierdo
3.84;> Despegue derecho
4.22;< Contacto inicial derecho
4.27;> Despegue izquierdo
4.62;< Contacto inicial izquierdo
4.67;> Despegue derecho
5.02;< Contacto inicial derecho
5.08;> Despegue izquierdo
5.44;< Contacto inicial izquierdo
5.48;> Despegue derecho
5.84;< Contacto inicial derecho
5.9;> Despegue izquierdo
6.25;< Contacto inicial izquierdo
6.3;> Despegue derecho
6.66;< Contacto inicial derecho
6.73;> Despegue izquierdo
7.07;< Contacto inicial izquierdo
7.12;> Despegue derecho
7.49;< Contacto inicial derecho
7.55;> Despegue izquierdo
7.89;< Contacto inicial izquierdo
7.94;> Despegue derecho
8.31;< Contacto inicial derecho
8.38;> Despegue izquierdo
8.72;< Contacto inicial izquierdo
8.77;> Despegue derecho
9.17;< Contacto inicial derecho
9.24;> Despegue izquierdo
9.36;< Contacto inicial izquierdo
9.53;> Despegue derecho
10.05;< Contacto inicial derecho
10.13;> Despegue izquierdo
10.26;< Contacto inicial izquierdo
10.44;> Despegue derecho
10.95;< Contacto inicial derecho
11.07;> Despegue izquierdo
