Tiempo;Evento
1.17;Posición inicial
3.14;< Contacto inicial izquierdo
3.41;> Despegue derecho
4.79;< Contacto inicial izquierdo
5.01;> Despegue derecho
5.82;< Contacto inicial derecho
5.94;> Despegue izquierdo
6.51;< Contacto inicial izquierdo
6.55;> Despegue derecho
7.69;< Contacto inicial izquierdo
7.73;> Despegue derecho
8.4;< Contacto inicial derecho
8.55;> Despegue izquierdo
8.74;< Contacto inicial izquierdo
8.94;> Despegue derecho
10;< Contacto inicial derecho
10.02;< Contacto inicial izquierdo
10.26;> Despegue izquierdo
10.27;> Despegue derecho
11.34;< Contacto inicial izquierdo
11.59;> Despegue derecho
12.4;< Contacto inicial derecho
12.51;> Despegue izquierdo
12.64;< Contacto inicial izquierdo
12.87;> Despegue derecho
13.99;< Contacto inicial izquierdo
14.18;> Despegue derecho
15.27;< Contacto inicial derecho
15.48;> Despegue izquierdo
15.6;< Contacto inicial izquierdo
15.65;> Despegue derecho
16.26;< Contacto inicial derecho
16.4;> Despegue izquierdo
16.63;< Contacto inicial izquierdo
16.83;> Despegue derecho
18.01;< Contacto inicial izquierdo
18.2;> Despegue derecho
18.9;< Contacto inicial derecho
19.02;> Despegue izquierdo
19.27;< Contacto inicial izquierdo
19.46;> Despegue derecho
20.95;< Contacto inicial izquierdo
21.01;> Despegue derecho
21.88;< Contacto inicial izquierdo
22.09;> Despegue derecho
23.18;< Contacto inicial izquierdo
23.4;> Despegue derecho
24.49;< Contacto inicial izquierdo
24.53;< Contacto inicial derecho
24.71;> Despegue derecho
24.73;> Despegue izquierdo
25.56;< Contacto inicial izquierdo
25.68;> Despegue derecho
25.7;< Contacto inicial derecho
25.75;> Despegue izquierdo
26.71;< Contacto inicial derecho
26.77;> Despegue izquierdo
27.91;< Contacto inicial derecho
28.53;> Despegue izquierdo
28.88;< Contacto inicial derecho
29.02;> Despegue izquierdo
29.04;< Contacto inicial izquierdo
29.1;> Despegue derecho
30.54;< Contacto inicial derecho
30.79;> Despegue izquierdo
30.96;< Contacto inicial izquierdo
31;> Despegue derecho
32.27;< Contacto inicial izquierdo
32.31;> Despegue derecho
32.79;< Contacto inicial derecho
32.9;> Despegue izquierdo
33.47;< Contacto inicial izquierdo
33.53;> Despegue derecho
34.82;< Contacto inicial izquierdo
34.88;> Despegue derecho
36.21;< Contacto inicial izquierdo
36.28;> Despegue derecho
37.66;< Contacto inicial izquierdo
37.72;> Despegue derecho
38.25;< Contacto inicial derecho
38.37;> Despegue izquierdo
38.57;< Contacto inicial izquierdo
38.82;> Despegue derecho
40.27;< Contacto inicial izquierdo
40.33;> Despegue derecho
41.22;< Contacto inicial derecho
41.47;> Despegue izquierdo
41.58;< Contacto inicial izquierdo
41.65;> Despegue derecho
42.28;< Contacto inicial derecho
42.44;> Despegue izquierdo
43.08;< Contacto inicial izquierdo
43.15;> Despegue derecho
44.12;< Contacto inicial derecho
44.17;< Contacto inicial izquierdo
44.38;> Despegue izquierdo
44.4;> Despegue derecho
45.38;< Contacto inicial derecho
45.45;> Despegue izquierdo
45.99;< Contacto inicial izquierdo
46.06;> Despegue derecho
47.01;< Contacto inicial izquierdo
47.21;> Despegue derecho
47.89;< Contacto inicial derecho
48.04;> Despegue izquierdo
48.61;< Contacto inicial izquierdo
48.65;> Despegue derecho
49.5;< Contacto inicial derecho
49.76;> Despegue izquierdo
49.89;< Contacto inicial izquierdo
49.95;> Despegue derecho
50.63;< Contacto inicial derecho
50.77;> Despegue izquierdo
51.36;< Contacto inicial izquierdo
51.44;> Despegue derecho
52.05;< Contacto inicial derecho
52.24;> Despegue izquierdo
52.91;< Contacto inicial izquierdo
52.93;> Despegue derecho
53.96;< Contacto inicial izquierdo
54.07;> Despegue derecho
54.77;< Contacto inicial izquierdo
54.88;> Despegue derecho
56.07;< Contacto inicial derecho
56.25;> Despegue izquierdo
56.89;< Contacto inicial izquierdo
56.92;> Despegue derecho
57.54;< Contacto inicial derecho
57.71;> Despegue izquierdo
58.38;< Contacto inicial izquierdo
58.41;> Despegue derecho
59.01;< Contacto inicial derecho
59.13;> Despegue izquierdo
59.71;< Contacto inicial izquierdo
59.79;> Despegue derecho
60.77;< Contacto inicial izquierdo
60.8;< Contacto inicial derecho
61.01;> Despegue derecho
61.03;> Despegue izquierdo
62.16;< Contacto inicial derecho
62.18;> Despegue izquierdo
62.6;< Contacto inicial izquierdo
62.63;> Despegue derecho
63.27;< Contacto inicial derecho
63.42;> Despegue izquierdo
63.6;< Contacto inicial izquierdo
63.81;> Despegue derecho
66.7;< Contacto inicial derecho
66.73;> Despegue izquierdo
