Tiempo;Evento
3.59;Posición inicial
5.79;< Contacto inicial derecho
5.86;> Despegue izquierdo
6.28;< Contacto inicial izquierdo
6.35;> Despegue derecho
6.82;< Contacto inicial derecho
6.9;> Despegue izquierdo
7.27;< Contacto inicial izquierdo
7.35;> Despegue derecho
7.85;< Contacto inicial derecho
7.93;> Despegue izquierdo
8.22;< Contacto inicial izquierdo
8.34;> Despegue derecho
8.86;< Contacto inicial derecho
8.95;> Despegue izquierdo
9.33;< Contacto inicial izquierdo
9.41;> Despegue derecho
9.88;< Contacto inicial derecho
9.97;> Despegue izquierdo
10.3;< Contacto inicial izquierdo
10.4;> Despegue derecho
10.91;< Contacto inicial derecho
11;> Despegue izquierdo
11.36;< Contacto inicial izquierdo
11.44;> Despegue derecho
11.93;< Contacto inicial derecho
12.01;> Despegue izquierdo
12.4;< Contacto inicial izquierdo
12.48;> Despegue derecho
12.94;< Contacto inicial derecho
13.02;> Despegue izquierdo
13.39;< Contacto inicial izquierdo
13.48;> Despegue derecho
13.97;< Contacto inicial derecho
14.05;> Despegue izquierdo
14.38;< Contacto inicial izquierdo
14.48;> Despegue derecho
14.99;< Contacto inicial derecho
15.07;> Despegue izquierdo
15.45;< Contacto inicial izquierdo
15.53;> Despegue derecho
16.01;< Contacto inicial derecho
16.1;> Despegue izquierdo
16.46;< Contacto inicial izquierdo
16.55;> Despegue derecho
17.04;< Contacto inicial derecho
17.13;> Despegue izquierdo
17.44;< Contacto inicial izquierdo
17.58;> Despegue derecho
18.29;< Contacto inicial derecho
18.67;> Despegue izquierdo
