Tiempo;Evento
2.13;Posición inicial
4.52;< Contacto inicial izquierdo
4.57;> Despegue derecho
4.97;< Contacto inicial derecho
5.01;> Despegue izquierdo
5.42;< Contacto inicial izquierdo
5.48;> Despegue derecho
5.88;< Contacto inicial derecho
5.91;> Despegue izquierdo
6.32;< Contacto inicial izquierdo
6.38;> Despegue derecho
6.75;< Contacto inicial derecho
6.79;> Despegue izquierdo
7.19;< Contacto inicial izquierdo
7.26;> Despegue derecho
7.64;< Contacto inicial derecho
7.68;> Despegue izquierdo
8.1;< Contacto inicial izquierdo
8.16;> Despegue derecho
8.23;< Contacto inicial derecho
8.42;> Despegue izquierdo
8.93;< Contacto inicial izquierdo
9;> Despegue derecho
9.37;< Contacto inicial derecho
9.41;> Despegue izquierdo
9.81;< Contacto inicial izquierdo
9.87;> Despegue derecho
10.23;< Contacto inicial derecho
10.27;> Despegue izquierdo
10.66;< Contacto inicial izquierdo
10.73;> Despegue derecho
10.83;< Contacto inicial derecho
11;> Despegue izquierdo
11.49;< Contacto inicial izquierdo
11.56;> Despegue derecho
11.66;< Contacto inicial derecho
11.83;> Despegue izquierdo
12.34;< Contacto inicial izquierdo
12.42;> Despegue derecho
12.54;< Contacto inicial derecho
12.71;> Despegue izquierdo
13.22;< Contacto inicial izquierdo
13.29;> Despegue derecho
13.41;< Contacto inicial derecho
13.58;> Despegue izquierdo
14.09;< Contacto inicial izquierdo
14.16;> Despegue derecho
14.28;< Contacto inicial derecho
14.45;> Despegue izquierdo
14.97;< Contacto inicial izquierdo
15.04;> Despegue derecho
15.14;< Contacto inicial derecho
15.32;> Despegue izquierdo
15.85;< Contacto inicial izquierdo
15.92;> Despegue derecho
16.31;< Contacto inicial derecho
16.35;> Despegue izquierdo
16.74;< Contacto inicial izquierdo
16.81;> Despegue derecho
17.21;< Contacto inicial derecho
17.24;> Despegue izquierdo
17.65;< Contacto inicial izquierdo
17.73;> Despegue derecho
18.14;< Contacto inicial derecho
18.17;> Despegue izquierdo
18.55;< Contacto inicial izquierdo
18.63;> Despegue derecho
18.99;< Contacto inicial derecho
19.05;> Despegue izquierdo
20.73;< Contacto inicial derecho
20.77;> Despegue izquierdo
21.18;< Contacto inicial izquierdo
21.23;> Despegue derecho
21.63;< Contacto inicial derecho
21.67;> Despegue izquierdo
22.06;< Contacto inicial izquierdo
22.12;> Despegue derecho
22.51;< Contacto inicial derecho
22.56;> Despegue izquierdo
22.94;< Contacto inicial izquierdo
23.01;> Despegue derecho
23.4;< Contacto inicial derecho
23.44;> Despegue izquierdo
23.83;< Contacto inicial izquierdo
23.9;> Despegue derecho
24.28;< Contacto inicial derecho
24.32;> Despegue izquierdo
24.72;< Contacto inicial izquierdo
24.79;> Despegue derecho
25.17;< Contacto inicial derecho
25.21;> Despegue izquierdo
25.61;< Contacto inicial izquierdo
25.68;> Despegue derecho
26.09;< Contacto inicial derecho
26.13;> Despegue izquierdo
26.54;< Contacto inicial izquierdo
26.61;> Despegue derecho
26.99;< Contacto inicial derecho
27.03;> Despegue izquierdo
27.43;< Contacto inicial izquierdo
27.5;> Despegue derecho
27.89;< Contacto inicial derecho
27.94;> Despegue izquierdo
28.35;< Contacto inicial izquierdo
28.42;> Despegue derecho
28.81;< Contacto inicial derecho
28.85;> Despegue izquierdo
29.26;< Contacto inicial izquierdo
29.33;> Despegue derecho
29.43;< Contacto inicial derecho
29.63;> Despegue izquierdo
30.19;< Contacto inicial izquierdo
30.26;> Despegue derecho
30.67;< Contacto inicial derecho
30.71;> Despegue izquierdo
31.12;< Contacto inicial izquierdo
31.19;> Despegue derecho
31.6;< Contacto inicial derecho
31.64;> Despegue izquierdo
32.03;< Contacto inicial izquierdo
32.1;> Despegue derecho
32.49;< Contacto inicial derecho
32.53;> Despegue izquierdo
32.95;< Contacto inicial izquierdo
33.02;> Despegue derecho
33.42;< Contacto inicial derecho
33.46;> Despegue izquierdo
33.86;< Contacto inicial izquierdo
33.93;> Despegue derecho
34.31;< Contacto inicial derecho
34.36;> Despegue izquierdo
34.74;< Contacto inicial izquierdo
34.81;> Despegue derecho
35.2;< Contacto inicial derecho
35.24;> Despegue izquierdo
35.6;< Contacto inicial izquierdo
35.7;> Despegue derecho
35.8;< Contacto inicial derecho
35.8;> Despegue izquierdo
36.11;< Contacto inicial izquierdo
36.26;> Despegue derecho
37.55;< Contacto inicial izquierdo
37.61;> Despegue derecho
38.04;< Contacto inicial derecho
38.08;> Despegue izquierdo
38.57;< Contacto inicial izquierdo
38.63;> Despegue derecho
39.03;< Contacto inicial derecho
39.07;> Despegue izquierdo
39.49;< Contacto inicial izquierdo
39.55;> Despegue derecho
39.93;< Contacto inicial derecho
39.97;> Despegue izquierdo
40.39;< Contacto inicial izquierdo
40.45;> Despegue derecho
40.84;< Contacto inicial derecho
40.88;> Despegue izquierdo
41.28;< Contacto inicial izquierdo
41.35;> Despegue derecho
41.75;< Contacto inicial derecho
41.79;> Despegue izquierdo
42.22;< Contacto inicial izquierdo
42.29;> Despegue derecho
42.68;< Contacto inicial derecho
42.72;> Despegue izquierdo
43.12;< Contacto inicial izquierdo
43.19;> Despegue derecho
43.57;< Contacto inicial derecho
43.61;> Despegue izquierdo
44.02;< Contacto inicial izquierdo
44.09;> Despegue derecho
44.18;< Contacto inicial derecho
44.37;> Despegue izquierdo
44.93;< Contacto inicial izquierdo
45;> Despegue derecho
45.41;< Contacto inicial derecho
45.45;> Despegue izquierdo
45.84;< Contacto inicial izquierdo
45.91;> Despegue derecho
46.31;< Contacto inicial derecho
46.35;> Despegue izquierdo
46.75;< Contacto inicial izquierdo
46.82;> Despegue derecho
47.21;< Contacto inicial derecho
47.25;> Despegue izquierdo
47.66;< Contacto inicial izquierdo
47.73;> Despegue derecho
48.12;< Contacto inicial derecho
48.16;> Despegue izquierdo
48.56;< Contacto inicial izquierdo
48.63;> Despegue derecho
49.02;< Contacto inicial derecho
49.06;> Despegue izquierdo
49.48;< Contacto inicial izquierdo
49.55;> Despegue derecho
49.95;< Contacto inicial derecho
49.99;> Despegue izquierdo
50.39;< Contacto inicial izquierdo
50.46;> Despegue derecho
50.85;< Contacto inicial derecho
50.89;> Despegue izquierdo
51.29;< Contacto inicial izquierdo
51.36;> Despegue derecho
51.76;< Contacto inicial derecho
51.8;> Despegue izquierdo
52.21;< Contacto inicial izquierdo
52.29;> Despegue derecho
52.72;< Contacto inicial derecho
52.75;> Despegue izquierdo
52.87;< Contacto inicial izquierdo
53.04;> Despegue derecho
55.55;< Contacto inicial izquierdo
55.6;> Despegue derecho
56.02;< Contacto inicial derecho
56.07;> Despegue izquierdo
56.5;< Contacto inicial izquierdo
56.55;> Despegue derecho
56.94;< Contacto inicial derecho
56.98;> Despegue izquierdo
57.38;< Contacto inicial izquierdo
57.44;> Despegue derecho
57.82;< Contacto inicial derecho
57.86;> Despegue izquierdo
58.25;< Contacto inicial izquierdo
58.32;> Despegue derecho
58.71;< Contacto inicial derecho
58.75;> Despegue izquierdo
59.14;< Contacto inicial izquierdo
59.21;> Despegue derecho
59.59;< Contacto inicial derecho
59.63;> Despegue izquierdo
60.04;< Contacto inicial izquierdo
60.1;> Despegue derecho
60.48;< Contacto inicial derecho
60.52;> Despegue izquierdo
60.91;< Contacto inicial izquierdo
60.98;> Despegue derecho
61.38;< Contacto inicial derecho
61.42;> Despegue izquierdo
61.82;< Contacto inicial izquierdo
61.89;> Despegue derecho
62.28;< Contacto inicial derecho
62.32;> Despegue izquierdo
62.72;< Contacto inicial izquierdo
62.8;> Despegue derecho
62.9;< Contacto inicial derecho
63.09;> Despegue izquierdo
63.64;< Contacto inicial izquierdo
63.72;> Despegue derecho
64.16;< Contacto inicial derecho
64.19;> Despegue izquierdo
64.58;< Contacto inicial izquierdo
64.65;> Despegue derecho
65.01;< Contacto inicial derecho
65.05;> Despegue izquierdo
65.21;< Contacto inicial izquierdo
65.38;> Despegue derecho
