Tiempo;Evento
3.56;Posición inicial
5.59;< Contacto inicial izquierdo
5.64;> Despegue derecho
6;< Contacto inicial derecho
6.04;> Despegue izquierdo
6.39;< Contacto inicial izquierdo
6.45;> Despegue derecho
6.79;< Contacto inicial derecho
6.84;> Despegue izquierdo
7.18;< Contacto inicial izquierdo
7.23;> Despegue derecho
7.59;< Contacto inicial derecho
7.64;> Despegue izquierdo
8;< Contacto inicial izquierdo
8.06;> Despegue derecho
8.41;< Contacto inicial derecho
8.46;> Despegue izquierdo
8.81;< Contacto inicial izquierdo
8.87;> Despegue derecho
9.22;< Contacto inicial derecho
9.27;> Despegue izquierdo
9.63;< Contacto inicial izquierdo
9.7;> Despegue derecho
10.06;< Contacto inicial derecho
10.11;> Despegue izquierdo
10.48;< Contacto inicial izquierdo
10.54;> Despegue derecho
10.9;< Contacto inicial derecho
10.96;> Despegue izquierdo
11.32;< Contacto inicial izquierdo
11.39;> Despegue derecho
11.76;< Contacto inicial derecho
11.82;> Despegue izquierdo
12.2;< Contacto inicial izquierdo
12.27;> Despegue derecho
12.65;< Contacto inicial derecho
12.71;> Despegue izquierdo
13.08;< Contacto inicial izquierdo
13.15;> Despegue derecho
13.53;< Contacto inicial derecho
13.59;> Despegue izquierdo
13.97;< Contacto inicial izquierdo
14.04;> Despegue derecho
14.43;< Contacto inicial derecho
14.49;> Despegue izquierdo
14.9;< Contacto inicial izquierdo
15;> Despegue derecho
17.26;< Contacto inicial derecho
17.79;> Despegue izquierdo
