Tiempo;Evento
2.56;Posición inicial
4.39;< Contacto inicial izquierdo
4.42;> Despegue derecho
4.86;< Contacto inicial derecho
4.89;> Despegue izquierdo
5.3;< Contacto inicial izquierdo
5.34;> Despegue derecho
5.78;< Contacto inicial derecho
5.82;> Despegue izquierdo
6.24;< Contacto inicial izquierdo
6.28;> Despegue derecho
6.72;< Contacto inicial derecho
6.76;> Despegue izquierdo
7.18;< Contacto inicial izquierdo
7.23;> Despegue derecho
7.66;< Contacto inicial derecho
7.69;> Despegue izquierdo
8.12;< Contacto inicial izquierdo
8.17;> Despegue derecho
8.61;< Contacto inicial derecho
8.64;> Despegue izquierdo
9.09;< Contacto inicial izquierdo
9.14;> Despegue derecho
9.56;< Contacto inicial derecho
9.59;> Despegue izquierdo
10.04;< Contacto inicial izquierdo
10.08;> Despegue derecho
10.54;< Contacto inicial derecho
10.57;> Despegue izquierdo
11.02;< Contacto inicial izquierdo
11.06;> Despegue derecho
11.5;< Contacto inicial derecho
11.53;> Despegue izquierdo
11.98;< Contacto inicial izquierdo
12.02;> Despegue derecho
12.46;< Contacto inicial derecho
12.49;> Despegue izquierdo
12.94;< Contacto inicial izquierdo
12.98;> Despegue derecho
13.44;< Contacto inicial derecho
13.47;> Despegue izquierdo
13.94;< Contacto inicial izquierdo
13.99;> Despegue derecho
14.46;< Contacto inicial derecho
14.5;< Contacto inicial izquierdo
14.5;> Despegue izquierdo
14.52;> Despegue derecho
15.77;< Contacto inicial derecho
15.81;> Despegue izquierdo
