Flexo-extensión cadera derecha_Y,Flexo-extensión cadera izquierda_Y,Abducción-aducción cadera derecha_Y,Abducción-aducción cadera izquierda_Y,Rotación cadera derecha_Y,Rotación cadera izquierda_Y,SourceFile,Flexo-extensión codo derecho_Y,Flexo-extensión codo izquierdo_Y,Flexo-extensión cuello_Y,Flexión lateral cuello_Y,Rotación cuello_Y,Flexo-extensión hombro derecho_Y,Flexo-extensión hombro izquierdo_Y,Abducción-aducción hombro derecho_Y,Abducción-aducción hombro izquierdo_Y,Rotación hombro derecho_Y,Rotación hombro izquierdo_Y,Flexo-extensión muñeca derecha_Y,Flexo-extensión muñeca izquierda_Y,Abducción-aducción muñeca derecha_Y,Abducción-aducción muñeca izquierda_Y,Rotación muñeca derecha_Y,Rotación muñeca izquierda_Y,Rotación pelvis_Y,Inclinación pelvis_Y,Oblicuidad pelvis_Y,Flexo-extensión rodilla derecha_Y,Flexo-extensión rodilla izquierda_Y,Abducción-aducción rodilla derecha_Y,Abducción-aducción rodilla izquierda_Y,Rotación rodilla derecha_Y,Rotación rodilla izquierda_Y,Dorsiflexión-plantarflexión tobillo izquierdo_Y,Dorsiflexión-plantarflexión tobillo izquierdo_X.1,Dorsiflexión-plantarflexión tobillo izquierdo_Y.1,Eversión-inversión tobillo derecho_Y,Eversión-inversión tobillo izquierdo_Y,Rotación tobillo derecho_Y,Rotación tobillo izquierdo_Y,Flexo-extensión torso_Y,Flexión lateral torso_Y,Rotación torso_Y,Inclinación torso_Y
-0.31578,-0.41288,0.01318,-0.08687,0.35966,-0.18401,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31461,-0.40782,0.01543,-0.08675,0.35836,-0.19134,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31355,-0.40164,0.01776,-0.08651,0.35625,-0.19928,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31268,-0.39441,0.02009,-0.08616,0.35328,-0.20744,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3121,-0.38633,0.02229,-0.08576,0.34945,-0.21536,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31186,-0.37765,0.02429,-0.08539,0.34483,-0.22254,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31201,-0.3687,0.02601,-0.08516,0.33957,-0.22848,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31256,-0.35989,0.02743,-0.0852,0.33388,-0.2327,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31351,-0.35163,0.02856,-0.08567,0.32796,-0.23476,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31481,-0.34435,0.02944,-0.0867,0.32203,-0.2343,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31638,-0.33844,0.03013,-0.08846,0.31624,-0.23106,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31812,-0.33422,0.03073,-0.09104,0.31073,-0.22487,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31989,-0.33191,0.03131,-0.09452,0.30559,-0.21576,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3215,-0.33157,0.03196,-0.09889,0.30091,-0.20389,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.32275,-0.33313,0.03272,-0.1041,0.29679,-0.18961,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.32341,-0.33634,0.03359,-0.10999,0.29334,-0.17345,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.32325,-0.34081,0.03456,-0.11637,0.29072,-0.15613,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.32207,-0.34603,0.03556,-0.12296,0.2891,-0.13844,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31972,-0.35139,0.0365,-0.12945,0.28863,-0.12123,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31612,-0.35631,0.0373,-0.13554,0.28944,-0.10535,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31129,-0.36018,0.03784,-0.14094,0.29155,-0.09152,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.30534,-0.36254,0.03803,-0.14542,0.2949,-0.08032,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.29849,-0.363,0.03781,-0.14879,0.29933,-0.07212,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.29102,-0.36137,0.03714,-0.15097,0.30457,-0.06706,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.28329,-0.35759,0.03601,-0.15197,0.31025,-0.06503,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.27564,-0.35179,0.03444,-0.1519,0.31599,-0.06572,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.26841,-0.34421,0.03251,-0.15094,0.32134,-0.0686,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.26188,-0.33526,0.03029,-0.14935,0.32591,-0.07299,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.25625,-0.32542,0.02789,-0.14745,0.32933,-0.07811,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.25164,-0.31524,0.02541,-0.14557,0.33129,-0.08314,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24808,-0.30531,0.02298,-0.14402,0.33159,-0.08722,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24549,-0.29619,0.02068,-0.14311,0.33013,-0.08958,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24371,-0.28842,0.0186,-0.14307,0.3269,-0.08957,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24251,-0.28243,0.01678,-0.14407,0.32205,-0.08671,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24159,-0.27853,0.01525,-0.1462,0.31581,-0.08071,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24063,-0.27691,0.01401,-0.14945,0.30852,-0.07155,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.23931,-0.27754,0.01303,-0.15374,0.30059,-0.05944,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.23733,-0.28025,0.01227,-0.15891,0.29248,-0.04487,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.23444,-0.28468,0.01168,-0.16474,0.28465,-0.0285,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2305,-0.2903,0.0112,-0.17095,0.27754,-0.01117,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.22543,-0.2965,0.01076,-0.17724,0.27155,0.0062,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.21929,-0.30258,0.01031,-0.18331,0.26701,0.02267,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.21222,-0.30787,0.00981,-0.18885,0.26415,0.03737,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.20446,-0.31172,0.00921,-0.19359,0.26312,0.04952,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.19632,-0.31361,0.00852,-0.19731,0.26396,0.05854,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.18814,-0.31316,0.00772,-0.19987,0.26662,0.06399,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.18031,-0.31017,0.00684,-0.20119,0.27092,0.06565,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17318,-0.30462,0.00594,-0.20129,0.27663,0.06349,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16708,-0.2967,0.00509,-0.20027,0.28339,0.05768,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16226,-0.28678,0.00438,-0.19832,0.29079,0.04858,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15891,-0.27539,0.0039,-0.19567,0.29836,0.03672,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15713,-0.2632,0.00375,-0.1926,0.30557,0.02284,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15694,-0.25095,0.004,-0.18943,0.31191,0.0078,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15827,-0.23945,0.0047,-0.18644,0.31687,-0.00744,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16098,-0.22946,0.00585,-0.18391,0.32006,-0.02186,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16483,-0.22169,0.00739,-0.18208,0.32118,-0.03448,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16956,-0.2167,0.00924,-0.18113,0.32008,-0.04446,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17482,-0.21485,0.01126,-0.18115,0.31679,-0.05115,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.18023,-0.2163,0.01329,-0.18217,0.31148,-0.05417,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.18541,-0.22094,0.01513,-0.18412,0.3045,-0.05348,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.19,-0.22844,0.01663,-0.18686,0.29629,-0.04935,Caderas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
