Tiempo;Evento
3.79;Posición inicial
7.94;< Contacto inicial derecho
7.99;> Despegue izquierdo
8.39;< Contacto inicial izquierdo
8.47;> Despegue derecho
8.91;< Contacto inicial derecho
8.98;> Despegue izquierdo
9.4;< Contacto inicial izquierdo
9.48;> Despegue derecho
9.9;< Contacto inicial derecho
9.97;> Despegue izquierdo
10.39;< Contacto inicial izquierdo
10.47;> Despegue derecho
10.87;< Contacto inicial derecho
10.95;> Despegue izquierdo
11.38;< Contacto inicial izquierdo
11.46;> Despegue derecho
11.88;< Contacto inicial derecho
11.96;> Despegue izquierdo
12.41;< Contacto inicial izquierdo
12.49;> Despegue derecho
12.91;< Contacto inicial derecho
12.99;> Despegue izquierdo
13.44;< Contacto inicial izquierdo
13.52;> Despegue derecho
13.95;< Contacto inicial derecho
14.04;> Despegue izquierdo
14.47;< Contacto inicial izquierdo
14.55;> Despegue derecho
14.99;< Contacto inicial derecho
15.07;> Despegue izquierdo
15.52;< Contacto inicial izquierdo
15.6;> Despegue derecho
16.03;< Contacto inicial derecho
16.12;> Despegue izquierdo
16.57;< Contacto inicial izquierdo
16.65;> Despegue derecho
17.09;< Contacto inicial derecho
17.17;> Despegue izquierdo
17.62;< Contacto inicial izquierdo
17.69;> Despegue derecho
18.12;< Contacto inicial derecho
18.2;> Despegue izquierdo
18.64;< Contacto inicial izquierdo
18.72;> Despegue derecho
19.11;< Contacto inicial derecho
19.21;> Despegue izquierdo
19.64;< Contacto inicial izquierdo
19.97;> Despegue derecho
20.78;< Contacto inicial derecho
20.83;> Despegue izquierdo
21.25;< Contacto inicial izquierdo
21.32;> Despegue derecho
21.75;< Contacto inicial derecho
21.83;> Despegue izquierdo
22.25;< Contacto inicial izquierdo
22.33;> Despegue derecho
22.76;< Contacto inicial derecho
22.84;> Despegue izquierdo
23.29;< Contacto inicial izquierdo
23.37;> Despegue derecho
23.81;< Contacto inicial derecho
23.89;> Despegue izquierdo
24.34;< Contacto inicial izquierdo
24.42;> Despegue derecho
24.84;< Contacto inicial derecho
24.92;> Despegue izquierdo
25.37;< Contacto inicial izquierdo
25.45;> Despegue derecho
25.88;< Contacto inicial derecho
25.96;> Despegue izquierdo
26.4;< Contacto inicial izquierdo
26.48;> Despegue derecho
26.91;< Contacto inicial derecho
26.99;> Despegue izquierdo
27.44;< Contacto inicial izquierdo
27.52;> Despegue derecho
27.95;< Contacto inicial derecho
28.03;> Despegue izquierdo
28.47;< Contacto inicial izquierdo
28.54;> Despegue derecho
28.97;< Contacto inicial derecho
29.05;> Despegue izquierdo
29.51;< Contacto inicial izquierdo
29.58;> Despegue derecho
30.02;< Contacto inicial derecho
30.1;> Despegue izquierdo
30.55;< Contacto inicial izquierdo
30.62;> Despegue derecho
31.05;< Contacto inicial derecho
31.14;> Despegue izquierdo
31.61;< Contacto inicial izquierdo
31.7;> Despegue derecho
32.8;< Contacto inicial izquierdo
32.85;> Despegue derecho
33.39;< Contacto inicial derecho
33.44;> Despegue izquierdo
33.87;< Contacto inicial izquierdo
33.94;> Despegue derecho
34.37;< Contacto inicial derecho
34.44;> Despegue izquierdo
34.89;< Contacto inicial izquierdo
34.96;> Despegue derecho
35.37;< Contacto inicial derecho
35.45;> Despegue izquierdo
35.9;< Contacto inicial izquierdo
35.98;> Despegue derecho
36.38;< Contacto inicial derecho
36.46;> Despegue izquierdo
36.91;< Contacto inicial izquierdo
36.99;> Despegue derecho
37.42;< Contacto inicial derecho
37.5;> Despegue izquierdo
37.93;< Contacto inicial izquierdo
38;> Despegue derecho
38.41;< Contacto inicial derecho
38.5;> Despegue izquierdo
38.96;< Contacto inicial izquierdo
39.03;> Despegue derecho
39.44;< Contacto inicial derecho
39.53;> Despegue izquierdo
39.97;< Contacto inicial izquierdo
40.05;> Despegue derecho
40.46;< Contacto inicial derecho
40.55;> Despegue izquierdo
40.99;< Contacto inicial izquierdo
41.07;> Despegue derecho
41.48;< Contacto inicial derecho
41.57;> Despegue izquierdo
42.02;< Contacto inicial izquierdo
42.1;> Despegue derecho
42.52;< Contacto inicial derecho
42.6;> Despegue izquierdo
43.04;< Contacto inicial izquierdo
43.12;> Despegue derecho
43.51;< Contacto inicial derecho
43.6;> Despegue izquierdo
44.03;< Contacto inicial izquierdo
44.12;> Despegue derecho
45.68;< Contacto inicial derecho
45.73;> Despegue izquierdo
46.21;< Contacto inicial izquierdo
46.28;> Despegue derecho
46.7;< Contacto inicial derecho
46.77;> Despegue izquierdo
47.21;< Contacto inicial izquierdo
47.28;> Despegue derecho
47.69;< Contacto inicial derecho
47.77;> Despegue izquierdo
48.22;< Contacto inicial izquierdo
48.3;> Despegue derecho
48.72;< Contacto inicial derecho
48.79;> Despegue izquierdo
49.24;< Contacto inicial izquierdo
49.31;> Despegue derecho
49.73;< Contacto inicial derecho
49.81;> Despegue izquierdo
50.26;< Contacto inicial izquierdo
50.33;> Despegue derecho
50.75;< Contacto inicial derecho
50.83;> Despegue izquierdo
51.27;< Contacto inicial izquierdo
51.35;> Despegue derecho
51.77;< Contacto inicial derecho
51.85;> Despegue izquierdo
52.29;< Contacto inicial izquierdo
52.37;> Despegue derecho
52.78;< Contacto inicial derecho
52.86;> Despegue izquierdo
53.32;< Contacto inicial izquierdo
53.4;> Despegue derecho
53.83;< Contacto inicial derecho
53.91;> Despegue izquierdo
54.36;< Contacto inicial izquierdo
54.44;> Despegue derecho
54.85;< Contacto inicial derecho
54.92;> Despegue izquierdo
55.37;< Contacto inicial izquierdo
55.45;> Despegue derecho
55.85;< Contacto inicial derecho
