Tiempo;Evento
3.33;Posición inicial
5.23;< Contacto inicial derecho
5.27;> Despegue izquierdo
5.63;< Contacto inicial izquierdo
5.66;> Despegue derecho
6.02;< Contacto inicial derecho
6.06;> Despegue izquierdo
6.1;< Contacto inicial izquierdo
6.28;> Despegue derecho
6.74;< Contacto inicial derecho
6.79;> Despegue izquierdo
6.85;< Contacto inicial izquierdo
7.03;> Despegue derecho
7.51;< Contacto inicial derecho
7.56;> Despegue izquierdo
7.88;< Contacto inicial izquierdo
7.93;> Despegue derecho
8.27;< Contacto inicial derecho
8.32;> Despegue izquierdo
8.39;< Contacto inicial izquierdo
8.57;> Despegue derecho
9.03;< Contacto inicial derecho
9.07;> Despegue izquierdo
9.41;< Contacto inicial izquierdo
9.46;> Despegue derecho
9.8;< Contacto inicial derecho
9.84;> Despegue izquierdo
9.92;< Contacto inicial izquierdo
10.09;> Despegue derecho
10.57;< Contacto inicial derecho
10.61;> Despegue izquierdo
10.95;< Contacto inicial izquierdo
10.99;> Despegue derecho
11.03;< Contacto inicial derecho
11.03;> Despegue izquierdo
11.42;< Contacto inicial izquierdo
11.6;> Despegue derecho
12.06;< Contacto inicial derecho
12.1;> Despegue izquierdo
12.17;< Contacto inicial izquierdo
12.35;> Despegue derecho
12.81;< Contacto inicial derecho
12.86;> Despegue izquierdo
13.23;< Contacto inicial izquierdo
13.29;> Despegue derecho
13.61;< Contacto inicial derecho
13.7;> Despegue izquierdo
14.11;< Contacto inicial izquierdo
14.33;> Despegue derecho
16.03;< Contacto inicial izquierdo
16.07;> Despegue derecho
