Tiempo;Evento
4.6;Posición inicial
7.27;< Contacto inicial derecho
7.34;> Despegue izquierdo
7.78;< Contacto inicial izquierdo
7.86;> Despegue derecho
8.29;< Contacto inicial derecho
8.37;> Despegue izquierdo
8.74;< Contacto inicial izquierdo
8.83;> Despegue derecho
9.27;< Contacto inicial derecho
9.35;> Despegue izquierdo
9.7;< Contacto inicial izquierdo
9.8;> Despegue derecho
10.25;< Contacto inicial derecho
10.34;> Despegue izquierdo
10.68;< Contacto inicial izquierdo
10.78;> Despegue derecho
11.24;< Contacto inicial derecho
11.33;> Despegue izquierdo
11.66;< Contacto inicial izquierdo
11.76;> Despegue derecho
12.25;< Contacto inicial derecho
12.35;> Despegue izquierdo
12.68;< Contacto inicial izquierdo
12.79;> Despegue derecho
13.28;< Contacto inicial derecho
13.37;> Despegue izquierdo
13.71;< Contacto inicial izquierdo
13.83;> Despegue derecho
14.34;< Contacto inicial derecho
14.44;> Despegue izquierdo
14.8;< Contacto inicial izquierdo
14.92;> Despegue derecho
15.41;< Contacto inicial derecho
15.51;> Despegue izquierdo
15.88;< Contacto inicial izquierdo
16;> Despegue derecho
16.48;< Contacto inicial derecho
16.59;> Despegue izquierdo
16.96;< Contacto inicial izquierdo
17.19;> Despegue derecho
17.43;< Contacto inicial derecho
17.61;> Despegue izquierdo
18.05;< Contacto inicial izquierdo
18.2;> Despegue derecho
18.68;< Contacto inicial derecho
18.81;> Despegue izquierdo
