Tiempo;Evento
3.53;Posición inicial
5.74;< Contacto inicial izquierdo
5.79;> Despegue derecho
6.16;< Contacto inicial derecho
6.21;> Despegue izquierdo
6.57;< Contacto inicial izquierdo
6.62;> Despegue derecho
6.99;< Contacto inicial derecho
7.06;> Despegue izquierdo
7.4;< Contacto inicial izquierdo
7.45;> Despegue derecho
7.82;< Contacto inicial derecho
7.89;> Despegue izquierdo
8.03;< Contacto inicial izquierdo
8.17;> Despegue derecho
8.64;< Contacto inicial derecho
8.71;> Despegue izquierdo
8.86;< Contacto inicial izquierdo
9.01;> Despegue derecho
9.46;< Contacto inicial derecho
9.53;> Despegue izquierdo
9.67;< Contacto inicial izquierdo
9.81;> Despegue derecho
10.28;< Contacto inicial derecho
10.36;> Despegue izquierdo
10.52;< Contacto inicial izquierdo
10.65;> Despegue derecho
11.1;< Contacto inicial derecho
11.18;> Despegue izquierdo
11.34;< Contacto inicial izquierdo
11.47;> Despegue derecho
11.93;< Contacto inicial derecho
12;> Despegue izquierdo
12.15;< Contacto inicial izquierdo
12.3;> Despegue derecho
12.78;< Contacto inicial derecho
12.86;> Despegue izquierdo
13.01;< Contacto inicial izquierdo
13.15;> Despegue derecho
13.63;< Contacto inicial derecho
13.71;> Despegue izquierdo
13.89;< Contacto inicial izquierdo
14.03;> Despegue derecho
14.49;< Contacto inicial derecho
14.58;> Despegue izquierdo
14.84;< Contacto inicial izquierdo
14.94;> Despegue derecho
15.37;< Contacto inicial derecho
15.95;> Despegue izquierdo
