Index	PelvisX	PelvisY	PelvisZ	PelvisW	Left_ThighX	Left_ThighY	Left_ThighZ	Left_ThighW	Left_CalfX	Left_CalfY	Left_CalfZ	Left_CalfW	Left_FootX	Left_FootY	Left_FootZ	Left_FootW	Right_ThighX	Right_ThighY	Right_ThighZ	Right_ThighW	Right_CalfX	Right_CalfY	Right_CalfZ	Right_CalfW	Right_FootX	Right_FootY	Right_FootZ	Right_FootW	DorsalX	DorsalY	DorsalZ	DorsalW	Left_ArmX	Left_ArmY	Left_ArmZ	Left_ArmW	Left_ForearmX	Left_ForearmY	Left_ForearmZ	Left_ForearmW	Left_HandX	Left_HandY	Left_HandZ	Left_HandW	Right_ArmX	Right_ArmY	Right_ArmZ	Right_ArmW	Right_ForearmX	Right_ForearmY	Right_ForearmZ	Right_ForearmW	Right_HandX	Right_HandY	Right_HandZ	Right_HandW	HeadX	HeadY	HeadZ	HeadW
0	0.287437	0.645009	0.645185	0.291685	0.287584	0.644249	0.645647	0.292196	0.285034	0.646133	0.646003	0.289737	0.288311	0.645046	0.646018	0.288882	0.28536	0.644198	0.64781	0.28969	0.286718	0.644249	0.646021	0.292221	0.286522	0.64587	0.64697	0.286682	0.284729	0.643912	0.64754	0.291546	-0.257962	0.653074	0.256257	0.664291	-0.258452	0.653594	0.253289	0.664727	-0.253931	0.653825	0.259987	0.663656	0.657488	0.247284	0.667676	-0.246514	0.656625	0.253565	0.66457	-0.250789	0.638346	0.255355	0.687022	-0.235179	0.282719	0.645515	0.645563	0.294327
0.01	0.287348	0.645031	0.645257	0.291565	0.28748	0.644234	0.645749	0.292108	0.284954	0.646145	0.646057	0.28967	0.288299	0.64505	0.646024	0.288874	0.28519	0.644239	0.647929	0.2895	0.286736	0.644225	0.646046	0.2922	0.286492	0.645856	0.647001	0.286674	0.284507	0.644045	0.647548	0.291449	-0.258088	0.653039	0.256336	0.664245	-0.258462	0.653607	0.253358	0.664684	-0.253928	0.653833	0.260124	0.663595	0.657398	0.247387	0.667614	-0.246818	0.656425	0.254311	0.664396	-0.251019	0.637439	0.257611	0.686742	-0.235995	0.282646	0.645599	0.64553	0.294285
0.02	0.287245	0.645042	0.645341	0.291454	0.287368	0.64423	0.645842	0.292019	0.2849	0.646151	0.646091	0.289633	0.288289	0.645054	0.646032	0.288857	0.284995	0.644314	0.648028	0.289304	0.286717	0.644224	0.646096	0.292111	0.286489	0.645831	0.647016	0.286698	0.284323	0.644144	0.647565	0.291372	-0.258191	0.653017	0.256376	0.664212	-0.258468	0.653634	0.253458	0.664617	-0.253934	0.65385	0.26032	0.6635	0.657293	0.247534	0.667545	-0.247136	0.65625	0.255062	0.664195	-0.251246	0.636954	0.259495	0.686058	-0.237226	0.282604	0.645697	0.64547	0.294243
0.03	0.287154	0.645049	0.645422	0.291353	0.287264	0.644242	0.645913	0.291937	0.284898	0.646134	0.646115	0.28962	0.288278	0.645065	0.646034	0.288838	0.284786	0.64442	0.648101	0.289111	0.286614	0.644266	0.646173	0.291949	0.286484	0.645799	0.647032	0.286741	0.284206	0.644207	0.64758	0.291315	-0.258281	0.652997	0.256373	0.664198	-0.258483	0.653676	0.253588	0.66452	-0.25394	0.653894	0.260544	0.663366	0.657179	0.24776	0.667462	-0.247437	0.656148	0.255753	0.663919	-0.251539	0.636292	0.261663	0.685188	-0.23913	0.282587	0.645813	0.645379	0.294204
0.04	0.287072	0.645057	0.64549	0.291262	0.287169	0.64426	0.645965	0.291876	0.284896	0.64612	0.646148	0.28958	0.28826	0.645068	0.646047	0.288819	0.284586	0.64454	0.648146	0.28894	0.286445	0.644347	0.646245	0.291775	0.286457	0.645797	0.647025	0.286789	0.284118	0.644274	0.647578	0.291258	-0.258379	0.652982	0.256329	0.664192	-0.258523	0.653728	0.253746	0.664393	-0.253926	0.653955	0.260764	0.663224	0.657051	0.248034	0.667381	-0.247722	0.656115	0.256453	0.663535	-0.251924	0.635479	0.26474	0.683763	-0.241966	0.282604	0.645936	0.645262	0.294175
0.05	0.287031	0.645043	0.645546	0.291209	0.287084	0.644298	0.645996	0.291809	0.284835	0.646137	0.646193	0.2895	0.288224	0.645086	0.646058	0.288791	0.284389	0.644658	0.648174	0.288808	0.286317	0.644423	0.646271	0.291675	0.286414	0.645801	0.647013	0.286851	0.284033	0.644306	0.647598	0.291225	-0.25849	0.652967	0.256276	0.664184	-0.258597	0.653779	0.253938	0.664241	-0.253921	0.654048	0.260928	0.66307	0.656918	0.248366	0.667295	-0.247971	0.65614	0.257116	0.66308	-0.252383	0.634955	0.267793	0.682055	-0.244786	0.282626	0.646049	0.645152	0.294145
0.06	0.287044	0.645028	0.64556	0.291197	0.286978	0.644361	0.646028	0.291702	0.28474	0.646171	0.646241	0.28941	0.288183	0.645108	0.646068	0.288761	0.284202	0.644756	0.648189	0.288737	0.286271	0.644457	0.646275	0.29164	0.286346	0.645846	0.646971	0.286911	0.283959	0.644324	0.647628	0.29119	-0.2586	0.652943	0.25623	0.664181	-0.258688	0.65383	0.254157	0.664071	-0.253919	0.65415	0.261077	0.662912	0.65681	0.248728	0.66719	-0.24818	0.65621	0.257704	0.662604	-0.25285	0.634743	0.270106	0.680481	-0.247162	0.282661	0.646158	0.645041	0.294117
0.07	0.287086	0.645021	0.645554	0.291185	0.286881	0.644407	0.646083	0.291574	0.284669	0.646192	0.64629	0.289325	0.288142	0.645129	0.646078	0.288732	0.28408	0.644846	0.648173	0.288694	0.286198	0.64451	0.646262	0.291619	0.286345	0.645856	0.646942	0.286953	0.283888	0.644261	0.647718	0.291197	-0.258719	0.652912	0.256224	0.664169	-0.258773	0.653883	0.254378	0.663902	-0.253918	0.654251	0.261225	0.662754	0.65675	0.24906	0.667056	-0.248365	0.656301	0.258172	0.662168	-0.253279	0.634681	0.271893	0.679005	-0.249412	0.282706	0.646248	0.644951	0.294074
0.08	0.28714	0.645018	0.645532	0.291188	0.286787	0.644437	0.646143	0.291467	0.28461	0.646202	0.646344	0.289241	0.288105	0.645144	0.646094	0.288699	0.28405	0.644907	0.648135	0.288672	0.286148	0.644541	0.646247	0.291635	0.286351	0.645873	0.646908	0.286988	0.283899	0.644183	0.647789	0.291203	-0.258861	0.652858	0.256294	0.664139	-0.258865	0.653924	0.254592	0.663744	-0.253937	0.654335	0.261364	0.662609	0.65675	0.249367	0.666881	-0.248527	0.656413	0.25848	0.661812	-0.253605	0.634747	0.273404	0.677507	-0.251657	0.28274	0.646287	0.644921	0.29402
0.09	0.287206	0.645006	0.645505	0.29121	0.286715	0.644445	0.646201	0.291391	0.284554	0.646208	0.646392	0.289175	0.288064	0.645173	0.646101	0.28866	0.284044	0.644932	0.648105	0.28869	0.286194	0.644534	0.646192	0.291728	0.286347	0.645909	0.646867	0.287	0.283933	0.64414	0.647822	0.29119	-0.259025	0.652787	0.256415	0.664098	-0.25897	0.653951	0.254775	0.663606	-0.253931	0.654409	0.261456	0.662502	0.65679	0.249635	0.666698	-0.248642	0.656565	0.258585	0.661524	-0.253854	0.635006	0.274474	0.676148	-0.253486	0.282689	0.646308	0.644944	0.293972
