Tiempo;Evento
4.04;Posición inicial
10.57;< Contacto inicial derecho
10.63;> Despegue izquierdo
11.13;< Contacto inicial izquierdo
11.18;> Despegue derecho
11.73;< Contacto inicial derecho
11.79;> Despegue izquierdo
12.23;< Contacto inicial izquierdo
12.29;> Despegue derecho
12.77;< Contacto inicial derecho
12.83;> Despegue izquierdo
13.25;< Contacto inicial izquierdo
13.31;> Despegue derecho
13.77;< Contacto inicial derecho
13.84;> Despegue izquierdo
14.27;< Contacto inicial izquierdo
14.33;> Despegue derecho
14.78;< Contacto inicial derecho
14.85;> Despegue izquierdo
15.26;< Contacto inicial izquierdo
15.32;> Despegue derecho
15.8;< Contacto inicial derecho
15.87;> Despegue izquierdo
16.28;< Contacto inicial izquierdo
16.34;> Despegue derecho
16.79;< Contacto inicial derecho
16.86;> Despegue izquierdo
17.29;< Contacto inicial izquierdo
17.35;> Despegue derecho
17.82;< Contacto inicial derecho
17.88;> Despegue izquierdo
18.28;< Contacto inicial izquierdo
18.34;> Despegue derecho
18.8;< Contacto inicial derecho
18.87;> Despegue izquierdo
19.28;< Contacto inicial izquierdo
19.34;> Despegue derecho
19.8;< Contacto inicial derecho
19.88;> Despegue izquierdo
20.31;< Contacto inicial izquierdo
20.39;> Despegue derecho
20.92;< Contacto inicial derecho
21.84;> Despegue izquierdo
23.24;< Contacto inicial izquierdo
23.31;> Despegue derecho
23.87;< Contacto inicial derecho
23.94;> Despegue izquierdo
24.4;< Contacto inicial izquierdo
24.46;> Despegue derecho
24.99;< Contacto inicial derecho
25.06;> Despegue izquierdo
25.52;< Contacto inicial izquierdo
25.58;> Despegue derecho
26.07;< Contacto inicial derecho
26.14;> Despegue izquierdo
26.57;< Contacto inicial izquierdo
26.63;> Despegue derecho
27.13;< Contacto inicial derecho
27.2;> Despegue izquierdo
27.64;< Contacto inicial izquierdo
27.7;> Despegue derecho
28.19;< Contacto inicial derecho
28.26;> Despegue izquierdo
28.7;< Contacto inicial izquierdo
28.76;> Despegue derecho
29.24;< Contacto inicial derecho
29.31;> Despegue izquierdo
29.75;< Contacto inicial izquierdo
29.81;> Despegue derecho
30.29;< Contacto inicial derecho
30.35;> Despegue izquierdo
30.78;< Contacto inicial izquierdo
30.84;> Despegue derecho
31.32;< Contacto inicial derecho
31.38;> Despegue izquierdo
31.82;< Contacto inicial izquierdo
31.88;> Despegue derecho
32.37;< Contacto inicial derecho
32.43;> Despegue izquierdo
32.84;< Contacto inicial izquierdo
32.9;> Despegue derecho
33.41;< Contacto inicial derecho
33.49;> Despegue izquierdo
33.85;< Contacto inicial izquierdo
33.93;> Despegue derecho
36.61;< Contacto inicial derecho
36.7;> Despegue izquierdo
37.28;< Contacto inicial izquierdo
37.35;> Despegue derecho
37.89;< Contacto inicial derecho
37.96;> Despegue izquierdo
38.44;< Contacto inicial izquierdo
38.5;> Despegue derecho
39.01;< Contacto inicial derecho
39.08;> Despegue izquierdo
39.53;< Contacto inicial izquierdo
39.59;> Despegue derecho
40.07;< Contacto inicial derecho
40.14;> Despegue izquierdo
40.58;< Contacto inicial izquierdo
40.64;> Despegue derecho
41.13;< Contacto inicial derecho
41.2;> Despegue izquierdo
41.66;< Contacto inicial izquierdo
41.73;> Despegue derecho
42.24;< Contacto inicial derecho
42.31;> Despegue izquierdo
42.75;< Contacto inicial izquierdo
42.81;> Despegue derecho
43.3;< Contacto inicial derecho
43.37;> Despegue izquierdo
43.79;< Contacto inicial izquierdo
43.86;> Despegue derecho
44.34;< Contacto inicial derecho
44.41;> Despegue izquierdo
44.82;< Contacto inicial izquierdo
44.89;> Despegue derecho
45.41;< Contacto inicial derecho
45.48;> Despegue izquierdo
45.91;< Contacto inicial izquierdo
45.97;> Despegue derecho
46.45;< Contacto inicial derecho
46.53;> Despegue izquierdo
46.93;< Contacto inicial izquierdo
47;> Despegue derecho
47.51;< Contacto inicial derecho
47.59;> Despegue izquierdo
47.96;< Contacto inicial izquierdo
48.06;> Despegue derecho
48.56;< Contacto inicial derecho
48.75;> Despegue izquierdo
50.29;< Contacto inicial derecho
50.37;> Despegue izquierdo
50.89;< Contacto inicial izquierdo
50.95;> Despegue derecho
51.45;< Contacto inicial derecho
51.52;> Despegue izquierdo
51.94;< Contacto inicial izquierdo
52;> Despegue derecho
52.49;< Contacto inicial derecho
52.56;> Despegue izquierdo
52.98;< Contacto inicial izquierdo
53.04;> Despegue derecho
53.53;< Contacto inicial derecho
53.6;> Despegue izquierdo
54.03;< Contacto inicial izquierdo
54.1;> Despegue derecho
54.58;< Contacto inicial derecho
54.65;> Despegue izquierdo
55.07;< Contacto inicial izquierdo
55.14;> Despegue derecho
55.62;< Contacto inicial derecho
55.69;> Despegue izquierdo
56.11;< Contacto inicial izquierdo
56.18;> Despegue derecho
56.68;< Contacto inicial derecho
56.75;> Despegue izquierdo
57.18;< Contacto inicial izquierdo
57.24;> Despegue derecho
57.76;< Contacto inicial derecho
57.83;> Despegue izquierdo
58.25;< Contacto inicial izquierdo
58.31;> Despegue derecho
58.82;< Contacto inicial derecho
58.89;> Despegue izquierdo
59.31;< Contacto inicial izquierdo
59.37;> Despegue derecho
59.86;< Contacto inicial derecho
59.93;> Despegue izquierdo
60.33;< Contacto inicial izquierdo
60.39;> Despegue derecho
60.92;< Contacto inicial derecho
61;> Despegue izquierdo
61.4;< Contacto inicial izquierdo
61.48;> Despegue derecho
62.01;< Contacto inicial derecho
62.16;> Despegue izquierdo
63.62;< Contacto inicial derecho
63.7;> Despegue izquierdo
64.24;< Contacto inicial izquierdo
64.3;> Despegue derecho
64.77;< Contacto inicial derecho
64.85;> Despegue izquierdo
65.32;< Contacto inicial izquierdo
65.38;> Despegue derecho
65.87;< Contacto inicial derecho
65.94;> Despegue izquierdo
66.36;< Contacto inicial izquierdo
66.42;> Despegue derecho
66.91;< Contacto inicial derecho
66.98;> Despegue izquierdo
67.42;< Contacto inicial izquierdo
67.48;> Despegue derecho
67.97;< Contacto inicial derecho
68.04;> Despegue izquierdo
68.49;< Contacto inicial izquierdo
68.55;> Despegue derecho
69.05;< Contacto inicial derecho
69.12;> Despegue izquierdo
69.57;< Contacto inicial izquierdo
69.63;> Despegue derecho
70.14;< Contacto inicial derecho
70.21;> Despegue izquierdo
70.55;< Contacto inicial izquierdo
70.65;> Despegue derecho
