Tiempo;Evento
1.74;Posición inicial
4.33;< Contacto inicial derecho
4.41;> Despegue izquierdo
5.05;< Contacto inicial izquierdo
5.13;> Despegue derecho
5.62;< Contacto inicial derecho
5.68;> Despegue izquierdo
6.18;< Contacto inicial izquierdo
6.26;> Despegue derecho
6.7;< Contacto inicial derecho
6.78;> Despegue izquierdo
7.28;< Contacto inicial izquierdo
7.37;> Despegue derecho
7.85;< Contacto inicial derecho
7.92;> Despegue izquierdo
8.39;< Contacto inicial izquierdo
8.47;> Despegue derecho
8.95;< Contacto inicial derecho
9.03;> Despegue izquierdo
9.49;< Contacto inicial izquierdo
9.59;> Despegue derecho
10.04;< Contacto inicial derecho
10.12;> Despegue izquierdo
10.61;< Contacto inicial izquierdo
10.69;> Despegue derecho
11.08;< Contacto inicial derecho
11.15;> Despegue izquierdo
11.6;< Contacto inicial izquierdo
11.7;> Despegue derecho
12.19;< Contacto inicial derecho
12.27;> Despegue izquierdo
12.77;< Contacto inicial izquierdo
12.85;> Despegue derecho
13.27;< Contacto inicial derecho
13.36;> Despegue izquierdo
13.85;< Contacto inicial izquierdo
13.93;> Despegue derecho
14.32;< Contacto inicial derecho
14.4;> Despegue izquierdo
14.86;< Contacto inicial izquierdo
14.94;> Despegue derecho
15.38;< Contacto inicial derecho
15.47;> Despegue izquierdo
15.96;< Contacto inicial izquierdo
16.05;> Despegue derecho
16.5;< Contacto inicial derecho
16.58;> Despegue izquierdo
17.05;< Contacto inicial izquierdo
17.14;> Despegue derecho
17.58;< Contacto inicial derecho
17.65;> Despegue izquierdo
18.13;< Contacto inicial izquierdo
18.21;> Despegue derecho
18.64;< Contacto inicial derecho
18.72;> Despegue izquierdo
19.22;< Contacto inicial izquierdo
19.31;> Despegue derecho
19.73;< Contacto inicial derecho
19.82;> Despegue izquierdo
20.32;< Contacto inicial izquierdo
20.41;> Despegue derecho
20.82;< Contacto inicial derecho
20.91;> Despegue izquierdo
21.4;< Contacto inicial izquierdo
21.5;> Despegue derecho
21.92;< Contacto inicial derecho
22.02;> Despegue izquierdo
22.53;< Contacto inicial izquierdo
22.63;> Despegue derecho
23.05;< Contacto inicial derecho
23.14;> Despegue izquierdo
23.64;< Contacto inicial izquierdo
23.78;> Despegue derecho
