Index	PelvisX	PelvisY	PelvisZ	PelvisW	Left_ThighX	Left_ThighY	Left_ThighZ	Left_ThighW	Left_CalfX	Left_CalfY	Left_CalfZ	Left_CalfW	Left_FootX	Left_FootY	Left_FootZ	Left_FootW	Right_ThighX	Right_ThighY	Right_ThighZ	Right_ThighW	Right_CalfX	Right_CalfY	Right_CalfZ	Right_CalfW	Right_FootX	Right_FootY	Right_FootZ	Right_FootW	DorsalX	DorsalY	DorsalZ	DorsalW	Left_ArmX	Left_ArmY	Left_ArmZ	Left_ArmW	Left_ForearmX	Left_ForearmY	Left_ForearmZ	Left_ForearmW	Left_HandX	Left_HandY	Left_HandZ	Left_HandW	Right_ArmX	Right_ArmY	Right_ArmZ	Right_ArmW	Right_ForearmX	Right_ForearmY	Right_ForearmZ	Right_ForearmW	Right_HandX	Right_HandY	Right_HandZ	Right_HandW	HeadX	HeadY	HeadZ	HeadW
0	0.353302	0.620036	0.607999	0.347951	0.349296	0.618555	0.602644	0.363597	0.34594	0.605663	0.620879	0.357781	0.350345	0.612395	0.612512	0.356455	0.337991	0.587978	0.619852	0.39475	0.363236	0.621735	0.598101	0.351825	0.378306	0.626219	0.5934	0.335575	0.35066	0.614565	0.611115	0.354804	-0.186236	0.682742	0.181223	0.682889	-0.186783	0.683894	0.177125	0.682662	-0.175561	0.683161	0.167333	0.688817	0.681782	0.186702	0.684012	-0.180124	0.674375	0.191916	0.688995	-0.183503	0.662922	0.194477	0.696734	-0.193067	0.348316	0.611333	0.615852	0.354506
0.01	0.353209	0.62033	0.607896	0.347701	0.349407	0.618701	0.602498	0.363483	0.34623	0.605297	0.621075	0.35778	0.350367	0.612368	0.612535	0.356439	0.336571	0.587886	0.620998	0.394299	0.362518	0.623069	0.598143	0.35013	0.379235	0.627215	0.592615	0.334051	0.350592	0.614708	0.610995	0.35483	-0.186492	0.682728	0.181377	0.682792	-0.187949	0.683476	0.17712	0.682763	-0.175443	0.682913	0.166588	0.689273	0.68215	0.18724	0.683544	-0.179945	0.673853	0.190464	0.689892	-0.183559	0.660886	0.195261	0.698172	-0.194057	0.348135	0.611232	0.616054	0.354506
0.02	0.353109	0.620644	0.607778	0.347449	0.349443	0.618797	0.60252	0.36325	0.346472	0.605028	0.621267	0.357666	0.350379	0.612326	0.612575	0.356432	0.33504	0.587864	0.622191	0.393755	0.361961	0.624373	0.597966	0.348682	0.380019	0.628312	0.591809	0.332522	0.350496	0.614849	0.610871	0.354894	-0.186708	0.682731	0.181349	0.682738	-0.188362	0.683386	0.176808	0.68282	-0.174901	0.683	0.165874	0.689498	0.682523	0.187494	0.683219	-0.179496	0.673251	0.189014	0.690773	-0.183955	0.658994	0.195942	0.699706	-0.194284	0.347872	0.611212	0.616209	0.354529
0.03	0.352962	0.620941	0.6077	0.347204	0.349441	0.618796	0.602688	0.362974	0.346704	0.604799	0.621435	0.357537	0.35041	0.61227	0.612615	0.356429	0.33365	0.58785	0.623428	0.393	0.361382	0.625714	0.59778	0.347195	0.380693	0.629392	0.591073	0.331015	0.350358	0.615002	0.610744	0.354985	-0.186848	0.68279	0.181052	0.682719	-0.18803	0.683622	0.176272	0.682813	-0.174005	0.683335	0.16549	0.689484	0.682935	0.187398	0.683004	-0.178848	0.67252	0.18797	0.691566	-0.184719	0.657426	0.195282	0.701654	-0.193233	0.347571	0.611281	0.616284	0.354576
0.04	0.352712	0.621176	0.607729	0.346987	0.349405	0.618697	0.602969	0.362709	0.346923	0.604636	0.621566	0.357373	0.350463	0.612215	0.612646	0.356417	0.33249	0.587911	0.624481	0.392218	0.360659	0.627178	0.597617	0.345583	0.381249	0.630366	0.590479	0.329579	0.35016	0.615146	0.610634	0.355119	-0.186884	0.682915	0.180507	0.682729	-0.187079	0.68418	0.17562	0.682684	-0.172831	0.683773	0.165206	0.689413	0.683366	0.186963	0.682894	-0.178076	0.671815	0.187461	0.692096	-0.185809	0.655717	0.194408	0.703775	-0.192202	0.347236	0.611452	0.616287	0.354605
0.05	0.352367	0.62133	0.607872	0.346812	0.349309	0.618561	0.603329	0.362435	0.347126	0.604526	0.621679	0.357164	0.350507	0.612176	0.612673	0.356394	0.331494	0.588178	0.625334	0.3913	0.35996	0.628605	0.597333	0.344207	0.381547	0.631273	0.590052	0.328259	0.349925	0.615256	0.610557	0.355293	-0.186934	0.683027	0.179892	0.682765	-0.185685	0.685028	0.174992	0.682374	-0.171836	0.684145	0.164866	0.689374	0.68366	0.186196	0.683051	-0.177148	0.671257	0.187256	0.692371	-0.18701	0.654348	0.1946	0.705149	-0.191635	0.346898	0.611736	0.616188	0.354616
0.06	0.351955	0.621446	0.608109	0.346607	0.349102	0.618468	0.603734	0.36212	0.347266	0.604525	0.621758	0.356893	0.35056	0.612132	0.612708	0.356359	0.330762	0.588564	0.626059	0.390178	0.359428	0.629837	0.596934	0.343202	0.38164	0.632018	0.589845	0.327088	0.349659	0.615326	0.610523	0.355492	-0.187033	0.683082	0.17926	0.682849	-0.184241	0.685962	0.17459	0.681931	-0.171193	0.684419	0.164553	0.689338	0.683788	0.185128	0.6835	-0.176038	0.670725	0.187239	0.692567	-0.188205	0.654229	0.194515	0.705562	-0.190604	0.346615	0.612108	0.61596	0.354648
0.07	0.351521	0.621523	0.608408	0.346384	0.348817	0.618428	0.604144	0.361779	0.347311	0.604639	0.621862	0.356476	0.35061	0.612096	0.612746	0.356307	0.330357	0.588916	0.626603	0.389114	0.358902	0.630921	0.596648	0.342256	0.381579	0.632528	0.589878	0.326114	0.349353	0.615343	0.610551	0.355714	-0.18719	0.683074	0.178622	0.682981	-0.18332	0.686715	0.174556	0.681429	-0.170731	0.684697	0.164332	0.689228	0.683648	0.183662	0.684318	-0.174936	0.670271	0.187317	0.692725	-0.189159	0.654983	0.193927	0.70525	-0.189768	0.346407	0.612512	0.61564	0.354708
0.08	0.351111	0.621511	0.608763	0.346196	0.348588	0.618358	0.604528	0.361477	0.347267	0.604872	0.621924	0.356015	0.350633	0.612074	0.612785	0.356253	0.33008	0.589297	0.626913	0.388273	0.358253	0.63193	0.59655	0.341244	0.381284	0.63286	0.590119	0.325377	0.34901	0.61531	0.610642	0.355953	-0.187422	0.682996	0.178064	0.683142	-0.183173	0.687099	0.174904	0.680993	-0.169968	0.685068	0.16409	0.689106	0.683372	0.182206	0.685184	-0.174144	0.669823	0.187172	0.693066	-0.189642	0.655893	0.193957	0.704434	-0.189629	0.346273	0.612903	0.615274	0.354798
0.09	0.350745	0.62139	0.609169	0.346072	0.348481	0.618218	0.604857	0.36127	0.347284	0.605072	0.621929	0.355649	0.35066	0.612045	0.612828	0.356202	0.329987	0.589736	0.627046	0.387471	0.357591	0.632775	0.596484	0.340487	0.380786	0.632994	0.590562	0.324894	0.348637	0.615247	0.610779	0.356191	-0.18779	0.682787	0.17775	0.683332	-0.183605	0.687127	0.175508	0.680693	-0.169054	0.685494	0.16373	0.688993	0.68299	0.181056	0.685954	-0.173811	0.66911	0.187532	0.693572	-0.18995	0.65685	0.194801	0.703248	-0.18985	0.3462	0.613253	0.614901	0.354912
