Index	PelvisX	PelvisY	PelvisZ	PelvisW	Left_ThighX	Left_ThighY	Left_ThighZ	Left_ThighW	Left_CalfX	Left_CalfY	Left_CalfZ	Left_CalfW	Left_FootX	Left_FootY	Left_FootZ	Left_FootW	Right_ThighX	Right_ThighY	Right_ThighZ	Right_ThighW	Right_CalfX	Right_CalfY	Right_CalfZ	Right_CalfW	Right_FootX	Right_FootY	Right_FootZ	Right_FootW	DorsalX	DorsalY	DorsalZ	DorsalW	Left_ArmX	Left_ArmY	Left_ArmZ	Left_ArmW	Left_ForearmX	Left_ForearmY	Left_ForearmZ	Left_ForearmW	Left_HandX	Left_HandY	Left_HandZ	Left_HandW	Right_ArmX	Right_ArmY	Right_ArmZ	Right_ArmW	Right_ForearmX	Right_ForearmY	Right_ForearmZ	Right_ForearmW	Right_HandX	Right_HandY	Right_HandZ	Right_HandW	HeadX	HeadY	HeadZ	HeadW
0	0.328836	0.626823	0.623925	0.331176	0.329639	0.627507	0.621574	0.333495	0.329422	0.625486	0.622945	0.334945	0.330507	0.624952	0.624711	0.331567	0.330974	0.62775	0.620643	0.33345	0.329077	0.626315	0.622972	0.333682	0.33191	0.624357	0.62372	0.333148	0.327405	0.624154	0.625594	0.33447	-0.211902	0.670934	0.208495	0.67932	-0.202935	0.675405	0.201371	0.679776	-0.204372	0.674145	0.204096	0.679784	0.673003	0.207969	0.679729	-0.204411	0.673657	0.21597	0.676364	-0.205122	0.67566	0.230892	0.670796	-0.20051	0.333576	0.622383	0.622334	0.337738
0.01	0.328901	0.626813	0.62388	0.331215	0.329615	0.627527	0.621559	0.333508	0.329486	0.625438	0.622937	0.334985	0.330519	0.624919	0.624724	0.331592	0.330977	0.627676	0.620712	0.333458	0.329069	0.626299	0.623	0.333669	0.331895	0.624346	0.623731	0.333162	0.327493	0.624239	0.625497	0.334408	-0.211854	0.670985	0.208456	0.679296	-0.203063	0.675406	0.20143	0.679719	-0.20442	0.674186	0.204104	0.679725	0.673064	0.207929	0.679692	-0.204374	0.67368	0.215966	0.676338	-0.205137	0.675689	0.230802	0.670809	-0.200474	0.333617	0.622275	0.622351	0.337865
0.02	0.328968	0.626796	0.623843	0.331249	0.329596	0.62754	0.621558	0.333504	0.329555	0.625378	0.622933	0.335037	0.330542	0.62489	0.624731	0.331611	0.330957	0.627619	0.62079	0.33344	0.329051	0.626289	0.623034	0.33364	0.331914	0.624305	0.623747	0.333192	0.327571	0.624359	0.625376	0.334331	-0.211798	0.671051	0.208431	0.679256	-0.20317	0.67541	0.20147	0.679671	-0.204467	0.674225	0.204117	0.679669	0.673142	0.207951	0.679611	-0.204368	0.673715	0.215937	0.676308	-0.20515	0.675729	0.230759	0.67078	-0.200488	0.333636	0.622175	0.622377	0.337982
0.03	0.329043	0.626759	0.623819	0.331292	0.329599	0.62754	0.621555	0.333508	0.32965	0.625305	0.622921	0.335104	0.330567	0.624854	0.624743	0.331631	0.330905	0.627581	0.620857	0.333436	0.329021	0.626292	0.623072	0.333595	0.331946	0.624267	0.623747	0.333229	0.327627	0.624495	0.625255	0.33425	-0.211743	0.671126	0.208391	0.679211	-0.203279	0.675418	0.201498	0.679622	-0.204509	0.674251	0.204132	0.679626	0.673207	0.207984	0.679544	-0.204342	0.673766	0.215846	0.676287	-0.205149	0.67577	0.230751	0.670736	-0.200501	0.333644	0.622104	0.622397	0.338068
0.04	0.329134	0.626725	0.623781	0.331337	0.329602	0.627539	0.62155	0.333516	0.329736	0.625231	0.622924	0.335149	0.330573	0.624823	0.624755	0.331661	0.330824	0.627565	0.620921	0.33343	0.328983	0.6263	0.623115	0.333536	0.331971	0.624238	0.623742	0.333267	0.327688	0.624605	0.625147	0.334187	-0.211693	0.671223	0.208304	0.679158	-0.203413	0.675426	0.201518	0.679568	-0.20456	0.674289	0.204117	0.679577	0.673238	0.20804	0.679506	-0.204308	0.673844	0.215694	0.676273	-0.205098	0.675829	0.230731	0.670688	-0.200491	0.333634	0.622068	0.622415	0.338113
0.05	0.329222	0.626712	0.623729	0.331371	0.329605	0.627543	0.62154	0.333524	0.329801	0.625152	0.622951	0.335183	0.330586	0.624789	0.624766	0.331691	0.330739	0.627571	0.620981	0.333391	0.328955	0.626303	0.623161	0.333471	0.332008	0.624205	0.623743	0.333293	0.327761	0.624686	0.625052	0.334142	-0.211625	0.671342	0.208183	0.679099	-0.20354	0.675441	0.201536	0.67951	-0.204633	0.674347	0.204061	0.679516	0.673241	0.208157	0.679464	-0.204316	0.673938	0.215515	0.676256	-0.205034	0.675897	0.230693	0.670638	-0.200472	0.33363	0.622039	0.622428	0.338146
0.06	0.32929	0.626716	0.623672	0.331403	0.329659	0.62753	0.621504	0.333564	0.329881	0.625072	0.622967	0.335225	0.330599	0.624755	0.624778	0.33172	0.33069	0.627573	0.621026	0.33335	0.328934	0.626299	0.623214	0.333401	0.332041	0.624177	0.623742	0.333314	0.32785	0.624762	0.62495	0.334101	-0.211511	0.67149	0.208036	0.679032	-0.203647	0.675465	0.201524	0.679458	-0.204667	0.674432	0.203972	0.679447	0.673249	0.208305	0.679399	-0.204358	0.674037	0.215341	0.676232	-0.204971	0.675975	0.230611	0.670597	-0.200439	0.333609	0.622045	0.622414	0.338179
0.07	0.329335	0.626719	0.623632	0.33143	0.329746	0.6275	0.621449	0.333635	0.329967	0.624978	0.622983	0.335285	0.330604	0.624737	0.624783	0.33174	0.330663	0.627571	0.621061	0.333317	0.328922	0.626291	0.623251	0.33336	0.332044	0.624182	0.623741	0.333303	0.327924	0.624844	0.624849	0.334065	-0.211355	0.671663	0.207899	0.678952	-0.203688	0.675497	0.201491	0.679423	-0.204662	0.674542	0.203888	0.679365	0.673275	0.208467	0.679299	-0.204438	0.674143	0.215144	0.676217	-0.20488	0.676059	0.230565	0.670532	-0.200426	0.333613	0.622077	0.62237	0.338199
0.08	0.329373	0.626703	0.623612	0.331458	0.32982	0.62747	0.621399	0.333713	0.330038	0.624889	0.623018	0.335317	0.330608	0.624725	0.624785	0.331752	0.330652	0.627559	0.621093	0.333291	0.328928	0.626265	0.623277	0.333353	0.332049	0.624167	0.623763	0.333285	0.327985	0.624932	0.624751	0.334025	-0.211204	0.671831	0.207792	0.678866	-0.203733	0.675544	0.201455	0.679374	-0.204632	0.674654	0.203826	0.679281	0.67333	0.208629	0.679162	-0.204547	0.674257	0.214943	0.676197	-0.204779	0.676139	0.230557	0.670451	-0.200436	0.333637	0.622139	0.622286	0.338216
0.09	0.329425	0.626676	0.623595	0.33149	0.329891	0.62744	0.621353	0.333784	0.330085	0.624838	0.62304	0.335325	0.330612	0.624723	0.624783	0.331757	0.330649	0.627539	0.621119	0.333282	0.328949	0.626225	0.623304	0.333358	0.332046	0.624165	0.623778	0.333263	0.328028	0.625038	0.624648	0.333974	-0.211092	0.671971	0.207707	0.678788	-0.203776	0.675609	0.201407	0.679311	-0.204596	0.674775	0.203783	0.679184	0.673406	0.208744	0.679028	-0.204626	0.674385	0.214684	0.67619	-0.20465	0.676225	0.230522	0.670385	-0.20041	0.333677	0.622235	0.622158	0.338236
