Tiempo;Evento
2.01;Posición inicial
4.17;< Contacto inicial derecho
4.22;> Despegue izquierdo
4.67;< Contacto inicial izquierdo
4.73;> Despegue derecho
5.15;< Contacto inicial derecho
5.2;> Despegue izquierdo
5.64;< Contacto inicial izquierdo
5.71;> Despegue derecho
6.13;< Contacto inicial derecho
6.19;> Despegue izquierdo
6.63;< Contacto inicial izquierdo
6.7;> Despegue derecho
7.12;< Contacto inicial derecho
7.19;> Despegue izquierdo
7.62;< Contacto inicial izquierdo
7.69;> Despegue derecho
8.11;< Contacto inicial derecho
8.17;> Despegue izquierdo
8.61;< Contacto inicial izquierdo
8.67;> Despegue derecho
9.09;< Contacto inicial derecho
9.15;> Despegue izquierdo
9.58;< Contacto inicial izquierdo
9.65;> Despegue derecho
10.07;< Contacto inicial derecho
10.12;> Despegue izquierdo
10.55;< Contacto inicial izquierdo
10.62;> Despegue derecho
11.03;< Contacto inicial derecho
11.09;> Despegue izquierdo
11.52;< Contacto inicial izquierdo
11.59;> Despegue derecho
12.02;< Contacto inicial derecho
12.08;> Despegue izquierdo
12.52;< Contacto inicial izquierdo
12.59;> Despegue derecho
13;< Contacto inicial derecho
13.07;> Despegue izquierdo
13.53;< Contacto inicial izquierdo
13.61;> Despegue derecho
14.07;< Contacto inicial derecho
14.15;> Despegue izquierdo
14.57;< Contacto inicial izquierdo
14.72;> Despegue derecho
15.42;< Contacto inicial derecho
15.46;> Despegue izquierdo
15.93;< Contacto inicial izquierdo
15.98;> Despegue derecho
16.42;< Contacto inicial derecho
16.47;> Despegue izquierdo
16.88;< Contacto inicial izquierdo
16.95;> Despegue derecho
17.38;< Contacto inicial derecho
17.44;> Despegue izquierdo
17.85;< Contacto inicial izquierdo
17.92;> Despegue derecho
18.33;< Contacto inicial derecho
18.39;> Despegue izquierdo
18.8;< Contacto inicial izquierdo
18.87;> Despegue derecho
19.29;< Contacto inicial derecho
19.35;> Despegue izquierdo
19.78;< Contacto inicial izquierdo
19.85;> Despegue derecho
20.26;< Contacto inicial derecho
20.33;> Despegue izquierdo
20.76;< Contacto inicial izquierdo
20.82;> Despegue derecho
21.23;< Contacto inicial derecho
21.29;> Despegue izquierdo
21.72;< Contacto inicial izquierdo
21.79;> Despegue derecho
22.2;< Contacto inicial derecho
22.26;> Despegue izquierdo
22.69;< Contacto inicial izquierdo
22.76;> Despegue derecho
23.19;< Contacto inicial derecho
23.25;> Despegue izquierdo
23.68;< Contacto inicial izquierdo
23.75;> Despegue derecho
24.17;< Contacto inicial derecho
24.24;> Despegue izquierdo
24.69;< Contacto inicial izquierdo
24.76;> Despegue derecho
25.2;< Contacto inicial derecho
25.27;> Despegue izquierdo
25.7;< Contacto inicial izquierdo
25.8;> Despegue derecho
26.03;< Contacto inicial derecho
26.15;> Despegue izquierdo
26.96;< Contacto inicial izquierdo
27;> Despegue derecho
27.44;< Contacto inicial derecho
27.49;> Despegue izquierdo
27.9;< Contacto inicial izquierdo
27.96;> Despegue derecho
28.38;< Contacto inicial derecho
28.44;> Despegue izquierdo
28.87;< Contacto inicial izquierdo
28.94;> Despegue derecho
29.34;< Contacto inicial derecho
29.4;> Despegue izquierdo
29.83;< Contacto inicial izquierdo
29.9;> Despegue derecho
30.34;< Contacto inicial derecho
30.39;> Despegue izquierdo
30.8;< Contacto inicial izquierdo
30.87;> Despegue derecho
31.29;< Contacto inicial derecho
31.34;> Despegue izquierdo
31.76;< Contacto inicial izquierdo
31.83;> Despegue derecho
32.23;< Contacto inicial derecho
32.29;> Despegue izquierdo
32.73;< Contacto inicial izquierdo
32.8;> Despegue derecho
33.21;< Contacto inicial derecho
33.28;> Despegue izquierdo
33.73;< Contacto inicial izquierdo
33.8;> Despegue derecho
34.2;< Contacto inicial derecho
34.26;> Despegue izquierdo
34.69;< Contacto inicial izquierdo
34.76;> Despegue derecho
35.19;< Contacto inicial derecho
35.25;> Despegue izquierdo
35.7;< Contacto inicial izquierdo
35.77;> Despegue derecho
36.2;< Contacto inicial derecho
