Tiempo;Evento
7.01;Posición inicial
9.36;< Contacto inicial izquierdo
9.42;> Despegue derecho
9.86;< Contacto inicial derecho
9.91;> Despegue izquierdo
10.33;< Contacto inicial izquierdo
10.39;> Despegue derecho
10.79;< Contacto inicial derecho
10.84;> Despegue izquierdo
11.24;< Contacto inicial izquierdo
11.3;> Despegue derecho
11.68;< Contacto inicial derecho
11.73;> Despegue izquierdo
12.12;< Contacto inicial izquierdo
12.17;> Despegue derecho
12.56;< Contacto inicial derecho
12.61;> Despegue izquierdo
13;< Contacto inicial izquierdo
13.05;> Despegue derecho
13.45;< Contacto inicial derecho
13.5;> Despegue izquierdo
13.87;< Contacto inicial izquierdo
13.92;> Despegue derecho
14.33;< Contacto inicial derecho
14.38;> Despegue izquierdo
14.75;< Contacto inicial izquierdo
14.8;> Despegue derecho
15.2;< Contacto inicial derecho
15.25;> Despegue izquierdo
15.62;< Contacto inicial izquierdo
15.67;> Despegue derecho
16.07;< Contacto inicial derecho
16.13;> Despegue izquierdo
16.51;< Contacto inicial izquierdo
16.55;> Despegue derecho
16.96;< Contacto inicial derecho
17.02;> Despegue izquierdo
17.4;< Contacto inicial izquierdo
17.45;> Despegue derecho
17.86;< Contacto inicial derecho
17.92;> Despegue izquierdo
18.28;< Contacto inicial izquierdo
18.34;> Despegue derecho
18.75;< Contacto inicial derecho
18.81;> Despegue izquierdo
19.18;< Contacto inicial izquierdo
19.23;> Despegue derecho
19.65;< Contacto inicial derecho
19.72;> Despegue izquierdo
20;< Contacto inicial izquierdo
20.11;> Despegue derecho
20.76;< Contacto inicial derecho
20.76;> Despegue izquierdo
20.82;< Contacto inicial izquierdo
20.95;> Despegue derecho
