Tiempo;Evento
5.29;Posición inicial
8.38;< Contacto inicial izquierdo
8.43;> Despegue derecho
8.83;< Contacto inicial derecho
8.88;> Despegue izquierdo
9.28;< Contacto inicial izquierdo
9.33;> Despegue derecho
9.69;< Contacto inicial derecho
9.74;> Despegue izquierdo
10.15;< Contacto inicial izquierdo
10.2;> Despegue derecho
10.6;< Contacto inicial derecho
10.65;> Despegue izquierdo
11.02;< Contacto inicial izquierdo
11.07;> Despegue derecho
11.45;< Contacto inicial derecho
11.5;> Despegue izquierdo
11.87;< Contacto inicial izquierdo
11.93;> Despegue derecho
12.3;< Contacto inicial derecho
12.36;> Despegue izquierdo
12.73;< Contacto inicial izquierdo
12.78;> Despegue derecho
13.16;< Contacto inicial derecho
13.21;> Despegue izquierdo
13.6;< Contacto inicial izquierdo
13.65;> Despegue derecho
14.03;< Contacto inicial derecho
14.08;> Despegue izquierdo
14.46;< Contacto inicial izquierdo
14.52;> Despegue derecho
14.89;< Contacto inicial derecho
14.95;> Despegue izquierdo
15.35;< Contacto inicial izquierdo
15.41;> Despegue derecho
15.8;< Contacto inicial derecho
15.88;> Despegue izquierdo
16.32;< Contacto inicial izquierdo
16.41;> Despegue derecho
16.87;< Contacto inicial derecho
17.1;> Despegue izquierdo
17.43;< Contacto inicial izquierdo
17.88;> Despegue derecho
