Tiempo,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Flexo-extensión muñeca izquierda_X,Flexo-extensión muñeca izquierda_Y,Abducción-aducción muñeca derecha_X,Abducción-aducción muñeca derecha_Y,Abducción-aducción muñeca izquierda_X,Abducción-aducción muñeca izquierda_Y,Rotación muñeca derecha_X,Rotación muñeca derecha_Y,Rotación muñeca izquierda_X,Rotación muñeca izquierda_Y
0.00000,0.00000,-1.44969,0.00000,-3.54368,0.00000,1.95166,0.00000,7.67426,0.00000,0.55160,0.00000,0.39930
0.01000,0.01000,-1.44561,0.01000,-3.68152,0.01000,1.92529,0.01000,7.65958,0.01000,0.54284,0.01000,0.60431
0.02000,0.02000,-1.43790,0.02000,-3.87703,0.02000,1.89490,0.02000,7.64782,0.02000,0.53219,0.02000,0.83237
0.03000,0.03000,-1.42549,0.03000,-4.13148,0.03000,1.86124,0.03000,7.64098,0.03000,0.51932,0.03000,1.07461
0.04001,0.04000,-1.40724,0.04000,-4.44142,0.04000,1.82530,0.04000,7.64106,0.04000,0.50377,0.04000,1.32003
0.05001,0.05000,-1.38204,0.05000,-4.79821,0.05000,1.78823,0.05000,7.64980,0.05000,0.48492,0.05000,1.55614
0.06001,0.06000,-1.34882,0.06000,-5.18825,0.06000,1.75125,0.06000,7.66843,0.06000,0.46199,0.06000,1.76991
0.07001,0.07000,-1.30670,0.07000,-5.59383,0.07000,1.71559,0.07000,7.69730,0.07000,0.43403,0.07000,1.94879
0.08001,0.08000,-1.25507,0.08000,-5.99447,0.08000,1.68233,0.08000,7.73571,0.08000,0.39996,0.08000,2.08194
0.09001,0.09000,-1.19370,0.09000,-6.36867,0.09000,1.65230,0.09000,7.78189,0.09000,0.35870,0.09000,2.16141
0.10001,0.10000,-1.12275,0.10000,-6.69592,0.10000,1.62602,0.10000,7.83311,0.10000,0.30922,0.10000,2.18312
0.11002,0.11000,-1.04292,0.11000,-6.95852,0.11000,1.60361,0.11000,7.88604,0.11000,0.25071,0.11000,2.14741
0.12002,0.12000,-0.95537,0.12000,-7.14321,0.12000,1.58476,0.12000,7.93708,0.12000,0.18270,0.12000,2.05903
0.13002,0.13000,-0.86172,0.13000,-7.24208,0.13000,1.56877,0.13000,7.98267,0.13000,0.10517,0.13000,1.92657
0.14002,0.14000,-0.76401,0.14000,-7.25303,0.14000,1.55465,0.14000,8.01950,0.14000,0.01863,0.14000,1.76160
0.15002,0.15000,-0.66454,0.15000,-7.17942,0.15000,1.54127,0.15000,8.04465,0.15000,-0.07578,0.15000,1.57757
0.16002,0.16000,-0.56580,0.16000,-7.02943,0.16000,1.52754,0.16000,8.05561,0.16000,-0.17637,0.16000,1.38872
0.17002,0.17000,-0.47029,0.17000,-6.81496,0.17000,1.51259,0.17000,8.05042,0.17000,-0.28096,0.17000,1.20905
0.18003,0.18000,-0.38040,0.18000,-6.55056,0.18000,1.49591,0.18000,8.02782,0.18000,-0.38701,0.18000,1.05147
0.19003,0.19000,-0.29826,0.19000,-6.25240,0.19000,1.47747,0.19000,7.98744,0.19000,-0.49183,0.19000,0.92696
0.20003,0.20000,-0.22569,0.20000,-5.93741,0.20000,1.45771,0.20000,7.93003,0.20000,-0.59275,0.20000,0.84389
0.21003,0.21000,-0.16411,0.21000,-5.62254,0.21000,1.43749,0.21000,7.85765,0.21000,-0.68739,0.21000,0.80740
0.22003,0.22000,-0.11450,0.22000,-5.32425,0.22000,1.41800,0.22000,7.77378,0.22000,-0.77381,0.22000,0.81893
0.23003,0.23000,-0.07742,0.23000,-5.05808,0.23000,1.40055,0.23000,7.68329,0.23000,-0.85067,0.23000,0.87591
0.24003,0.24000,-0.05300,0.24000,-4.83811,0.24000,1.38641,0.24000,7.59226,0.24000,-0.91731,0.24000,0.97175
0.25004,0.25000,-0.04097,0.25000,-4.67651,0.25000,1.37664,0.25000,7.50756,0.25000,-0.97378,0.25000,1.09620
0.26004,0.26000,-0.04072,0.26000,-4.58264,0.26000,1.37191,0.26000,7.43622,0.26000,-1.02080,0.26000,1.23607
0.27004,0.27000,-0.05130,0.27000,-4.56225,0.27000,1.37238,0.27000,7.38464,0.27000,-1.05960,0.27000,1.37630
0.28004,0.28000,-0.07153,0.28000,-4.61638,0.28000,1.37770,0.28000,7.35778,0.28000,-1.09170,0.28000,1.50138
0.29004,0.29000,-0.10002,0.29000,-4.74067,0.29000,1.38699,0.29000,7.35841,0.29000,-1.11866,0.29000,1.59682
0.30004,0.30000,-0.13523,0.30000,-4.92502,0.30000,1.39893,0.30000,7.38657,0.30000,-1.14193,0.30000,1.65055
0.31004,0.31000,-0.17556,0.31000,-5.15397,0.31000,1.41188,0.31000,7.43947,0.31000,-1.16262,0.31000,1.65415
0.32004,0.32000,-0.21932,0.32000,-5.40774,0.32000,1.42412,0.32000,7.51170,0.32000,-1.18153,0.32000,1.60362
0.33005,0.33000,-0.26486,0.33000,-5.66387,0.33000,1.43399,0.33000,7.59588,0.33000,-1.19906,0.33000,1.49982
0.34005,0.34000,-0.31056,0.34000,-5.89914,0.34000,1.44007,0.34000,7.68357,0.34000,-1.21530,0.34000,1.34840
0.35005,0.35000,-0.35492,0.35000,-6.09167,0.35000,1.44137,0.35000,7.76624,0.35000,-1.23011,0.35000,1.15926
0.36005,0.36000,-0.39662,0.36000,-6.22269,0.36000,1.43738,0.36000,7.83621,0.36000,-1.24317,0.36000,0.94579
0.37005,0.37000,-0.43457,0.37000,-6.27803,0.37000,1.42812,0.37000,7.88738,0.37000,-1.25417,0.37000,0.72373
0.38005,0.38000,-0.46802,0.38000,-6.24908,0.38000,1.41411,0.38000,7.91562,0.38000,-1.26278,0.38000,0.51002
0.39005,0.39000,-0.49661,0.39000,-6.13334,0.39000,1.39627,0.39000,7.91907,0.39000,-1.26881,0.39000,0.32169
0.40006,0.40000,-0.52038,0.40000,-5.93455,0.40000,1.37581,0.40000,7.89816,0.40000,-1.27222,0.40000,0.17476
0.41006,0.41000,-0.53980,0.41000,-5.66249,0.41000,1.35408,0.41000,7.85564,0.41000,-1.27315,0.41000,0.08338
0.42006,0.42000,-0.55575,0.42000,-5.33252,0.42000,1.33244,0.42000,7.79646,0.42000,-1.27195,0.42000,0.05881
0.43006,0.43000,-0.56940,0.43000,-4.96489,0.43000,1.31210,0.43000,7.72760,0.43000,-1.26916,0.43000,0.10855
0.44006,0.44000,-0.58217,0.44000,-4.58383,0.44000,1.29405,0.44000,7.65759,0.44000,-1.26550,0.44000,0.23540
0.45006,0.45000,-0.59556,0.45000,-4.21630,0.45000,1.27897,0.45000,7.59593,0.45000,-1.26181,0.45000,0.43680
0.46006,0.46000,-0.61100,0.46000,-3.89053,0.46000,1.26722,0.46000,7.55217,0.46000,-1.25894,0.46000,0.70451
0.47007,0.47000,-0.62975,0.47000,-3.63406,0.47000,1.25883,0.47000,7.53497,0.47000,-1.25773,0.47000,1.02489
0.48007,0.48000,-0.65274,0.48000,-3.47164,0.48000,1.25354,0.48000,7.55101,0.48000,-1.25884,0.48000,1.37976
0.49007,0.49000,-0.68051,0.49000,-3.42284,0.49000,1.25087,0.49000,7.60412,0.49000,-1.26267,0.49000,1.74778
0.50007,0.50000,-0.71314,0.50000,-3.49975,0.50000,1.25021,0.50000,7.69447,0.50000,-1.26930,0.50000,2.10607
0.51007,0.51000,-0.75026,0.51000,-3.70515,0.51000,1.25087,0.51000,7.81819,0.51000,-1.27847,0.51000,2.43204
0.52007,0.52000,-0.79106,0.52000,-4.03135,0.52000,1.25218,0.52000,7.96738,0.52000,-1.28957,0.52000,2.70500
0.53007,0.53000,-0.83442,0.53000,-4.46013,0.53000,1.25355,0.53000,8.13056,0.53000,-1.30168,0.53000,2.90757
0.54008,0.54000,-0.87894,0.54000,-4.96373,0.54000,1.25445,0.54000,8.29366,0.54000,-1.31368,0.54000,3.02679
0.55008,0.55000,-0.92308,0.55000,-5.50688,0.55000,1.25451,0.55000,8.44137,0.55000,-1.32435,0.55000,3.05492
