Index	PelvisX	PelvisY	PelvisZ	PelvisW	Left_ThighX	Left_ThighY	Left_ThighZ	Left_ThighW	Left_CalfX	Left_CalfY	Left_CalfZ	Left_CalfW	Left_FootX	Left_FootY	Left_FootZ	Left_FootW	Right_ThighX	Right_ThighY	Right_ThighZ	Right_ThighW	Right_CalfX	Right_CalfY	Right_CalfZ	Right_CalfW	Right_FootX	Right_FootY	Right_FootZ	Right_FootW	DorsalX	DorsalY	DorsalZ	DorsalW	Left_ArmX	Left_ArmY	Left_ArmZ	Left_ArmW	Left_ForearmX	Left_ForearmY	Left_ForearmZ	Left_ForearmW	Left_HandX	Left_HandY	Left_HandZ	Left_HandW	Right_ArmX	Right_ArmY	Right_ArmZ	Right_ArmW	Right_ForearmX	Right_ForearmY	Right_ForearmZ	Right_ForearmW	Right_HandX	Right_HandY	Right_HandZ	Right_HandW	HeadX	HeadY	HeadZ	HeadW
0	0.260003	0.668357	0.649715	0.252127	0.257972	0.669198	0.652127	0.245672	0.259541	0.664698	0.653762	0.251813	0.255172	0.660519	0.658122	0.255884	0.258337	0.668217	0.651245	0.250257	0.256681	0.667845	0.652675	0.249227	0.253273	0.662071	0.659699	0.249622	0.265822	0.670619	0.643847	0.255089	-0.280064	0.665884	0.265714	0.638403	-0.270381	0.666219	0.261568	0.643916	-0.266894	0.658601	0.265615	0.651507	0.649071	0.302167	0.63093	-0.29888	0.6479	0.2919	0.642397	-0.286961	0.643805	0.30524	0.635519	-0.297422	0.282635	0.612788	0.657012	0.33607
0.01	0.260002	0.668419	0.649681	0.25205	0.257973	0.669248	0.652095	0.245619	0.259575	0.664626	0.653834	0.251783	0.255132	0.660525	0.658141	0.255861	0.25842	0.668312	0.651133	0.250208	0.256642	0.66782	0.652727	0.249195	0.253286	0.662066	0.659698	0.249627	0.26562	0.670486	0.644051	0.255132	-0.28013	0.665651	0.265986	0.638505	-0.270369	0.666197	0.26194	0.643793	-0.267092	0.658611	0.266089	0.651222	0.64901	0.302022	0.631082	-0.29884	0.64784	0.292094	0.642393	-0.286906	0.643725	0.305148	0.635746	-0.297203	0.282517	0.613445	0.656784	0.335416
0.02	0.260023	0.668472	0.649638	0.252	0.257982	0.669327	0.65202	0.245596	0.259589	0.664555	0.653913	0.25175	0.255089	0.660531	0.658162	0.255835	0.258514	0.66845	0.650967	0.250174	0.256547	0.66783	0.65278	0.24913	0.253302	0.662055	0.6597	0.249634	0.265401	0.670302	0.64431	0.25519	-0.28031	0.665313	0.266395	0.638607	-0.270523	0.666095	0.262388	0.643652	-0.267386	0.658604	0.266552	0.650919	0.648957	0.301779	0.631289	-0.298762	0.647787	0.292239	0.642437	-0.28678	0.643592	0.305012	0.636078	-0.296921	0.282387	0.614191	0.656517	0.334682
0.03	0.26005	0.668518	0.649593	0.251966	0.257981	0.669444	0.651903	0.245587	0.259584	0.6645	0.653989	0.251702	0.255044	0.660536	0.658184	0.255811	0.258616	0.66864	0.650751	0.250122	0.256421	0.667844	0.652833	0.249082	0.253312	0.662045	0.659705	0.249636	0.2651	0.670089	0.644631	0.25525	-0.280578	0.664877	0.266901	0.638732	-0.270836	0.665922	0.26293	0.643477	-0.267764	0.658579	0.266997	0.650607	0.648882	0.301454	0.631584	-0.298629	0.647724	0.292341	0.642541	-0.286586	0.643402	0.304918	0.636452	-0.296628	0.282251	0.615051	0.656202	0.333833
0.04	0.260102	0.668602	0.649502	0.251923	0.257957	0.669618	0.651751	0.245543	0.259598	0.664416	0.654082	0.251668	0.255014	0.660541	0.6582	0.255788	0.258759	0.668883	0.650471	0.250054	0.256274	0.667854	0.65289	0.249057	0.253332	0.662024	0.659721	0.249629	0.264746	0.669814	0.645025	0.255346	-0.280945	0.66434	0.26752	0.63887	-0.27126	0.665693	0.263546	0.643284	-0.268132	0.658543	0.26747	0.650296	0.648776	0.301053	0.631984	-0.298417	0.647645	0.292418	0.642702	-0.286325	0.643182	0.304806	0.636867	-0.296329	0.2821	0.616055	0.655827	0.332846
0.05	0.260185	0.668724	0.649351	0.251903	0.257904	0.669869	0.651549	0.245449	0.25959	0.664325	0.654204	0.251601	0.254973	0.660555	0.658208	0.255769	0.258932	0.669173	0.650127	0.249991	0.256118	0.667843	0.652968	0.24904	0.25336	0.662013	0.659727	0.249617	0.264303	0.669463	0.645506	0.255509	-0.281402	0.663665	0.26828	0.639051	-0.27176	0.665403	0.264231	0.643093	-0.268564	0.658447	0.268002	0.649997	0.648627	0.300563	0.632499	-0.298142	0.647549	0.292481	0.642915	-0.285999	0.642944	0.30472	0.637295	-0.296012	0.281874	0.61723	0.655426	0.331648
0.06	0.26028	0.668851	0.649193	0.251875	0.257841	0.670175	0.651308	0.24532	0.259556	0.66422	0.654362	0.251503	0.25493	0.660565	0.658214	0.255773	0.259135	0.669525	0.64971	0.249925	0.255953	0.667808	0.653068	0.249043	0.253395	0.661997	0.659737	0.249595	0.263754	0.669056	0.646073	0.255711	-0.281964	0.662849	0.269186	0.63927	-0.272359	0.665022	0.265023	0.642906	-0.269014	0.658323	0.268555	0.649708	0.648422	0.299954	0.633161	-0.297799	0.647415	0.292548	0.643178	-0.285642	0.642738	0.304588	0.637739	-0.295641	0.281563	0.618553	0.655035	0.330216
0.07	0.260374	0.669035	0.648989	0.251814	0.257783	0.670514	0.651043	0.245156	0.259529	0.664079	0.654555	0.251398	0.254891	0.660578	0.658215	0.255774	0.259374	0.669909	0.649251	0.24984	0.25581	0.667714	0.65319	0.249123	0.253443	0.661987	0.659744	0.249556	0.263134	0.66856	0.646738	0.255963	-0.282561	0.661913	0.270191	0.639552	-0.273021	0.664539	0.265924	0.642754	-0.269387	0.658204	0.269027	0.649478	0.648159	0.299169	0.633987	-0.297402	0.647236	0.292633	0.64348	-0.285281	0.642554	0.304451	0.638165	-0.295261	0.281173	0.619979	0.654691	0.328554
0.08	0.260486	0.669299	0.648695	0.251754	0.257743	0.670872	0.650755	0.244984	0.259496	0.66391	0.654789	0.25127	0.254831	0.660574	0.658233	0.255798	0.259655	0.670297	0.648779	0.249735	0.255715	0.667536	0.65335	0.249276	0.253507	0.661974	0.65975	0.249511	0.262429	0.668007	0.64748	0.256257	-0.283217	0.660839	0.271338	0.639887	-0.27373	0.663947	0.266904	0.642658	-0.269735	0.658077	0.269479	0.649276	0.647846	0.298222	0.634949	-0.296983	0.646994	0.292762	0.643821	-0.284928	0.642424	0.304252	0.638587	-0.294837	0.280712	0.621458	0.654425	0.326678
0.09	0.260592	0.669662	0.648318	0.251651	0.257715	0.671236	0.650453	0.24482	0.259467	0.663711	0.655056	0.25113	0.254745	0.660577	0.65825	0.255832	0.259971	0.670688	0.648305	0.249589	0.255651	0.667292	0.653559	0.24945	0.253584	0.661956	0.659754	0.249465	0.261689	0.667387	0.648295	0.256569	-0.283916	0.65966	0.272605	0.640256	-0.274482	0.66324	0.267959	0.642628	-0.270063	0.657898	0.269941	0.649129	0.647484	0.297166	0.636008	-0.296564	0.646677	0.292904	0.644218	-0.284602	0.642335	0.304061	0.63895	-0.29444	0.280206	0.622963	0.654244	0.324601
