Tiempo;Evento
3;Posición inicial
6.31;< Contacto inicial izquierdo
6.37;> Despegue derecho
6.84;< Contacto inicial derecho
6.92;> Despegue izquierdo
7.37;< Contacto inicial izquierdo
7.45;> Despegue derecho
7.87;< Contacto inicial derecho
7.95;> Despegue izquierdo
8.38;< Contacto inicial izquierdo
8.46;> Despegue derecho
8.87;< Contacto inicial derecho
8.95;> Despegue izquierdo
9.37;< Contacto inicial izquierdo
9.46;> Despegue derecho
9.89;< Contacto inicial derecho
9.98;> Despegue izquierdo
10.41;< Contacto inicial izquierdo
10.49;> Despegue derecho
10.92;< Contacto inicial derecho
11;> Despegue izquierdo
11.45;< Contacto inicial izquierdo
11.53;> Despegue derecho
11.95;< Contacto inicial derecho
12.04;> Despegue izquierdo
12.46;< Contacto inicial izquierdo
12.54;> Despegue derecho
12.98;< Contacto inicial derecho
13.06;> Despegue izquierdo
13.49;< Contacto inicial izquierdo
13.57;> Despegue derecho
14;< Contacto inicial derecho
14.09;> Despegue izquierdo
14.53;< Contacto inicial izquierdo
14.62;> Despegue derecho
15.05;< Contacto inicial derecho
15.14;> Despegue izquierdo
15.57;< Contacto inicial izquierdo
15.65;> Despegue derecho
16.09;< Contacto inicial derecho
16.18;> Despegue izquierdo
16.62;< Contacto inicial izquierdo
16.71;> Despegue derecho
17.14;< Contacto inicial derecho
17.23;> Despegue izquierdo
17.67;< Contacto inicial izquierdo
17.76;> Despegue derecho
18.21;< Contacto inicial derecho
18.33;> Despegue izquierdo
18.72;< Contacto inicial izquierdo
18.9;> Despegue derecho
19.5;< Contacto inicial derecho
19.58;> Despegue izquierdo
20.03;< Contacto inicial izquierdo
20.06;> Despegue derecho
20.69;< Contacto inicial derecho
20.77;> Despegue izquierdo
21.25;< Contacto inicial izquierdo
21.32;> Despegue derecho
21.77;< Contacto inicial derecho
21.85;> Despegue izquierdo
22.28;< Contacto inicial izquierdo
22.36;> Despegue derecho
22.82;< Contacto inicial derecho
22.9;> Despegue izquierdo
23.33;< Contacto inicial izquierdo
23.41;> Despegue derecho
23.84;< Contacto inicial derecho
