Tiempo;Evento
4.58;Posición inicial
7.31;< Contacto inicial derecho
7.37;> Despegue izquierdo
7.8;< Contacto inicial izquierdo
7.84;> Despegue derecho
8.23;< Contacto inicial derecho
8.31;> Despegue izquierdo
8.51;< Contacto inicial izquierdo
8.63;> Despegue derecho
9.09;< Contacto inicial derecho
9.16;> Despegue izquierdo
9.55;< Contacto inicial izquierdo
9.61;> Despegue derecho
10.01;< Contacto inicial derecho
10.08;> Despegue izquierdo
10.47;< Contacto inicial izquierdo
10.53;> Despegue derecho
10.93;< Contacto inicial derecho
11.01;> Despegue izquierdo
11.4;< Contacto inicial izquierdo
11.46;> Despegue derecho
11.86;< Contacto inicial derecho
11.94;> Despegue izquierdo
12.33;< Contacto inicial izquierdo
12.39;> Despegue derecho
12.79;< Contacto inicial derecho
12.87;> Despegue izquierdo
13.26;< Contacto inicial izquierdo
13.32;> Despegue derecho
13.73;< Contacto inicial derecho
13.81;> Despegue izquierdo
14.21;< Contacto inicial izquierdo
14.27;> Despegue derecho
14.67;< Contacto inicial derecho
14.76;> Despegue izquierdo
15.15;< Contacto inicial izquierdo
15.21;> Despegue derecho
15.63;< Contacto inicial derecho
15.72;> Despegue izquierdo
16.11;< Contacto inicial izquierdo
16.19;> Despegue derecho
16.6;< Contacto inicial derecho
16.73;> Despegue izquierdo
17.31;< Contacto inicial derecho
17.5;> Despegue izquierdo
