Tiempo;Evento
3.64;Posición inicial
5.92;< Contacto inicial derecho
5.96;> Despegue izquierdo
6.4;< Contacto inicial izquierdo
6.46;> Despegue derecho
6.66;< Contacto inicial derecho
6.79;> Despegue izquierdo
8.13;< Contacto inicial izquierdo
8.27;> Despegue derecho
9.05;< Contacto inicial izquierdo
9.18;> Despegue derecho
14.59;< Contacto inicial izquierdo
14.73;> Despegue derecho
15.51;< Contacto inicial izquierdo
15.66;> Despegue derecho
16.45;< Contacto inicial izquierdo
16.59;> Despegue derecho
19.16;< Contacto inicial izquierdo
19.34;> Despegue derecho
21.93;< Contacto inicial izquierdo
22.13;> Despegue derecho
35.17;< Contacto inicial izquierdo
35.26;> Despegue derecho
35.47;< Contacto inicial derecho
35.59;> Despegue izquierdo
36.01;< Contacto inicial izquierdo
36.15;> Despegue derecho
37.06;< Contacto inicial izquierdo
37.15;> Despegue derecho
37.34;< Contacto inicial derecho
37.48;> Despegue izquierdo
44.07;< Contacto inicial izquierdo
44.26;> Despegue derecho
