Tiempo;Evento
1.72;Posición inicial
4.15;< Contacto inicial izquierdo
4.18;> Despegue derecho
4.56;< Contacto inicial derecho
4.59;> Despegue izquierdo
4.96;< Contacto inicial izquierdo
4.99;> Despegue derecho
5.35;< Contacto inicial derecho
5.38;> Despegue izquierdo
5.74;< Contacto inicial izquierdo
5.77;> Despegue derecho
6.13;< Contacto inicial derecho
6.17;> Despegue izquierdo
6.54;< Contacto inicial izquierdo
6.58;> Despegue derecho
6.95;< Contacto inicial derecho
6.99;> Despegue izquierdo
7.37;< Contacto inicial izquierdo
7.4;> Despegue derecho
7.79;< Contacto inicial derecho
7.83;> Despegue izquierdo
8.21;< Contacto inicial izquierdo
8.25;> Despegue derecho
8.64;< Contacto inicial derecho
8.68;> Despegue izquierdo
9.06;< Contacto inicial izquierdo
9.1;> Despegue derecho
9.5;< Contacto inicial derecho
9.54;> Despegue izquierdo
9.93;< Contacto inicial izquierdo
9.97;> Despegue derecho
10.37;< Contacto inicial derecho
10.41;> Despegue izquierdo
10.79;< Contacto inicial izquierdo
10.83;> Despegue derecho
11.22;< Contacto inicial derecho
11.26;> Despegue izquierdo
11.65;< Contacto inicial izquierdo
11.69;> Despegue derecho
12.09;< Contacto inicial derecho
12.13;> Despegue izquierdo
12.47;< Contacto inicial izquierdo
12.52;> Despegue derecho
12.9;< Contacto inicial derecho
12.97;> Despegue izquierdo
13.28;< Contacto inicial izquierdo
13.32;> Despegue derecho
13.67;< Contacto inicial derecho
13.7;> Despegue izquierdo
14.2;< Contacto inicial izquierdo
14.22;> Despegue derecho
14.59;< Contacto inicial derecho
14.63;> Despegue izquierdo
15.03;< Contacto inicial izquierdo
15.07;> Despegue derecho
15.46;< Contacto inicial derecho
15.5;> Despegue izquierdo
15.91;< Contacto inicial izquierdo
15.95;> Despegue derecho
16.33;< Contacto inicial derecho
16.37;> Despegue izquierdo
16.78;< Contacto inicial izquierdo
16.82;> Despegue derecho
17.2;< Contacto inicial derecho
17.24;> Despegue izquierdo
17.64;< Contacto inicial izquierdo
17.68;> Despegue derecho
18.06;< Contacto inicial derecho
18.1;> Despegue izquierdo
18.48;< Contacto inicial izquierdo
18.52;> Despegue derecho
