Index	PelvisX	PelvisY	PelvisZ	PelvisW	Left_ThighX	Left_ThighY	Left_ThighZ	Left_ThighW	Left_CalfX	Left_CalfY	Left_CalfZ	Left_CalfW	Left_FootX	Left_FootY	Left_FootZ	Left_FootW	Right_ThighX	Right_ThighY	Right_ThighZ	Right_ThighW	Right_CalfX	Right_CalfY	Right_CalfZ	Right_CalfW	Right_FootX	Right_FootY	Right_FootZ	Right_FootW	DorsalX	DorsalY	DorsalZ	DorsalW	Left_ArmX	Left_ArmY	Left_ArmZ	Left_ArmW	Left_ForearmX	Left_ForearmY	Left_ForearmZ	Left_ForearmW	Left_HandX	Left_HandY	Left_HandZ	Left_HandW	Right_ArmX	Right_ArmY	Right_ArmZ	Right_ArmW	Right_ForearmX	Right_ForearmY	Right_ForearmZ	Right_ForearmW	Right_HandX	Right_HandY	Right_HandZ	Right_HandW	HeadX	HeadY	HeadZ	HeadW
0	0.288958	0.644984	0.64314	0.294738	0.289437	0.646324	0.63888	0.30054	0.284671	0.644296	0.644454	0.297529	0.288755	0.645916	0.645615	0.287391	0.282218	0.645525	0.644918	0.296194	0.279286	0.648823	0.644824	0.291942	0.278325	0.649658	0.648958	0.281663	0.288701	0.643545	0.644887	0.294316	-0.252914	0.657892	0.252764	0.662814	-0.250768	0.658981	0.25092	0.663249	-0.241936	0.65622	0.256148	0.667255	0.660043	0.248636	0.665082	-0.245336	0.654372	0.255552	0.66822	-0.244892	0.513005	0.277853	0.756153	-0.296405	0.300347	0.63987	0.644163	0.292255
0.01	0.2889	0.644999	0.643181	0.294671	0.289397	0.646344	0.638912	0.300467	0.284714	0.644276	0.644466	0.297506	0.288765	0.64591	0.645612	0.287402	0.281824	0.645524	0.645276	0.295793	0.279289	0.648818	0.64484	0.291915	0.278313	0.649673	0.648953	0.281651	0.288667	0.643492	0.644954	0.294319	-0.252965	0.657837	0.252755	0.662853	-0.250864	0.658843	0.250903	0.663356	-0.242131	0.656082	0.256142	0.667323	0.65997	0.248607	0.665167	-0.245331	0.654236	0.255625	0.668327	-0.244888	0.512315	0.277782	0.756489	-0.296807	0.300049	0.640032	0.644187	0.292151
0.02	0.288818	0.645027	0.643231	0.294582	0.289378	0.646346	0.638949	0.300402	0.284761	0.644253	0.644477	0.297487	0.288775	0.645903	0.645611	0.287409	0.281443	0.645704	0.645487	0.295303	0.27929	0.648812	0.644858	0.291887	0.278315	0.649683	0.64895	0.281632	0.288613	0.643434	0.645031	0.294329	-0.253019	0.657783	0.252719	0.662899	-0.251004	0.658712	0.25092	0.663426	-0.242302	0.655958	0.256144	0.667382	0.659902	0.248586	0.665239	-0.245339	0.654148	0.255623	0.66843	-0.244845	0.511723	0.278033	0.756606	-0.297295	0.299735	0.640191	0.644231	0.292027
0.03	0.288723	0.645066	0.643283	0.294474	0.289385	0.646329	0.63899	0.300345	0.284768	0.644253	0.6445	0.297431	0.288783	0.6459	0.645607	0.287419	0.281441	0.645769	0.645442	0.29526	0.279308	0.648803	0.644867	0.291871	0.278315	0.649685	0.648953	0.281621	0.288556	0.643356	0.645123	0.294355	-0.253089	0.657732	0.25268	0.662939	-0.251147	0.658596	0.250941	0.66348	-0.24244	0.655853	0.256159	0.667429	0.659839	0.248568	0.665298	-0.245369	0.654046	0.255554	0.66857	-0.244808	0.511205	0.278341	0.756666	-0.297744	0.299403	0.640358	0.644279	0.291898
0.04	0.288634	0.645101	0.643336	0.294371	0.289404	0.646301	0.639025	0.300311	0.284759	0.644263	0.644526	0.297361	0.288797	0.645901	0.645594	0.28743	0.281518	0.645783	0.645416	0.295211	0.279344	0.648782	0.644875	0.291864	0.27831	0.64969	0.648952	0.281616	0.288487	0.643285	0.645209	0.294389	-0.253179	0.65768	0.252652	0.662966	-0.251281	0.658495	0.250964	0.66352	-0.242568	0.655761	0.256183	0.667464	0.659751	0.248569	0.665374	-0.245397	0.653961	0.255504	0.66869	-0.244759	0.510709	0.278683	0.756714	-0.298154	0.29907	0.640517	0.644333	0.291771
0.05	0.288549	0.645119	0.643396	0.294284	0.28942	0.646272	0.639054	0.300298	0.284752	0.644277	0.644553	0.297281	0.288822	0.645887	0.645586	0.287456	0.281899	0.645784	0.645165	0.295396	0.279382	0.648762	0.644889	0.291842	0.278314	0.64969	0.648953	0.28161	0.288463	0.643183	0.645285	0.294469	-0.253279	0.657629	0.252625	0.662989	-0.251422	0.658401	0.250994	0.663548	-0.242668	0.655684	0.256209	0.667493	0.659653	0.248591	0.665443	-0.24545	0.653907	0.255503	0.668747	-0.244748	0.510267	0.27913	0.756723	-0.298471	0.298736	0.64066	0.644399	0.291654
0.06	0.288478	0.645125	0.643452	0.294216	0.289435	0.646245	0.639075	0.300296	0.284738	0.644284	0.644584	0.29721	0.288855	0.645874	0.645572	0.287483	0.282769	0.645607	0.644626	0.296125	0.279399	0.648753	0.644906	0.291807	0.278309	0.649689	0.64896	0.281601	0.288453	0.643088	0.645339	0.294568	-0.253383	0.657571	0.252606	0.663014	-0.251571	0.658313	0.251033	0.663565	-0.242734	0.655624	0.256239	0.667517	0.659554	0.248676	0.665478	-0.245534	0.653854	0.255543	0.668782	-0.244752	0.509738	0.279437	0.756908	-0.298617	0.298452	0.640767	0.644449	0.291599
0.07	0.288441	0.645114	0.643498	0.294178	0.289457	0.646214	0.639092	0.300305	0.284723	0.644287	0.64462	0.297139	0.288883	0.645864	0.645555	0.287516	0.283006	0.645621	0.644596	0.295936	0.279404	0.648761	0.644914	0.291766	0.278312	0.649683	0.648969	0.281591	0.288453	0.643	0.64538	0.294668	-0.253487	0.657513	0.252604	0.663033	-0.251722	0.658231	0.251075	0.663574	-0.242834	0.655566	0.256278	0.667522	0.659445	0.248775	0.665516	-0.245626	0.653801	0.255615	0.668801	-0.244767	0.508976	0.279859	0.757207	-0.298765	0.2982	0.640852	0.644486	0.291587
0.08	0.288425	0.645084	0.643543	0.29416	0.289493	0.646179	0.639111	0.300306	0.284703	0.644302	0.644651	0.29706	0.288916	0.645846	0.645542	0.28755	0.283173	0.645677	0.644597	0.295652	0.279407	0.648772	0.644919	0.29173	0.278303	0.649684	0.648978	0.281577	0.288456	0.642903	0.645432	0.294765	-0.253571	0.657463	0.252606	0.663049	-0.251867	0.658152	0.25113	0.663576	-0.242958	0.655509	0.256314	0.66752	0.65936	0.248864	0.665533	-0.245717	0.65378	0.25565	0.668788	-0.24482	0.508166	0.280565	0.757407	-0.298973	0.297956	0.640925	0.644522	0.291596
0.09	0.288416	0.645054	0.643584	0.294144	0.289524	0.646153	0.639131	0.300289	0.284691	0.64432	0.644671	0.296989	0.288951	0.645828	0.645533	0.287577	0.283439	0.645656	0.644486	0.295685	0.279413	0.648785	0.644914	0.291704	0.278271	0.649702	0.648992	0.281535	0.288459	0.6428	0.645485	0.294872	-0.253637	0.657424	0.252604	0.663064	-0.25203	0.658071	0.251188	0.663572	-0.243095	0.655453	0.256344	0.667513	0.659311	0.248914	0.665534	-0.245795	0.65371	0.255761	0.668779	-0.244916	0.507385	0.281082	0.757675	-0.299136	0.297719	0.640984	0.644558	0.291628
0.1	0.288409	0.645027	0.643618	0.294136	0.289542	0.646132	0.639155	0.300267	0.284684	0.644331	0.644688	0.296934	0.288986	0.645815	0.64552	0.287599	0.283428	0.645687	0.644526	0.295539	0.279453	0.648786	0.644901	0.291696	0.278243	0.649718	0.649008	0.281491	0.288423	0.642722	0.645557	0.294919	-0.253706	0.657388	0.252607	0.663072	-0.252215	0.657991	0.251254	0.663556	-0.243254	0.655396	0.25637	0.667502	0.65927	0.248988	0.665531	-0.245836	0.653625	0.255988	0.668747	-0.244995	0.506715	0.281424	0.757956	-0.29924	0.297495	0.641028	0.644595	0.291678
